problem,family,run,seed,updateIndex,generation,FE,reason,calibrator,valid,auditReady,auditPhase,boundaryCount,eceBd,gapBd,trainCount,calCount,testCount,strictSeparation,trainCalOverlap,trainTestOverlap,calTestOverlap
MW1_BC,MW_BC,1,1703,19,77,15624,calibration_drift,raw,1,1,boundary_auditable,5,0.30159463949554,0.30159463949554,15,7,5,1,0,0,0
MW1_BC,MW_BC,1,1703,20,78,15824,calibration_drift,raw,1,1,boundary_auditable,5,0.304760447442428,0.304760447442428,15,7,5,1,0,0,0
MW1_BC,MW_BC,1,1703,21,79,16026,calibration_drift,raw,1,1,boundary_auditable,5,0.301736764054393,0.301736764054393,17,8,5,1,0,0,0
MW1_BC,MW_BC,1,1703,22,80,16232,periodic|calibration_drift,raw,1,1,boundary_auditable,6,0.332542668473213,0.332542668473213,24,9,6,1,0,0,0
MW1_BC,MW_BC,1,1703,23,81,16434,calibration_drift,raw,1,1,boundary_auditable,6,0.331205205385029,0.331205205385029,26,10,6,1,0,0,0
MW1_BC,MW_BC,1,1703,24,82,16636,calibration_drift,raw,1,1,boundary_auditable,6,0.330157245804635,0.330157245804635,27,10,6,1,0,0,0
MW1_BC,MW_BC,1,1703,25,83,16840,calibration_drift,raw,1,1,boundary_auditable,7,0.20398113050775,0.20398113050775,29,11,7,1,0,0,0
MW1_BC,MW_BC,1,1703,26,84,17044,calibration_drift,raw,1,1,boundary_auditable,8,0.241186518006522,0.241186518006523,31,12,8,1,0,0,0
MW1_BC,MW_BC,1,1703,27,85,17250,periodic|calibration_drift,raw,1,1,boundary_auditable,8,0.23636878382511,0.23636878382511,32,13,8,1,0,0,0
MW1_BC,MW_BC,1,1703,28,86,17454,calibration_drift,raw,1,1,boundary_auditable,9,0.263867273432136,0.263867273432136,36,14,9,1,0,0,0
MW1_BC,MW_BC,1,1703,29,87,17662,calibration_drift,raw,1,1,boundary_auditable,10,0.283940670511141,0.283940670511141,39,15,10,1,0,0,0
MW1_BC,MW_BC,1,1703,30,88,17874,calibration_drift,raw,1,1,boundary_auditable,12,0.313698017192731,0.313698017192731,49,17,12,1,0,0,0
MW1_BC,MW_BC,1,1703,31,89,18078,calibration_drift,raw,1,1,boundary_auditable,13,0.324930441957104,0.324930441957104,51,18,13,1,0,0,0
MW1_BC,MW_BC,1,1703,32,90,18282,periodic|calibration_drift,raw,1,1,boundary_auditable,14,0.339485627642254,0.339485627642254,53,18,14,1,0,0,0
MW1_BC,MW_BC,1,1703,33,91,18486,calibration_drift,raw,1,1,boundary_auditable,15,0.350419134860938,0.350419134860938,55,18,15,1,0,0,0
MW1_BC,MW_BC,1,1703,34,92,18688,calibration_drift,raw,1,1,boundary_auditable,15,0.349580451057171,0.349580451057171,56,18,15,1,0,0,0
MW1_BC,MW_BC,1,1703,35,93,18892,calibration_drift,raw,1,1,boundary_auditable,16,0.357969145037027,0.357969145037027,60,19,16,1,0,0,0
MW1_BC,MW_BC,1,1703,36,94,19096,calibration_drift,raw,1,1,boundary_auditable,17,0.365452988938818,0.365452988938818,63,20,17,1,0,0,0
MW1_BC,MW_BC,1,1703,37,95,19300,periodic|calibration_drift,raw,1,1,boundary_auditable,17,0.364717493312932,0.364717493312932,64,21,17,1,0,0,0
MW1_BC,MW_BC,1,1703,38,96,19500,calibration_drift,raw,1,1,boundary_auditable,17,0.363690682173696,0.363690682173696,64,21,17,1,0,0,0
MW1_BC,MW_BC,1,1703,39,97,19702,calibration_drift,raw,1,1,boundary_auditable,17,0.364954198513991,0.364954198513991,66,22,17,1,0,0,0
MW1_BC,MW_BC,1,1703,40,98,19902,calibration_drift,raw,1,1,boundary_auditable,17,0.367450018192244,0.367450018192244,66,22,17,1,0,0,0
MW1_BC,MW_BC,1,1703,41,99,20102,calibration_drift,raw,1,1,boundary_auditable,17,0.366340834907517,0.366340834907517,66,22,17,1,0,0,0
