problem,baseVariant,compareVariant,metric,pairCount,baseMedian,compareMedian,medianDiff,signrankP
MW11_BC,MainBridge,TopKPair,FDR,5,0,0.00033776176536816,-0.000112962439988704,0.125
MW11_BC,MainBridge,TopKPair,FSG,5,20,20,0,1
MW11_BC,MainBridge,TopKPair,SAR,5,0.99823447193546,0.998441732793134,-0.000218282339127018,0.0625
MW11_BC,MainBridge,TopKPair,GPR,5,0.999678766463219,0.999951180218224,-0.000211396627049387,0.0625
MW12_BC,MainBridge,RandSectorPair,FDR,5,0.00542570951585977,0.0241973840665874,-0.0208576894100988,0.0625
MW12_BC,MainBridge,RandSectorPair,FSG,5,67,63,-1,0.9375
MW12_BC,MainBridge,RandSectorPair,SAR,5,0.995279152372567,0.995553000968054,-0.00138782781965829,0.4375
MW12_BC,MainBridge,RandSectorPair,GPR,5,0.999245062089791,0.999603471152526,-0.000370423091007543,0.125
MW12_BC,MainBridge,TopKPair,FDR,5,0.00542570951585977,0.0559881129271917,-0.0521274515823897,0.0625
MW12_BC,MainBridge,TopKPair,FSG,5,67,67,0,1
MW12_BC,MainBridge,TopKPair,SAR,5,0.995279152372567,0.996982712172293,-0.00111832317369209,0.0625
MW12_BC,MainBridge,TopKPair,GPR,5,0.999245062089791,0.999864400650877,-0.000594830596857721,0.0625
MW13_BC,MainBridge,RandSectorPair,FDR,5,0.00551825011634865,0.00807817589576547,-0.00229947859962507,0.125
MW13_BC,MainBridge,RandSectorPair,FSG,5,8,11,-2,0.0625
MW13_BC,MainBridge,RandSectorPair,SAR,5,0.806358870285811,0.839922750925379,0.0031632676840373,1
MW13_BC,MainBridge,RandSectorPair,GPR,5,0.892004592977579,0.915099071983948,-0.0230944790063687,0.4375
MW13_BC,MainBridge,TopKPair,FDR,5,0.00551825011634865,0.00484324890372407,-0.000610226897726192,0.625
MW13_BC,MainBridge,TopKPair,FSG,5,8,7,0,0.5
MW13_BC,MainBridge,TopKPair,SAR,5,0.806358870285811,0.822650140964945,-0.00193238751901448,0.625
MW13_BC,MainBridge,TopKPair,GPR,5,0.892004592977579,0.947827218319022,-0.0333271652724428,0.125
MW14_BC,MainBridge,RandSectorPair,FDR,5,0.537313432835821,0.903280067283431,-0.359097660149497,0.0625
MW14_BC,MainBridge,RandSectorPair,FSG,5,3,3,0,1
MW14_BC,MainBridge,RandSectorPair,SAR,5,0.00821856952465571,0.0665287639067479,-0.0586371800252042,0.0625
MW14_BC,MainBridge,RandSectorPair,GPR,5,0.899328859060403,0.748843357567746,0.186803437291401,0.0625
MW14_BC,MainBridge,TopKPair,FDR,5,0.537313432835821,0.815331010452962,-0.280151538822059,0.0625
MW14_BC,MainBridge,TopKPair,FSG,5,3,3,0,1
MW14_BC,MainBridge,TopKPair,SAR,5,0.00821856952465571,0.039765544190323,-0.0315469746656672,0.0625
MW14_BC,MainBridge,TopKPair,GPR,5,0.899328859060403,0.771460423634337,0.114670818394968,0.0625
