variant,problem,GroupCount,median_train_x_rec50,median_train_x_rec90,median_train_y_rec50,median_train_y_rec90,median_query_y_err50,median_query_y_err90,median_boundary_dist50,median_boundary_dist90,median_pair_violation_rate,median_pair_margin50,median_pair_margin90,median_side_rate,median_feasible_rate,median_segment_width90,median_coverage_by_ref,median_outlier_rate,median_collapse_rate,median_z_sensitivity
V2_Adv_Huber,LIRCMOP5_BC,3,1.57792878710539,1.97633881454277,0.0318600503573576,0.0536099626500399,0.0275256776643958,0.0288473569820904,0.0274161401006213,0.0274161401006213,1,-0.0668041614412518,-0.0376189359286088,0,1,0.0274161401006213,1,0,0,0
V2_Adv_Huber,LIRCMOP6_BC,3,1.57409418025894,1.68134126525592,0.0345918842534,0.0526954712288086,0.0437072973917957,0.0524277598140356,0.0342806706827685,0.0342806706827685,0.95,-0.000233042060241107,0.0137142351010375,0.5,1,0.0523993904496647,0.75,0,0,0
V2_Adv_Huber,LIRCMOP7_BC,3,1.62626195733122,2.46136730555861,0.043798191476494,0.0490487866666064,0.0490393794751668,0.0720861381864744,0.0377462029254217,0.0377462029254217,0.8,0.0131512077821971,0.17849393580033,0.75,1,0.0502107745201207,0.833333333333333,0,0.1,0
V2_Adv_Huber,LIRCMOP8_BC,3,1.70709692144208,2.62506537274305,0.0427655685859877,0.0487214668910906,0.0484810232195962,0.049859153685982,0.0378335906180871,0.0378335906180871,0.85,-0.072769562479458,0.0577991268784397,0.3,1,0.0496057344191204,0.923076923076923,0,0.25,0
V2_Adv_Huber,LIRCMOP9_BC,3,2.51618173160172,2.6727436155245,0.0124104671514634,0.0281185273421172,0.0129665996700108,0.0138722417110595,0.0122046059787821,0.0122046059787821,1,0.00214348621307092,0.00757449696663426,0.75,1,0.012427992358462,1,0,0,0
V3_Adv_Pair,LIRCMOP10_BC,3,2.38375503975904,2.73716591340722,0.011581571186075,0.0176927028721069,0.0120622511754749,0.0127319221867261,0.0100833989214159,0.0100833989214159,1,0.0139337902214134,0.0232258804776646,1,1,0.0109482210917791,1,0,0,0
V3_Adv_Pair,LIRCMOP5_BC,3,1.63396962478171,2.03658385450359,0.0318600503573576,0.0536099626500399,0.0275256776643958,0.0288473569820904,0.0274161401006213,0.0274161401006213,1,-0.0654083753873622,-0.0367408547184673,0,1,0.0274161401006213,1,0,0,0
V3_Adv_Pair,LIRCMOP6_BC,3,1.60974006955015,1.70765215005243,0.0345918842534,0.0526954712288086,0.0437072973917957,0.0524277598140356,0.0342806706827685,0.0342806706827685,0.95,0.000126103856251003,0.0136481360673283,0.5,1,0.0523993904496647,0.75,0,0,0
V3_Adv_Pair,LIRCMOP7_BC,3,1.66780904780219,2.44529331802277,0.043798191476494,0.0490487866666064,0.0490393794751668,0.0720861381864744,0.0377462029254217,0.0377462029254217,0.75,0.0130243429328719,0.179876676277411,0.75,1,0.0502107745201207,0.833333333333333,0,0.1,0
V3_Adv_Pair,LIRCMOP8_BC,3,1.75477263658539,2.62431336437968,0.0427655685859877,0.0487214668910906,0.0484810232195962,0.049859153685982,0.0378335906180871,0.0378335906180871,0.85,-0.0723657665543253,0.0548704123086968,0.3,1,0.0496057344191204,0.923076923076923,0,0.25,0
V3_Adv_Pair,LIRCMOP9_BC,3,2.54234450616272,2.70012823194895,0.0124104671514634,0.0281185273421172,0.0129665996700108,0.0138722417110595,0.0122046059787821,0.0122046059787821,1,0.00217441049615452,0.00745280933544468,0.75,1,0.012427992358462,1,0,0,0
V4_Full_current,LIRCMOP10_BC,3,2.36463163261122,2.71212898118768,0.011581571186075,0.0176927028721069,0.0120622511754749,0.0127319221867261,0.0100833989214159,0.0100833989214159,1,0.0139494689613673,0.0233463399478107,1,1,0.0109482210917791,1,0,0,0
V4_Full_current,LIRCMOP5_BC,3,1.61601056912182,2.01860694431309,0.0318600503573576,0.0536099626500399,0.0275256776643958,0.0288473569820904,0.0274161401006213,0.0274161401006213,1,-0.0657926964810733,-0.0369340674197418,0,1,0.0274161401006213,1,0,0,0
V4_Full_current,LIRCMOP6_BC,3,1.58809506775978,1.69126907252474,0.0345918842534,0.0526954712288086,0.0437072973917957,0.0524277598140356,0.0342806706827685,0.0342806706827685,0.95,-0.000109340665386481,0.0142811910154174,0.5,1,0.0523993904496647,0.75,0,0,0
V4_Full_current,LIRCMOP7_BC,3,1.64986817295003,2.4353665778584,0.043798191476494,0.0490487866666064,0.0490393794751668,0.0720861381864744,0.0377462029254217,0.0377462029254217,0.75,0.0129311492955124,0.18196813789461,0.75,1,0.0502107745201207,0.833333333333333,0,0.1,0
V4_Full_current,LIRCMOP8_BC,3,1.7382435155876,2.61353497477459,0.0427655685859877,0.0487214668910906,0.0484810232195962,0.049859153685982,0.0378335906180871,0.0378335906180871,0.85,-0.0732462915401008,0.0552936611831087,0.3,1,0.0496057344191204,0.923076923076923,0,0.25,0
V4_Full_current,LIRCMOP9_BC,3,2.5173895385684,2.67307905854949,0.0124104671514634,0.0281185273421172,0.0129665996700108,0.0138722417110595,0.0122046059787821,0.0122046059787821,1,0.00214668838250831,0.00759755011287067,0.75,1,0.012427992358462,1,0,0,0
V5_Huber_Pair_no_adv,LIRCMOP10_BC,3,2.21164185323406,2.46688100802462,0.011581571186075,0.0176927028721069,0.0120622511754749,0.0127319221867261,0.0100833989214159,0.0100833989214159,1,0.0138807292843446,0.0240757222183663,1,1,0.0109482210917791,1,0,0,0
V5_Huber_Pair_no_adv,LIRCMOP5_BC,3,1.64073915397495,2.10918183286379,0.0318600503573576,0.0536099626500399,0.0275256776643958,0.0288473569820904,0.0274161401006213,0.0274161401006213,1,-0.0534419852211447,-0.0256523266280519,0.05,1,0.0274161401006213,1,0,0,0
V5_Huber_Pair_no_adv,LIRCMOP6_BC,3,1.52436649819414,1.63273258899563,0.0345918842534,0.0526954712288086,0.0437072973917957,0.0524277598140356,0.0342806706827685,0.0342806706827685,0.95,0.00247770323299101,0.0151010409509269,0.7,1,0.0523993904496647,0.75,0,0,0
V5_Huber_Pair_no_adv,LIRCMOP7_BC,3,1.72845995199017,2.38631317550262,0.043798191476494,0.0490487866666064,0.0490393794751668,0.0720861381864744,0.0377462029254217,0.0377462029254217,0.75,0.0114391084076028,0.197371547667611,0.7,1,0.0502107745201207,0.833333333333333,0,0.1,0
V5_Huber_Pair_no_adv,LIRCMOP8_BC,3,1.78753338390258,2.56544866757149,0.0427655685859877,0.0487214668910906,0.0484810232195962,0.049859153685982,0.0378335906180871,0.0378335906180871,0.9,-0.0791091657698997,0.0495287687995191,0.3,1,0.0496057344191204,0.923076923076923,0,0.25,0
V5_Huber_Pair_no_adv,LIRCMOP9_BC,3,2.25451647054383,2.39110135305044,0.0124104671514634,0.0281185273421172,0.0129665996700108,0.0138722417110595,0.0122046059787821,0.0122046059787821,1,0.00251968708865058,0.00817765867011644,0.8,1,0.012427992358462,1,0,0,0
