problem,seed,arm,updates,trainingPairs,trainingSamples,productionFE,firstUseFE,trainingSeconds,wallSeconds,labelAccuracy,feasibleRequestAccuracy,infeasibleRequestAccuracy,directionError,knownDirectionError,unseenDirectionError,referenceHitRate,unseenRequestFraction,rawUseful,rawFeasible,nearestObjectiveDistance,selected,survivedP1,survivedP2,initialIGD,firstUseIGD,firstUseHV,probeRMSE
LIRCMOP5_BC,1,mis2000,2000,12,21,5200,5400,182.767659666667,197.896864666667,0.82,0.8,0.84,10.4144167232388,8.65764032180715,10.6139614815306,0.022,0.898,0.094,0.48,0.813310589284085,20,4,12,2.60388128213599,2.60339817289391,0,0.0996506397593785
LIRCMOP5_BC,1,miszero1000,1000,12,21,5200,5400,131.781531458333,146.939220166667,0.772,0.632,0.912,11.6500974250964,11.3063944806869,11.6891371804748,0.032,0.898,0.036,0.36,0.793718550266859,20,2,11,2.60388128213599,2.60388128213599,0,0.0819834420430198
LIRCMOP5_BC,1,miszero2000,2000,12,21,5200,5400,182.516696541667,197.842642833333,0.97,1,0.94,10.2485165363047,8.59341079616384,10.436512956677,0.034,0.898,0.104,0.53,0.802022678815052,20,4,14,2.60388128213599,2.60388128213599,0,0.0765902722932788
LIRCMOP5_BC,1,miszero4000,4000,12,21,5200,5400,261.110561708333,273.8525905,0.776,0.8,0.752,7.18283679564288,5.92158145156062,7.32609742492617,0.016,0.898,0.054,0.524,0.683442129757555,20,6,11,2.60388128213599,2.60388128213599,0,0.0713988953891769
LIRCMOP5_BC,1,u0200,200,12,21,5200,5400,51.2824499166667,66.6457075833333,0.5,1,0,31.5609336929813,35.4282545211571,31.1216611712954,0.014,0.898,0,1,13.355566868319,20,0,0,2.60388128213599,2.60388128213599,0,0.223808590339654
LIRCMOP5_BC,1,u1000,1000,12,21,5200,5400,107.928009625,122.20461375,0.338,0.144,0.532,18.9445769125412,18.7981445197514,18.9612095451298,0.012,0.898,0.106,0.306,0.409815880915081,20,1,15,2.60388128213599,1.41448223226906,0,0.0900115026065955
LIRCMOP5_BC,1,u4000,4000,12,21,5200,5400,228.095909041667,242.69648825,0.628,0.584,0.672,13.7615133483423,12.2774883188453,13.9300774385524,0.024,0.898,0.136,0.456,0.449813740194267,20,6,9,2.60388128213599,2.60225539565979,0,0.0947872419308756
LIRCMOP5_BC,1,wide1000,1000,12,21,5200,5400,130.062500083333,146.679673416667,0.636,0.676,0.596,17.9706128426888,18.222869724273,17.9419600565846,0.016,0.898,0.076,0.54,0.654580124633537,20,7,9,2.60388128213599,2.60388128213599,0,0.104024058233477
LIRCMOP5_BC,1,zero1000,1000,12,21,5200,5400,128.185929833333,144.7160195,0.434,0.04,0.828,13.9135911208926,13.571393726373,13.9524598672634,0.004,0.898,0.076,0.106,0.391371816021184,20,2,17,2.60388128213599,2.60388128213599,0,0.0802200129657842
LIRCMOP5_BC,2,lrzero0200,200,9,16,4800,5000,21.9659697083333,28.554628,0.47,0.1,0.84,22.1385057081143,11.245442298552,23.1115244440447,0.006,0.918,0.13,0.13,0.685561291624687,20,2,20,2.59051456574324,1.32466351973344,0,0.0844998686199749
LIRCMOP5_BC,2,lrzero0500,500,9,16,4800,5000,63.0587376666667,70.9586112916667,0.442,0.068,0.816,22.582777257378,12.7641656190021,23.4598209984965,0.01,0.918,0.066,0.126,0.487079797811242,20,1,15,2.59051456574324,2.5872723657323,0,0.0748420880809964
LIRCMOP5_BC,2,lrzero1000,1000,9,16,4800,5000,83.6962118333333,89.6796122083333,0.742,0.568,0.916,14.1919256857822,8.39729765265285,14.7095286255606,0.014,0.918,0.066,0.326,0.570774054719733,20,1,14,2.59051456574324,1.47616774599645,0,0.0715742465305743
LIRCMOP5_BC,2,lrzero2000,2000,9,16,4800,5000,176.59076375,184.523556458333,0.564,0.34,0.788,13.6415227700088,7.90545510913011,14.1538948268629,0.004,0.918,0.156,0.276,0.412383662366571,20,4,17,2.59051456574324,1.31256430693543,0,0.0644080044396601
LIRCMOP5_BC,2,lrzero4000,4000,9,16,4800,5000,364.129845625,375.128060958333,0.614,0.308,0.92,11.6313919374892,5.11553951484691,12.2134179708843,0.014,0.918,0.084,0.194,0.385819646043035,20,4,18,2.59051456574324,1.50419021509402,0,0.0594931997509875
LIRCMOP5_BC,3,lrzero0200,200,9,17,4800,5000,11.9848583333333,15.6878030833333,0.394,0.08,0.708,29.0713318612814,16.6906556520324,30.1479124012161,0.016,0.92,0.08,0.186,0.238103949290423,20,1,13,2.6493068779089,1.37590027092965,0,0.0871707804416603
LIRCMOP5_BC,3,lrzero0500,500,9,17,4800,5000,64.2053419583333,73.8118585,0.532,0.456,0.608,12.8543803984265,12.1847855243472,12.9126060396507,0.048,0.92,0.328,0.424,0.330248235383303,20,7,17,2.6493068779089,1.37590027092965,0,0.0816718100587728
LIRCMOP5_BC,3,lrzero1000,1000,9,17,4800,5000,104.990374375,111.693885458333,0.558,0.436,0.68,14.6785716101162,12.6456764278502,14.8553451042263,0.008,0.92,0.2,0.378,0.450637860203474,20,5,13,2.6493068779089,1.37590027092965,0,0.0875619602801312
LIRCMOP5_BC,3,lrzero2000,2000,9,17,4800,5000,61.017483375,63.4899591666667,0.486,0.416,0.556,15.9306920722598,11.6919967183337,16.2992742769491,0.014,0.92,0.176,0.43,0.358071062613289,20,3,9,2.6493068779089,1.37590027092965,0,0.0803528707412589
LIRCMOP5_BC,3,lrzero4000,4000,9,17,4800,5000,283.469845041667,289.28209375,0.71,0.732,0.688,12.2642106175696,6.80452046514056,12.7389662829982,0.026,0.92,0.352,0.522,0.570689077744985,20,7,10,2.6493068779089,1.37590027092965,0,0.0726580121198716
LIRCMOP6_BC,1,c1lr1000,1000,8,15,5400,5600,21.0415847916667,30.6214894583333,0.65,0.916,0.384,32.764444381803,20.1434578463402,33.8025341834212,0.002,0.924,0.06,0.766,1.63448824919459,20,4,8,2.84540375291552,2.83063676044396,0,0.134822327740961
LIRCMOP6_BC,1,lr0500,500,8,15,5400,5600,76.604555125,92.458887125,0.528,0.688,0.368,12.9659892947104,10.1250296114086,13.1996613032937,0.024,0.924,0.084,0.66,1.15871222615674,20,6,5,2.84540375291552,2.83063676044396,0,0.110357463915266
LIRCMOP6_BC,1,lr1000,1000,8,15,5400,5600,128.832770916667,145.57829775,0.614,0.552,0.676,14.9525581008696,8.93974812579306,15.4471182286898,0.024,0.924,0.108,0.438,0.515777146119695,20,2,10,2.84540375291552,2.83063676044396,0,0.0970859367221259
LIRCMOP6_BC,1,lr2000,2000,8,15,5400,5600,185.344178875,200.435910166667,0.504,0.596,0.412,13.8329741470252,11.3452279007114,14.0375939681506,0.018,0.924,0.062,0.592,1.2604263710775,20,4,7,2.84540375291552,2.83063676044396,0,0.0751903549299253
LIRCMOP6_BC,1,lr4000,4000,8,15,5400,5600,293.331457791667,308.223824375,0.544,0.704,0.384,16.0219040753226,7.4638140905284,16.725816238574,0.02,0.924,0.122,0.66,1.45340776220895,20,5,5,2.84540375291552,1.52045709433248,0,0.0655300987056838
LIRCMOP6_BC,1,lrzero0200,200,8,15,5400,5600,59.1596890833333,76.4740819166667,0.556,0.36,0.752,16.1865933636316,11.7880273204857,16.5483801810332,0.016,0.924,0.08,0.304,0.477015222939933,20,2,9,2.84540375291552,1.46489853406453,0,0.0872976874111259
LIRCMOP6_BC,1,lrzero0500,500,8,15,5400,5600,96.3279702916667,112.831265458333,0.572,0.568,0.576,13.8442203722628,4.5191684033424,14.6112159887541,0.044,0.924,0.128,0.496,0.837885986618343,20,3,13,2.84540375291552,1.55145433533406,0,0.0773359235785595
LIRCMOP6_BC,1,lrzero1000,1000,8,15,5400,5600,116.656432833333,131.876855375,0.534,0.592,0.476,16.0054657783835,5.99393183853148,16.8289252799298,0.02,0.924,0.132,0.558,0.915058649935449,20,4,11,2.84540375291552,1.44746873135013,0,0.0808132462984666
LIRCMOP6_BC,1,lrzero2000,2000,8,15,5400,5600,150.716841125,158.76430475,0.526,0.52,0.532,16.3714519419085,3.91769093705997,17.3957872626536,0.042,0.924,0.108,0.494,1.96711793948187,20,3,12,2.84540375291552,1.51035180618853,0,0.0695774435531877
LIRCMOP6_BC,1,lrzero4000,4000,8,15,5400,5600,303.984909958333,318.595320958333,0.51,0.508,0.512,20.8682853791509,4.55056502290136,22.2104355383229,0.044,0.924,0.072,0.498,2.32887538371414,20,2,10,2.84540375291552,1.62436713444081,0,0.0619019065690814
LIRCMOP6_BC,1,mis1000,1000,8,15,5400,5600,115.007448375,130.526533791667,0.564,0.732,0.396,19.6714565453417,7.61050949738362,20.6634824930093,0.012,0.924,0.05,0.668,1.53328743455145,20,2,8,2.84540375291552,2.83063676044396,0,0.0985171581250743
LIRCMOP6_BC,1,mis2000,2000,8,15,5400,5600,180.981052791667,196.101950666667,0.614,0.676,0.552,19.7801448484588,8.35261052563728,20.7200719139723,0.02,0.924,0.132,0.562,0.682207113197285,20,4,5,2.84540375291552,1.66610900657306,0,0.0989324898318084
LIRCMOP6_BC,1,miszero1000,1000,8,15,5400,5600,133.943321666667,150.514045583333,0.674,0.66,0.688,18.3320946712161,10.6936478876859,18.9603651858788,0.01,0.924,0.074,0.486,0.658008422936286,20,2,10,2.84540375291552,2.83063676044396,0,0.0937836374920347
LIRCMOP6_BC,1,miszero2000,2000,8,15,5400,5600,184.152389666667,198.778565083333,0.544,0.648,0.44,10.1495687612386,4.76836472415289,10.5921786171028,0.044,0.924,0.124,0.604,1.03291935280572,20,6,8,2.84540375291552,1.60844321772588,0,0.0848129791377641
LIRCMOP6_BC,1,miszero4000,4000,8,15,5400,5600,249.014599125,260.48269525,0.562,0.608,0.516,19.2240521533349,5.47694320519513,20.354766742143,0.03,0.924,0.052,0.546,4.15286002727355,20,2,10,2.84540375291552,2.83063676044396,0,0.0726217971575084
LIRCMOP6_BC,1,u0200,200,8,15,5400,5600,50.2440042083333,66.5702342083333,0.5,1,0,37.6186103772495,21.736088775284,38.9249649678873,0.01,0.924,0,1,15.0093264323822,20,0,0,2.84540375291552,2.83063676044396,0,0.254830198778533
LIRCMOP6_BC,1,u1000,1000,8,15,5400,5600,107.800439958333,122.251146083333,0.458,0.192,0.724,28.3733033597332,14.3254698962701,29.528752865386,0.006,0.924,0.166,0.234,0.3237863623687,20,3,11,2.84540375291552,1.42342051990749,0,0.0999908298454834
LIRCMOP6_BC,1,u4000,4000,8,15,5400,5600,229.222398833333,243.852255125,0.52,0.768,0.272,15.1404421748108,8.83583582263465,15.6590028704443,0.034,0.924,0.054,0.748,1.45672650825409,20,4,5,2.84540375291552,2.83063676044396,0,0.11496191937286
LIRCMOP6_BC,1,wide1000,1000,8,15,5400,5600,131.67561575,147.986202041667,0.576,0.576,0.576,29.0395282433928,15.3045006266189,30.169249129621,0.016,0.924,0.084,0.5,0.737045359995877,20,3,7,2.84540375291552,1.54523616644879,0,0.111696496333813
LIRCMOP6_BC,1,zero1000,1000,8,15,5400,5600,127.272707958333,143.807971166667,0.486,0.22,0.752,36.1505589527222,20.283441915543,37.4556465012348,0.004,0.924,0.234,0.234,0.273404042214794,20,7,11,2.84540375291552,1.42220001829968,0,0.0897765670559052
LIRCMOP6_BC,2,lrzero0200,200,10,18,6400,6600,24.0753849166667,35.4928976666667,0.586,0.232,0.94,29.8621890379712,27.0877541493412,30.1298976675758,0.004,0.912,0.146,0.146,0.395821574355198,20,2,7,2.85164473218556,1.55264445672594,0,0.104250666746442
LIRCMOP6_BC,2,lrzero0500,500,10,18,6400,6600,53.8994785833333,60.2705991666667,0.544,0.58,0.508,22.2284894090636,23.8005806645939,22.0767963931791,0,0.912,0.078,0.536,0.981293864441432,20,1,5,2.85164473218556,2.80487825054338,0,0.0988232829939198
LIRCMOP6_BC,2,lrzero1000,1000,10,18,6400,6600,98.857886625,105.961879666667,0.424,0.456,0.392,24.3631013592796,19.2389449088083,24.8575375080093,0.026,0.912,0.092,0.532,1.63482219142224,20,4,7,2.85164473218556,1.4977634970034,0,0.10125592464176
LIRCMOP6_BC,2,lrzero2000,2000,10,18,6400,6600,236.733523583333,256.144258083333,0.608,0.664,0.552,25.7971474014244,28.4599995722371,25.5402055252933,0.01,0.912,0.136,0.556,2.38633643963593,20,1,9,2.85164473218556,2.01223732080515,0,0.0992045404851859
LIRCMOP6_BC,2,lrzero4000,4000,10,18,6400,6600,118.507590875,121.643355083333,0.512,0.7,0.324,30.9113766788972,18.3070612180954,32.1275825566938,0.004,0.912,0.088,0.688,5.14167626880094,20,2,6,2.85164473218556,1.49193687318361,0,0.097891012957066
LIRCMOP6_BC,3,lrzero0200,200,8,15,5400,5600,5.52677241666667,7.73027070833333,0.544,0.2,0.888,18.9956949243522,16.4302843018458,19.212725324087,0.01,0.922,0.126,0.156,0.874649496018805,20,0,14,2.82028582850242,2.82028582850242,0,0.102103701677981
LIRCMOP6_BC,3,lrzero0500,500,8,15,5400,5600,51.2611112083333,57.4527208333333,0.712,0.656,0.768,22.7277259971741,14.6655878988739,23.4097723872689,0.008,0.922,0.154,0.444,1.01203679709252,20,4,12,2.82028582850242,1.4499275505713,0,0.0957266584074181
LIRCMOP6_BC,3,lrzero1000,1000,8,15,5400,5600,100.704518333333,109.368774833333,0.498,0.668,0.328,18.7374763117789,11.0152539712597,19.390766271172,0.016,0.922,0.162,0.67,1.92555614569793,20,6,8,2.82028582850242,1.54933913888991,0,0.096962206743533
LIRCMOP6_BC,3,lrzero2000,2000,8,15,5400,5600,189.012183458333,197.93704725,0.664,0.7,0.628,4.50662327223963,4.25843177692572,4.52761994971738,0.15,0.922,0.102,0.536,6.13752568037521,20,1,11,2.82028582850242,2.82028582850242,0,0.0903004534122056
LIRCMOP6_BC,3,lrzero4000,4000,8,15,5400,5600,225.530711208333,230.996355958333,0.502,0.728,0.276,5.83433605666968,2.41891729622556,6.12327603857276,0.074,0.922,0.294,0.726,8.45764193071872,20,4,11,2.82028582850242,1.41881532731127,0,0.0851505130962864
LIRCMOP7_BC,1,c1lr1000,1000,12,22,4200,4400,21.8752864166667,30.0478321666667,0.504,0.996,0.012,34.643033658532,20.1162222650998,36.3654520116683,0.008,0.894,0.034,0.992,2.28226356284256,20,1,0,3.51056551777386,3.49757453040859,0,0.183846884553058
LIRCMOP7_BC,1,lr0500,500,12,22,4200,4400,78.1010931666667,91.3525363333333,0.486,0.68,0.292,14.6465602072514,12.6255327529832,14.8861898606657,0.026,0.894,0.116,0.694,1.20743981717107,20,4,5,3.51056551777386,2.06012554200079,0,0.14024379479889
LIRCMOP7_BC,1,lr1000,1000,12,22,4200,4400,129.916908916667,145.1630505,0.502,0.696,0.308,12.0474325132367,13.869414881426,11.8314032838988,0.018,0.894,0.15,0.694,1.26791917021925,20,2,6,3.51056551777386,2.00733154231377,0,0.129937080410739
LIRCMOP7_BC,1,lr2000,2000,12,22,4200,4400,188.503399833333,202.545424458333,0.514,0.568,0.46,14.0409062373081,11.1035034848727,14.3891888902814,0.012,0.894,0.084,0.554,0.99077114630089,20,3,5,3.51056551777386,1.81013817091878,0,0.128361832392077
LIRCMOP7_BC,1,lr4000,4000,12,22,4200,4400,236.085596583333,243.361072958333,0.566,0.688,0.444,11.0823080214594,13.5041065319665,10.7951596522046,0.028,0.894,0.118,0.622,2.07230124347278,20,5,6,3.51056551777386,1.84700731406094,0,0.122040702416621
LIRCMOP7_BC,1,lrzero0200,200,12,22,4200,4400,60.7497540416667,76.7369052916667,0.544,0.388,0.7,16.5462227166495,10.0613456154885,17.3151231335657,0.012,0.894,0.2,0.344,0.971528532260593,20,2,11,3.51056551777386,2.0106821232335,0,0.107830923589663
LIRCMOP7_BC,1,lrzero0500,500,12,22,4200,4400,98.688629625,113.06453075,0.402,0.384,0.42,9.428706921587,14.0352659296346,8.8825153613487,0.022,0.894,0.122,0.482,1.59792201609659,20,6,16,3.51056551777386,1.99067271247966,0,0.102087531559987
LIRCMOP7_BC,1,lrzero1000,1000,12,22,4200,4400,116.449756333333,130.520943375,0.49,0.54,0.44,19.8896354148149,14.135583709777,20.5718831561281,0.022,0.894,0.226,0.55,1.54089879375591,20,4,8,3.51056551777386,1.94335108384291,0,0.10718775494591
LIRCMOP7_BC,1,lrzero2000,2000,12,22,4200,4400,107.29041875,112.686034666667,0.562,0.544,0.58,9.0329515322771,7.245160236566,9.24492678657842,0.006,0.894,0.098,0.482,1.6178568981932,20,4,14,3.51056551777386,1.88598909175867,0,0.0973621804316099
LIRCMOP7_BC,1,lrzero4000,4000,12,22,4200,4400,313.958770916667,327.347528833333,0.552,0.632,0.472,8.72889597982469,9.7882240035818,8.60329332823828,0.014,0.894,0.156,0.58,1.47997549378883,20,4,13,3.51056551777386,2.03169544813211,0,0.0907901397837435
LIRCMOP7_BC,1,m0_control,200,12,22,4200,4400,8.630351875,11.2529678333333,0.5,1,0,32.5350708623052,26.2338046569948,33.2822008598029,0.01,0.894,0,1,11.3321335790777,20,0,0,3.51056551777386,3.49757453040859,0,0.224589232841013
LIRCMOP7_BC,1,mis1000,1000,12,22,4200,4400,116.173144166667,130.640566666667,0.596,0.804,0.388,12.6518226182142,9.74367788518149,12.9966361995358,0.024,0.894,0.08,0.708,1.69989973901516,20,3,5,3.51056551777386,1.98801381719734,0,0.144117866928523
LIRCMOP7_BC,1,mis2000,2000,12,22,4200,4400,183.837899083333,197.886798416667,0.614,0.832,0.396,11.1370927765528,12.9013593100731,10.9279068117283,0.02,0.894,0.138,0.718,1.87896958467705,20,2,8,3.51056551777386,2.03372333178247,0,0.131857625843593
LIRCMOP7_BC,1,miszero1000,1000,12,22,4200,4400,93.6068789166667,104.532264208333,0.646,0.78,0.512,10.3325662210475,6.03433394445413,10.8422000256547,0.066,0.894,0.146,0.634,1.55458724737815,20,2,6,3.51056551777386,1.88162342988264,0,0.10903532887948
LIRCMOP7_BC,1,miszero2000,2000,12,22,4200,4400,100.001918708333,106.235056791667,0.586,0.62,0.552,15.169157318097,14.9445246097698,15.1957916213215,0.01,0.894,0.114,0.534,1.86733275558902,20,2,10,3.51056551777386,2.01064336216544,0,0.106664889331852
LIRCMOP7_BC,1,miszero4000,4000,12,22,4200,4400,165.81918,169.915227125,0.514,0.708,0.32,11.0888275128206,11.7712389043813,11.0079152001747,0.028,0.894,0.09,0.694,2.82328083521776,20,2,8,3.51056551777386,1.83311989282606,0,0.10330161962257
LIRCMOP7_BC,1,u0200,200,12,22,4200,4400,13.5684909583333,18.15142625,0.5,1,0,32.5350708623052,26.2338046569948,33.2822008598029,0.01,0.894,0,1,11.3321335790777,20,0,0,3.51056551777386,3.49757453040859,0,0.224589232841013
LIRCMOP7_BC,1,u1000,1000,12,22,4200,4400,107.083656833333,120.616925291667,0.48,0.196,0.764,29.3096112123014,23.229651783637,30.030501256416,0.012,0.894,0.194,0.216,1.09831739960939,20,3,14,3.51056551777386,1.98548289596432,0,0.117030877380766
LIRCMOP7_BC,1,u4000,4000,12,22,4200,4400,189.237281541667,195.194662541667,0.578,0.768,0.388,18.0902757369956,15.9598290254686,18.3428790383623,0.03,0.894,0.102,0.69,1.22401764153221,20,4,7,3.51056551777386,3.48917640498183,0,0.144210691957134
LIRCMOP7_BC,1,wide1000,1000,12,22,4200,4400,48.6488419166667,56.9479383333333,0.504,0.38,0.628,26.5133410521898,24.7579540145984,26.7214741908751,0.006,0.894,0.152,0.376,0.851904166793086,20,4,12,3.51056551777386,1.96325468773926,0,0.14488510423208
LIRCMOP7_BC,1,zero1000,1000,12,22,4200,4400,127.999723666667,142.947889958333,0.63,0.26,1,21.5256867923986,12.9288502358134,22.5449985093986,0.022,0.894,0.13,0.13,1.22031027840014,20,1,11,3.51056551777386,2.05510473673909,0,0.106735186812242
LIRCMOP7_BC,2,lrzero0200,200,10,19,3600,3800,22.33881975,30.318824875,0.482,0.072,0.892,20.0977738442871,8.50650578439075,21.2722195067435,0.016,0.908,0.09,0.09,0.787555273045947,20,3,12,3.51974123046357,1.92155754589902,0,0.109749444926241
LIRCMOP7_BC,2,lrzero0500,500,10,19,3600,3800,50.53459275,58.0865287083333,0.582,0.352,0.812,19.1747547464206,7.86615122975855,20.320560389078,0.01,0.908,0.044,0.27,1.00125781854428,20,3,9,3.51974123046357,2.8030894495567,0,0.108162072522424
LIRCMOP7_BC,2,lrzero1000,1000,10,19,3600,3800,106.229706708333,114.725749583333,0.656,0.68,0.632,17.7476776328806,15.3641500639162,17.9891804262118,0.04,0.908,0.09,0.524,3.96330053537586,20,3,8,3.51974123046357,2.59663622631394,0,0.112631060627001
LIRCMOP7_BC,2,lrzero2000,2000,10,19,3600,3800,62.1254744583333,64.697772625,0.418,0.508,0.328,30.7243520573114,16.084640303419,32.2076708693798,0,0.908,0.106,0.59,2.66337477456757,20,1,6,3.51974123046357,2.8030894495567,0,0.114789224809861
LIRCMOP7_BC,2,lrzero4000,4000,10,19,3600,3800,200.106036791667,205.374629916667,0.546,0.588,0.504,27.32305534548,15.5671970368529,28.514177552962,0,0.908,0.092,0.542,6.92408915613924,20,2,8,3.51974123046357,1.96489926269686,0,0.101518788938721
LIRCMOP7_BC,3,lrzero0200,200,12,20,4000,4200,25.8634528333333,34.2177160833333,0.41,0,0.82,15.8367715020983,11.7717127769207,16.2985042303479,0.012,0.898,0.09,0.09,1.0096654434194,20,1,20,3.58216963764555,2.04363231652212,0,0.113878412506157
LIRCMOP7_BC,3,lrzero0500,500,12,20,4000,4200,51.967391875,62.1707005833333,0.444,0.552,0.336,16.151929457975,11.9781112143371,16.6260157172746,0.016,0.898,0.112,0.608,2.10290377227054,20,4,13,3.58216963764555,1.8298297311917,0,0.126530466220173
LIRCMOP7_BC,3,lrzero1000,1000,12,20,4000,4200,72.4695110416667,77.4149402083333,0.372,0.28,0.464,17.3705226843008,16.4608518908353,17.4738483200842,0.014,0.898,0.124,0.408,1.15362104055505,20,1,15,3.58216963764555,1.98790818762268,0,0.116010909100648
LIRCMOP7_BC,3,lrzero2000,2000,12,20,4000,4200,185.888921458333,194.219916125,0.502,0.356,0.648,12.0352949972317,7.61699251828441,12.5371511808093,0.022,0.898,0.098,0.354,0.974998039135123,20,2,15,3.58216963764555,2.5623878943287,0,0.10828274239258
LIRCMOP7_BC,3,lrzero4000,4000,12,20,4000,4200,226.811123583333,231.63317,0.526,0.432,0.62,12.1377701137576,7.08360545962384,12.711851176922,0.01,0.898,0.176,0.406,0.999533828833835,20,4,15,3.58216963764555,2.64834308749525,0,0.109614522067264
LIRCMOP8_BC,1,c1lr1000,1000,11,16,5000,5200,22.2029085833333,30.1067981666667,0.59,0.736,0.444,28.8751946641009,22.841896612079,29.4284665378671,0.012,0.916,0.002,0.646,1.73859654679763,20,0,0,1.93549144589322,1.84756093246522,0,0.168134814669968
LIRCMOP8_BC,1,lr0500,500,11,16,5000,5200,76.9681292083333,92.6581155,0.602,0.7,0.504,16.299096136025,10.2492321718359,16.8538871545751,0.016,0.916,0.146,0.598,0.972000077220097,20,4,7,1.93549144589322,1.84756093246522,0,0.17292063370352
LIRCMOP8_BC,1,lr1000,1000,11,16,5000,5200,127.964692333333,144.87769025,0.666,0.628,0.704,11.8218311865483,5.94651146930548,12.360615964112,0.028,0.916,0.268,0.462,0.658505004886183,20,7,12,1.93549144589322,1.77223835616383,0,0.159420313465795
LIRCMOP8_BC,1,lr2000,2000,11,16,5000,5200,188.651373041667,203.861799416667,0.6,0.528,0.672,10.7546378520836,5.18868659686232,11.2650525960122,0.026,0.916,0.202,0.428,0.739773865186976,20,4,12,1.93549144589322,1.84756093246522,0,0.148216860844763
LIRCMOP8_BC,1,lr4000,4000,11,16,5000,5200,229.402144333333,237.809415708333,0.604,0.58,0.628,7.00982985746474,3.25270210389795,7.3543699571368,0.048,0.916,0.196,0.476,0.774527508278868,20,4,9,1.93549144589322,1.84756093246522,0,0.137371957177042
LIRCMOP8_BC,1,lrzero0200,200,11,16,5000,5200,59.5272875833333,76.6900815416667,0.35,0.06,0.64,11.2399916573742,5.33898862575468,11.7811316733743,0.06,0.916,0.186,0.21,0.908865249381189,20,4,18,1.93549144589322,1.83769774163846,0,0.115416321081041
LIRCMOP8_BC,1,lrzero0500,500,11,16,5000,5200,97.6384952916667,114.438444,0.532,0.292,0.772,6.762236475093,4.54632222894367,6.96544258500189,0.034,0.916,0.26,0.26,0.702836571250599,20,6,20,1.93549144589322,1.78429265390312,0,0.104950066731565
