arm,problem,reset,updates,deduplicatedRows,fractionDirectionsChanged,realMinusFakeScore,realMinusWrongDirectionScore,correctDirectionPreference,realMinusFlippedSideScore,correctSidePreference,realMinusNearbyDirectionScore,realMinusModerateDirectionScore,nearbyDirectionChangeDegrees,moderateDirectionChangeDegrees,farDirectionChangeDegrees
stable_no_side,LIRCMOP7_BC,0,0,190,1,0.368464603549556,-1.9968887082056,0.252631578947368,NaN,NaN,-0.00348976348575793,-0.0907591487232007,0.958614537685295,4.7465620966179,47.7261883135319
stable_no_side,LIRCMOP7_BC,0,10000,190,1,0.370153242035916,-1.59850763160931,0.336842105263158,NaN,NaN,-0.00319468975067139,-0.0751431487108532,0.958614537685295,4.7465620966179,47.7261883135319
stable_no_side,LIRCMOP7_BC,1,10000,190,1,0.315322191307419,-1.36034533687328,0.452631578947368,NaN,NaN,-0.00712047007523085,-0.0460214242339134,0.958614537685295,4.7465620966179,47.7261883135319
stable_no_side,LIRCMOP7_BC,2,10000,190,1,0.369881507597472,-1.81758928110725,0.273684210526316,NaN,NaN,-0.0134579846733495,-0.126958738502703,0.958614537685295,4.7465620966179,47.7261883135319
stable_no_side,LIRCMOP7_BC,3,10000,190,1,0.375229565250246,-1.54626364723632,0.342105263157895,NaN,NaN,-0.00895311926540576,-0.0638900898004833,0.958614537685295,4.7465620966179,47.7261883135319
stable_no_side,LIRCMOP8_BC,0,0,192,1,0.381120609740416,-2.81596350545684,0.40625,NaN,NaN,-0.0169674927989642,-0.0917908574144046,0.836308696539567,4.65793879218572,50.4425742272657
stable_no_side,LIRCMOP8_BC,0,10000,192,1,0.326516225934029,-1.7458119392395,0.369791666666667,NaN,NaN,-0.00764566163221995,-0.0437068442503611,0.836308696539567,4.65793879218572,50.4425742272657
stable_no_side,LIRCMOP8_BC,1,10000,192,1,0.455094400017212,-2.41567777205879,0.161458333333333,NaN,NaN,-0.0146981664001942,-0.0945344852904479,0.836308696539567,4.65793879218572,50.4425742272657
stable_no_side,LIRCMOP8_BC,2,10000,192,1,0.243870007495085,-2.29954521295925,0.364583333333333,NaN,NaN,-0.0133833860357602,-0.0662581870953242,0.836308696539567,4.65793879218572,50.4425742272657
stable_no_side,LIRCMOP8_BC,3,10000,192,1,0.469621020058791,-3.00049427896738,0.0625,NaN,NaN,-0.0189064517617226,-0.0846306309103966,0.836308696539567,4.65793879218572,50.4425742272657
