problem,epoch,run,poolFE,useFE,guidedCount,constrainedPopulationCount,unconstrainedPopulationCount,rawVisibleCount,rawOutsideView,viewLower1,viewUpper1,viewLower2,viewUpper2,viewLower3,viewUpper3,file
LIRCMOP7_BC,400,2,2800,2900,20,100,100,500,0,0,39.7627143654747,0,89.0989746468207,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP7_BC/epoch_0400/LIRCMOP7_BC_epoch0400_run02.png
LIRCMOP7_BC,600,1,2800,2900,20,100,100,500,0,1.35524061400809,14.3758511295116,0.415371823012718,18.229890918072,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP7_BC/epoch_0600/LIRCMOP7_BC_epoch0600_run01.png
LIRCMOP7_BC,600,2,2800,2900,20,100,100,500,0,0,39.7627143654747,0,89.0967313619292,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP7_BC/epoch_0600/LIRCMOP7_BC_epoch0600_run02.png
LIRCMOP7_BC,800,1,2800,2900,20,100,100,500,0,1.35524061400809,14.3758511295116,0.415371823012718,18.229890918072,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP7_BC/epoch_0800/LIRCMOP7_BC_epoch0800_run01.png
LIRCMOP7_BC,800,2,2800,2900,20,100,100,500,0,0,39.7627143654747,0,89.1146603034999,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP7_BC/epoch_0800/LIRCMOP7_BC_epoch0800_run02.png
LIRCMOP7_BC,1000,1,2800,2900,20,100,100,500,0,1.35524061400809,14.3758511295116,0.415371823012718,18.229890918072,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP7_BC/epoch_1000/LIRCMOP7_BC_epoch1000_run01.png
LIRCMOP7_BC,1000,2,2800,2900,20,100,100,500,0,0,39.7627143654747,0,89.1119825211559,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP7_BC/epoch_1000/LIRCMOP7_BC_epoch1000_run02.png
LIRCMOP7_BC,1200,1,2800,2900,20,100,100,499,1,1.35524061400809,14.3758511295116,0.415371823012718,18.229890918072,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP7_BC/epoch_1200/LIRCMOP7_BC_epoch1200_run01.png
LIRCMOP7_BC,1200,2,2800,2900,20,100,100,500,0,0,39.7627143654747,0,89.1010379141984,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP7_BC/epoch_1200/LIRCMOP7_BC_epoch1200_run02.png
LIRCMOP8_BC,400,1,3000,3100,20,100,100,500,0,1.18532677403158,25.3432357314159,0.732381428956994,19.5404789715426,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP8_BC/epoch_0400/LIRCMOP8_BC_epoch0400_run01.png
LIRCMOP8_BC,400,2,3400,3500,20,100,100,496,4,0.430703882335746,25.5535292755238,0.789407362124341,17.2603374365123,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP8_BC/epoch_0400/LIRCMOP8_BC_epoch0400_run02.png
LIRCMOP8_BC,600,1,3000,3100,20,100,100,500,0,1.18532677403158,25.3432357314159,0.732381428956994,19.5404789715426,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP8_BC/epoch_0600/LIRCMOP8_BC_epoch0600_run01.png
LIRCMOP8_BC,600,2,3400,3500,20,100,100,498,2,0.430703882335746,25.5535292755238,0.893654154541047,15.0711547957614,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP8_BC/epoch_0600/LIRCMOP8_BC_epoch0600_run02.png
LIRCMOP8_BC,800,1,3000,3100,20,100,100,500,0,1.18532677403158,25.3432357314159,0.732381428956994,19.5404789715426,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP8_BC/epoch_0800/LIRCMOP8_BC_epoch0800_run01.png
LIRCMOP8_BC,800,2,3400,3500,20,100,100,498,2,0.430703882335746,25.5535292755238,0.893654154541047,15.0711547957614,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP8_BC/epoch_0800/LIRCMOP8_BC_epoch0800_run02.png
LIRCMOP8_BC,1000,1,3000,3100,20,100,100,500,0,1.18532677403158,25.3432357314159,0.732381428956994,19.5404789715426,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP8_BC/epoch_1000/LIRCMOP8_BC_epoch1000_run01.png
LIRCMOP8_BC,1000,2,3400,3500,20,100,100,500,0,0.430703882335746,25.5535292755238,0.893654154541047,15.0711547957614,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP8_BC/epoch_1000/LIRCMOP8_BC_epoch1000_run02.png
LIRCMOP8_BC,1200,1,3000,3100,20,100,100,500,0,1.18532677403158,25.3432357314159,0.732381428956994,19.5404789715426,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP8_BC/epoch_1200/LIRCMOP8_BC_epoch1200_run01.png
LIRCMOP8_BC,1200,2,3400,3500,20,100,100,500,0,0.430703882335746,25.5535292755238,0.893654154541047,15.0711547957614,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP8_BC/epoch_1200/LIRCMOP8_BC_epoch1200_run02.png
LIRCMOP10_BC,400,1,4000,4100,20,100,100,491,9,0,24.2290850581704,0,14.6456942077035,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP10_BC/epoch_0400/LIRCMOP10_BC_epoch0400_run01.png
LIRCMOP10_BC,400,2,5000,5100,20,100,100,495,5,0,27.6104878138666,0,16.3375312548843,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP10_BC/epoch_0400/LIRCMOP10_BC_epoch0400_run02.png
LIRCMOP10_BC,600,1,4000,4100,20,100,100,495,5,0,24.7401083373064,0,9.67139832878395,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP10_BC/epoch_0600/LIRCMOP10_BC_epoch0600_run01.png
LIRCMOP10_BC,600,2,5000,5100,20,100,100,494,6,0,18.5869556295868,0,15.788257586455,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP10_BC/epoch_0600/LIRCMOP10_BC_epoch0600_run02.png
LIRCMOP10_BC,800,1,4000,4100,20,100,100,494,6,0,24.7740661267739,0,7.55880113380512,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP10_BC/epoch_0800/LIRCMOP10_BC_epoch0800_run01.png
LIRCMOP10_BC,800,2,5000,5100,20,100,100,493,7,0,16.7826593450699,0,12.2709546851518,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP10_BC/epoch_0800/LIRCMOP10_BC_epoch0800_run02.png
LIRCMOP10_BC,1000,1,4000,4100,20,100,100,494,6,0,26.1234680322679,0,6.44879928494703,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP10_BC/epoch_1000/LIRCMOP10_BC_epoch1000_run01.png
LIRCMOP10_BC,1000,2,5000,5100,20,100,100,493,7,0,19.4535573067008,0,8.5026703082041,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP10_BC/epoch_1000/LIRCMOP10_BC_epoch1000_run02.png
LIRCMOP10_BC,1200,1,4000,4100,20,100,100,495,5,0,26.8399533477227,0,6.51347587095514,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP10_BC/epoch_1200/LIRCMOP10_BC_epoch1200_run01.png
LIRCMOP10_BC,1200,2,5000,5100,20,100,100,495,5,0,20.8646591831197,0,6.75531746918525,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP10_BC/epoch_1200/LIRCMOP10_BC_epoch1200_run02.png
LIRCMOP12_BC,400,1,6000,6100,0,100,100,493,7,0,15.0537493649706,0,54.5892469707222,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP12_BC/epoch_0400/LIRCMOP12_BC_epoch0400_run01.png
LIRCMOP12_BC,400,2,8000,8100,17,100,100,495,5,0,10.5934735343918,0,54.0970406888342,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP12_BC/epoch_0400/LIRCMOP12_BC_epoch0400_run02.png
LIRCMOP12_BC,600,1,6000,6100,20,100,100,493,7,0,15.7668443716313,0,47.1103847745534,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP12_BC/epoch_0600/LIRCMOP12_BC_epoch0600_run01.png
LIRCMOP12_BC,600,2,8000,8100,20,100,100,495,5,0,9.57290800257128,0,42.4183344654334,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP12_BC/epoch_0600/LIRCMOP12_BC_epoch0600_run02.png
LIRCMOP12_BC,800,1,6000,6100,20,100,100,494,6,0,14.4512228465064,0,41.2555698796818,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP12_BC/epoch_0800/LIRCMOP12_BC_epoch0800_run01.png
LIRCMOP12_BC,800,2,8000,8100,20,100,100,493,7,0,9.06925669355957,0,34.3883420120071,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP12_BC/epoch_0800/LIRCMOP12_BC_epoch0800_run02.png
LIRCMOP12_BC,1000,1,6000,6100,20,100,100,494,6,0,13.7283459769922,0,36.0591130146839,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP12_BC/epoch_1000/LIRCMOP12_BC_epoch1000_run01.png
LIRCMOP12_BC,1000,2,8000,8100,20,100,100,494,6,0,10.121334168255,0,28.153409727294,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP12_BC/epoch_1000/LIRCMOP12_BC_epoch1000_run02.png
LIRCMOP12_BC,1200,1,6000,6100,20,100,100,493,7,0,13.4117426796697,0,30.1108711199858,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP12_BC/epoch_1200/LIRCMOP12_BC_epoch1200_run01.png
LIRCMOP12_BC,1200,2,8000,8100,20,100,100,497,3,0,11.3743058951023,0,26.3918230472756,NaN,NaN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP12_BC/epoch_1200/LIRCMOP12_BC_epoch1200_run02.png
LIRCMOP14_BC,400,1,3200,3300,20,100,100,486,14,0,8.9136663384252,0,6.54559447156806,0,6.87279923861799,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP14_BC/epoch_0400/LIRCMOP14_BC_epoch0400_run01.png
LIRCMOP14_BC,400,2,3600,3700,20,100,100,490,10,0,4.95972485826027,0,6.2295252066,0,8.21858977113838,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP14_BC/epoch_0400/LIRCMOP14_BC_epoch0400_run02.png
LIRCMOP14_BC,600,1,3200,3300,20,100,100,486,14,0,8.24944943886835,0,8.28918339499475,0,10.0927691587551,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP14_BC/epoch_0600/LIRCMOP14_BC_epoch0600_run01.png
LIRCMOP14_BC,600,2,3600,3700,20,100,100,489,11,0,4.71633507687611,0,6.8079695469195,0,8.40460358817718,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP14_BC/epoch_0600/LIRCMOP14_BC_epoch0600_run02.png
LIRCMOP14_BC,800,1,3200,3300,20,100,100,489,11,0,6.18062361286629,0,7.16878418432365,0,7.84484726224516,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP14_BC/epoch_0800/LIRCMOP14_BC_epoch0800_run01.png
LIRCMOP14_BC,800,2,3600,3700,20,100,100,489,11,0,8.88540067529108,0,7.7334460300129,0,8.50400499855674,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP14_BC/epoch_0800/LIRCMOP14_BC_epoch0800_run02.png
LIRCMOP14_BC,1000,1,3200,3300,20,100,100,492,8,0,4.61551920810516,0,6.45564664733353,0,5.94982616221313,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP14_BC/epoch_1000/LIRCMOP14_BC_epoch1000_run01.png
LIRCMOP14_BC,1000,2,3600,3700,20,100,100,487,13,0,7.77424001741511,0,7.46060238376326,0,5.04590265993588,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP14_BC/epoch_1000/LIRCMOP14_BC_epoch1000_run02.png
LIRCMOP14_BC,1200,1,3200,3300,20,100,100,494,6,0,4.4275808993132,0,4.99054069712808,0,5.94982616221313,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP14_BC/epoch_1200/LIRCMOP14_BC_epoch1200_run01.png
LIRCMOP14_BC,1200,2,3600,3700,20,100,100,490,10,0,7.06813603399707,0,6.35355620708484,0,4.89299212561731,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_PairGuide_first_use_epoch_v4_20260901/figures/LIRCMOP14_BC/epoch_1200/LIRCMOP14_BC_epoch1200_run02.png
