problem,calibratorVariant,baseVariant,compareVariant,metric,pairCount,baseMedian,compareMedian,medianDiff,signrankP
DASCMOP1_BC,raw,Full,UncertainOnly,meanDB,5,0.000863302150223209,0.000794878855050046,5.13799600910214e-05,0.0625
DASCMOP1_BC,raw,Full,HighProbBoundary,medianDB,5,0.00102653955421772,0.000871455566130012,0.000154797034864192,0.0625
DASCMOP1_BC,raw,Full,ParetoOnly,medianDB,5,0.00102653955421772,0.00102653955421772,0,1
DASCMOP1_BC,raw,Full,RandBoundary,medianDB,5,0.00102653955421772,0.00088775417108024,0.000136846312917758,0.0625
DASCMOP1_BC,raw,Full,UncertainOnly,medianDB,5,0.00102653955421772,0.000889332917935396,0.00013183257790401,0.0625
DASCMOP1_BC,raw,Full,HighProbBoundary,rhoUtilityNegDB,5,0.240337516740546,0.0932429830654996,0.13738433062187,0.0625
DASCMOP1_BC,raw,Full,ParetoOnly,rhoUtilityNegDB,5,0.240337516740546,0.240337516740546,0,1
DASCMOP1_BC,raw,Full,RandBoundary,rhoUtilityNegDB,5,0.240337516740546,-0.0162373410311017,0.256574857771648,0.0625
DASCMOP1_BC,raw,Full,UncertainOnly,rhoUtilityNegDB,5,0.240337516740546,-0.0632160719892048,0.308073194392806,0.0625
DASCMOP1_BC,temperature,Full,HighProbBoundary,QPTau,5,1,1,0,1
DASCMOP1_BC,temperature,Full,ParetoOnly,QPTau,5,1,1,0,1
DASCMOP1_BC,temperature,Full,RandBoundary,QPTau,5,1,1,0,1
DASCMOP1_BC,temperature,Full,UncertainOnly,QPTau,5,1,1,0,1
DASCMOP1_BC,temperature,Full,HighProbBoundary,meanDB,5,0.000863302150223209,0.000745453506936717,0.000118223546100196,0.0625
DASCMOP1_BC,temperature,Full,ParetoOnly,meanDB,5,0.000863302150223209,0.000863302150223209,0,1
DASCMOP1_BC,temperature,Full,RandBoundary,meanDB,5,0.000863302150223209,0.000775809528324564,9.01530426422984e-05,0.0625
DASCMOP1_BC,temperature,Full,UncertainOnly,meanDB,5,0.000863302150223209,0.000796040567650798,5.17401621574463e-05,0.0625
DASCMOP1_BC,temperature,Full,HighProbBoundary,medianDB,5,0.00102653955421772,0.000871301918187187,0.000151980162971765,0.0625
DASCMOP1_BC,temperature,Full,ParetoOnly,medianDB,5,0.00102653955421772,0.00102653955421772,0,1
DASCMOP1_BC,temperature,Full,RandBoundary,medianDB,5,0.00102653955421772,0.000889921441549664,0.000141400255948794,0.0625
DASCMOP1_BC,temperature,Full,UncertainOnly,medianDB,5,0.00102653955421772,0.00088922704629328,0.000131026764260695,0.0625
DASCMOP1_BC,temperature,Full,HighProbBoundary,rhoUtilityNegDB,5,0.240337516740546,0.10774309286783,0.130747881341939,0.0625
DASCMOP1_BC,temperature,Full,ParetoOnly,rhoUtilityNegDB,5,0.240337516740546,0.240337516740546,0,1
DASCMOP1_BC,temperature,Full,RandBoundary,rhoUtilityNegDB,5,0.240337516740546,-0.00435506712975295,0.243022152012318,0.0625
DASCMOP1_BC,temperature,Full,UncertainOnly,rhoUtilityNegDB,5,0.240337516740546,-0.0613040268470502,0.314249587874723,0.0625
DASCMOP2_BC,auto,Full,HighProbBoundary,QPTau,5,1,1,0,1
DASCMOP2_BC,auto,Full,ParetoOnly,QPTau,5,1,1,0,1
DASCMOP2_BC,auto,Full,RandBoundary,QPTau,5,1,1,0,1
DASCMOP2_BC,auto,Full,UncertainOnly,QPTau,5,1,1,0,1
DASCMOP2_BC,auto,Full,HighProbBoundary,meanDB,5,0.000869392050943701,0.00121803382092913,-0.000346179023832582,0.0625
DASCMOP2_BC,auto,Full,ParetoOnly,meanDB,5,0.000869392050943701,0.000869392050943701,0,1
DASCMOP2_BC,auto,Full,RandBoundary,meanDB,5,0.000869392050943701,0.000973537164010581,-0.000112445602617553,0.0625
DASCMOP2_BC,auto,Full,UncertainOnly,meanDB,5,0.000869392050943701,0.000976294341396733,-0.000106902290453032,0.0625
DASCMOP2_BC,auto,Full,HighProbBoundary,medianDB,5,0.000732505797890585,0.00107235080113544,-0.000371596035205771,0.0625
DASCMOP2_BC,auto,Full,ParetoOnly,medianDB,5,0.000732505797890585,0.000732505797890585,0,1
DASCMOP2_BC,auto,Full,RandBoundary,medianDB,5,0.000732505797890585,0.000879528603268299,-0.000160094463141824,0.0625
DASCMOP2_BC,auto,Full,UncertainOnly,medianDB,5,0.000732505797890585,0.000896140152649451,-0.000199256518225834,0.0625
DASCMOP2_BC,auto,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.176454790901071,-0.174065372396826,0.0091245224923277,0.625
DASCMOP2_BC,auto,Full,ParetoOnly,rhoUtilityNegDB,5,-0.176454790901071,-0.176454790901071,0,1
DASCMOP2_BC,auto,Full,RandBoundary,rhoUtilityNegDB,5,-0.176454790901071,-0.0426784484112417,-0.143133853553436,0.0625
DASCMOP2_BC,auto,Full,UncertainOnly,rhoUtilityNegDB,5,-0.176454790901071,0.166955663649385,-0.343410454550456,0.0625
DASCMOP2_BC,beta,Full,HighProbBoundary,QPTau,5,1,1,0,1
DASCMOP2_BC,beta,Full,ParetoOnly,QPTau,5,1,1,0,1
DASCMOP2_BC,beta,Full,RandBoundary,QPTau,5,1,1,0,1
DASCMOP2_BC,beta,Full,UncertainOnly,QPTau,5,1,1,0,1
DASCMOP2_BC,beta,Full,HighProbBoundary,meanDB,5,0.000869392050943701,0.00127151078037734,-0.000401242540429642,0.0625
DASCMOP2_BC,beta,Full,ParetoOnly,meanDB,5,0.000869392050943701,0.000869392050943701,0,1
DASCMOP2_BC,beta,Full,RandBoundary,meanDB,5,0.000869392050943701,0.000963963394320388,-0.000110471289906521,0.0625
DASCMOP2_BC,beta,Full,UncertainOnly,meanDB,5,0.000869392050943701,0.00126328520131615,-0.000382448616016476,0.0625
DASCMOP2_BC,beta,Full,HighProbBoundary,medianDB,5,0.000732505797890585,0.00120526503645037,-0.000453886275130987,0.0625
DASCMOP2_BC,beta,Full,ParetoOnly,medianDB,5,0.000732505797890585,0.000732505797890585,0,1
DASCMOP2_BC,beta,Full,RandBoundary,medianDB,5,0.000732505797890585,0.000872748567004845,-0.000157251828090657,0.0625
DASCMOP2_BC,beta,Full,UncertainOnly,medianDB,5,0.000732505797890585,0.00118428788977287,-0.000435216931391619,0.0625
DASCMOP2_BC,beta,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.179553043163792,-0.134533959829098,-0.0613341926657053,0.0625
DASCMOP2_BC,beta,Full,ParetoOnly,rhoUtilityNegDB,5,-0.179553043163792,-0.179553043163792,0,1
DASCMOP2_BC,beta,Full,RandBoundary,rhoUtilityNegDB,5,-0.179553043163792,-0.0171971511480855,-0.144826455966494,0.0625
DASCMOP2_BC,beta,Full,UncertainOnly,rhoUtilityNegDB,5,-0.179553043163792,-0.091274316253641,-0.0776339893486844,0.0625
DASCMOP2_BC,raw,Full,HighProbBoundary,QPTau,5,1,1,0,1
DASCMOP2_BC,raw,Full,ParetoOnly,QPTau,5,1,1,0,1
DASCMOP2_BC,raw,Full,RandBoundary,QPTau,5,1,1,0,1
DASCMOP2_BC,raw,Full,UncertainOnly,QPTau,5,1,1,0,1
DASCMOP2_BC,raw,Full,HighProbBoundary,meanDB,5,0.000863261576139552,0.00127035485105024,-0.000472186402682598,0.0625
DASCMOP2_BC,raw,Full,ParetoOnly,meanDB,5,0.000863261576139552,0.000863261576139552,0,1
DASCMOP2_BC,raw,Full,RandBoundary,meanDB,5,0.000863261576139552,0.000964925261450459,-0.000120530521765283,0.0625
DASCMOP2_BC,raw,Full,UncertainOnly,meanDB,5,0.000863261576139552,0.00074923432011273,9.52715692660394e-05,0.0625
DASCMOP2_BC,raw,Full,HighProbBoundary,medianDB,5,0.000729125286597163,0.00121196785907343,-0.000600499921703589,0.0625
DASCMOP2_BC,raw,Full,ParetoOnly,medianDB,5,0.000729125286597163,0.000729125286597163,0,1
DASCMOP2_BC,raw,Full,RandBoundary,medianDB,5,0.000729125286597163,0.000881938696414895,-0.000159320481619097,0.0625
DASCMOP2_BC,raw,Full,UncertainOnly,medianDB,5,0.000729125286597163,0.00072858763766844,-1.99209494972921e-06,0.625
DASCMOP2_BC,raw,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.176454790901071,-0.380679593656287,0.221608828304552,0.0625
DASCMOP2_BC,raw,Full,ParetoOnly,rhoUtilityNegDB,5,-0.176454790901071,-0.176454790901071,0,1
DASCMOP2_BC,raw,Full,RandBoundary,rhoUtilityNegDB,5,-0.176454790901071,-0.0432403519364347,-0.143859854477025,0.0625
DASCMOP2_BC,raw,Full,UncertainOnly,rhoUtilityNegDB,5,-0.176454790901071,-0.041998852718862,-0.150455542358911,0.0625
DASCMOP2_BC,temperature,Full,HighProbBoundary,QPTau,5,1,1,0,1
DASCMOP2_BC,temperature,Full,ParetoOnly,QPTau,5,1,1,0,1
DASCMOP2_BC,temperature,Full,RandBoundary,QPTau,5,1,1,0,1
DASCMOP2_BC,temperature,Full,UncertainOnly,QPTau,5,1,1,0,1
DASCMOP2_BC,temperature,Full,HighProbBoundary,meanDB,5,0.000863261576139552,0.00127081225416862,-0.000472643805800977,0.0625
DASCMOP2_BC,temperature,Full,ParetoOnly,meanDB,5,0.000863261576139552,0.000863261576139552,0,1
DASCMOP2_BC,temperature,Full,RandBoundary,meanDB,5,0.000863261576139552,0.000973874195984767,-0.000125402487456703,0.0625
DASCMOP2_BC,temperature,Full,UncertainOnly,meanDB,5,0.000863261576139552,0.000749976948179157,9.57512030123293e-05,0.0625
DASCMOP2_BC,temperature,Full,HighProbBoundary,medianDB,5,0.000729125286597163,0.00121347369003915,-0.000602005752669309,0.0625
DASCMOP2_BC,temperature,Full,ParetoOnly,medianDB,5,0.000729125286597163,0.000729125286597163,0,1
DASCMOP2_BC,temperature,Full,RandBoundary,medianDB,5,0.000729125286597163,0.0008819531861537,-0.000162890006698577,0.0625
DASCMOP2_BC,temperature,Full,UncertainOnly,medianDB,5,0.000729125286597163,0.00072858763766844,3.18561333236857e-09,0.8125
DASCMOP2_BC,temperature,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.176454790901071,-0.38054795688789,0.221477191536155,0.0625
DASCMOP2_BC,temperature,Full,ParetoOnly,rhoUtilityNegDB,5,-0.176454790901071,-0.176454790901071,0,1
DASCMOP2_BC,temperature,Full,RandBoundary,rhoUtilityNegDB,5,-0.176454790901071,-0.030802651854821,-0.154141497268229,0.0625
DASCMOP2_BC,temperature,Full,UncertainOnly,rhoUtilityNegDB,5,-0.176454790901071,-0.0400574292991546,-0.151243412639877,0.0625
DASCMOP3_BC,auto,Full,HighProbBoundary,QPTau,5,1,1,0,1
DASCMOP3_BC,auto,Full,ParetoOnly,QPTau,5,1,1,0,1
DASCMOP3_BC,auto,Full,RandBoundary,QPTau,5,1,1,0,1
DASCMOP3_BC,auto,Full,UncertainOnly,QPTau,5,1,1,0,1
DASCMOP3_BC,auto,Full,HighProbBoundary,meanDB,5,0.000505342967901098,0.000506339290443547,-9.96322542448874e-07,0.3125
DASCMOP3_BC,auto,Full,ParetoOnly,meanDB,5,0.000505342967901098,0.000505342967901098,0,1
DASCMOP3_BC,auto,Full,RandBoundary,meanDB,5,0.000505342967901098,0.000504586153094517,-6.38792291519897e-07,0.625
DASCMOP3_BC,auto,Full,UncertainOnly,meanDB,5,0.000505342967901098,0.000506388291744972,-5.42820157331504e-07,0.8125
DASCMOP3_BC,auto,Full,HighProbBoundary,medianDB,5,0.000498875012954422,0.000498339789065588,-5.57667292421882e-07,0.25
DASCMOP3_BC,auto,Full,ParetoOnly,medianDB,5,0.000498875012954422,0.000498875012954422,0,1
DASCMOP3_BC,auto,Full,RandBoundary,medianDB,5,0.000498875012954422,0.000500713033825349,-1.82282010612885e-06,0.625
DASCMOP3_BC,auto,Full,UncertainOnly,medianDB,5,0.000498875012954422,0.000497850943702827,0,1
DASCMOP3_BC,auto,Full,HighProbBoundary,rhoUtilityNegDB,5,0.00131078120219432,-0.148418946204528,0.13489687378842,0.0625
DASCMOP3_BC,auto,Full,ParetoOnly,rhoUtilityNegDB,5,0.00131078120219432,0.00131078120219432,0,1
DASCMOP3_BC,auto,Full,RandBoundary,rhoUtilityNegDB,5,0.00131078120219432,-0.00742990450408059,-0.00568367135101661,0.8125
DASCMOP3_BC,auto,Full,UncertainOnly,rhoUtilityNegDB,5,0.00131078120219432,-0.0913623801561517,0.0998921026461487,0.0625
DASCMOP3_BC,beta,Full,HighProbBoundary,QPTau,5,1,1,0,1
DASCMOP3_BC,beta,Full,ParetoOnly,QPTau,5,1,1,0,1
DASCMOP3_BC,beta,Full,RandBoundary,QPTau,5,1,1,0,1
DASCMOP3_BC,beta,Full,UncertainOnly,QPTau,5,1,1,0,1
DASCMOP3_BC,beta,Full,HighProbBoundary,meanDB,5,0.000513706940908674,0.000519160113695699,-1.89849214863593e-06,0.0625
DASCMOP3_BC,beta,Full,ParetoOnly,meanDB,5,0.000513706940908674,0.000513706940908674,0,1
DASCMOP3_BC,beta,Full,RandBoundary,meanDB,5,0.000513706940908674,0.000516019282557708,-3.19323349823352e-07,0.8125
DASCMOP3_BC,beta,Full,UncertainOnly,meanDB,5,0.000513706940908674,0.000519160113695699,-1.67696472916509e-06,0.0625
DASCMOP3_BC,beta,Full,HighProbBoundary,medianDB,5,0.000506116316649194,0.000507411134734592,-1.07955551247063e-06,0.625
DASCMOP3_BC,beta,Full,ParetoOnly,medianDB,5,0.000506116316649194,0.000506116316649194,0,1
DASCMOP3_BC,beta,Full,RandBoundary,medianDB,5,0.000506116316649194,0.00050577053433561,3.45782313583825e-07,0.625
DASCMOP3_BC,beta,Full,UncertainOnly,medianDB,5,0.000506116316649194,0.000506438507596946,-3.22190947751942e-07,0.8125
DASCMOP3_BC,beta,Full,HighProbBoundary,rhoUtilityNegDB,5,0.026662868608228,-0.164200801133866,0.156395289103581,0.0625
DASCMOP3_BC,beta,Full,ParetoOnly,rhoUtilityNegDB,5,0.026662868608228,0.026662868608228,0,1
DASCMOP3_BC,beta,Full,RandBoundary,rhoUtilityNegDB,5,0.026662868608228,-0.00454686651650995,0.03833147467129,0.3125
DASCMOP3_BC,beta,Full,UncertainOnly,rhoUtilityNegDB,5,0.026662868608228,-0.159177672863333,0.139717340545353,0.0625
DASCMOP3_BC,raw,Full,HighProbBoundary,QPTau,5,1,1,0,1
DASCMOP3_BC,raw,Full,ParetoOnly,QPTau,5,1,1,0,1
DASCMOP3_BC,raw,Full,RandBoundary,QPTau,5,1,1,0,1
DASCMOP3_BC,raw,Full,UncertainOnly,QPTau,5,1,1,0,1
DASCMOP3_BC,raw,Full,HighProbBoundary,meanDB,5,0.000519974040340121,0.000521500780607507,-1.33043814950758e-06,0.3125
DASCMOP3_BC,raw,Full,ParetoOnly,meanDB,5,0.000519974040340121,0.000519974040340121,0,1
DASCMOP3_BC,raw,Full,RandBoundary,meanDB,5,0.000519974040340121,0.000520795202733309,-3.58692640250384e-07,1
DASCMOP3_BC,raw,Full,UncertainOnly,meanDB,5,0.000519974040340121,0.000518880617298488,1.0934230416336e-06,0.0625
DASCMOP3_BC,raw,Full,HighProbBoundary,medianDB,5,0.000512444473985636,0.000513068055127781,-6.23581142144224e-07,0.3125
DASCMOP3_BC,raw,Full,ParetoOnly,medianDB,5,0.000512444473985636,0.000512444473985636,0,1
DASCMOP3_BC,raw,Full,RandBoundary,medianDB,5,0.000512444473985636,0.000512479570927154,-3.50969415175394e-08,1
DASCMOP3_BC,raw,Full,UncertainOnly,medianDB,5,0.000512444473985636,0.000511817101840556,4.7522524254922e-07,0.125
DASCMOP3_BC,raw,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.0109006009647499,-0.107924812109898,0.0982622123358587,0.125
DASCMOP3_BC,raw,Full,ParetoOnly,rhoUtilityNegDB,5,-0.0109006009647499,-0.0109006009647499,0,1
DASCMOP3_BC,raw,Full,RandBoundary,rhoUtilityNegDB,5,-0.0109006009647499,0.00169826039580219,-0.0238373526219218,0.8125
DASCMOP3_BC,raw,Full,UncertainOnly,rhoUtilityNegDB,5,-0.0109006009647499,0.10526182450584,-0.0686348219798747,0.0625
DASCMOP3_BC,temperature,Full,HighProbBoundary,QPTau,5,1,1,0,1
DASCMOP3_BC,temperature,Full,ParetoOnly,QPTau,5,1,1,0,1
DASCMOP3_BC,temperature,Full,RandBoundary,QPTau,5,1,1,0,1
DASCMOP3_BC,temperature,Full,UncertainOnly,QPTau,5,1,1,0,1
DASCMOP3_BC,temperature,Full,HighProbBoundary,meanDB,5,0.000520454062595682,0.000523356751360162,-1.33043814950747e-06,0.3125
DASCMOP3_BC,temperature,Full,ParetoOnly,meanDB,5,0.000520454062595682,0.000520454062595682,0,1
DASCMOP3_BC,temperature,Full,RandBoundary,meanDB,5,0.000520454062595682,0.000521197691549429,-6.98879004676811e-07,0.625
DASCMOP3_BC,temperature,Full,UncertainOnly,meanDB,5,0.000520454062595682,0.000520149151132923,1.0934230416336e-06,0.0625
DASCMOP3_BC,temperature,Full,HighProbBoundary,medianDB,5,0.000512444473985636,0.000513068055127781,-6.23581142144224e-07,0.3125
DASCMOP3_BC,temperature,Full,ParetoOnly,medianDB,5,0.000512444473985636,0.000512444473985636,0,1
DASCMOP3_BC,temperature,Full,RandBoundary,medianDB,5,0.000512444473985636,0.000512427332344447,-3.41815623284246e-07,0.8125
DASCMOP3_BC,temperature,Full,UncertainOnly,medianDB,5,0.000512444473985636,0.000511817101840556,6.27372145080925e-07,0.125
DASCMOP3_BC,temperature,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.0109006009647499,-0.108185247440568,0.0979009954466006,0.125
DASCMOP3_BC,temperature,Full,ParetoOnly,rhoUtilityNegDB,5,-0.0109006009647499,-0.0109006009647499,0,1
DASCMOP3_BC,temperature,Full,RandBoundary,rhoUtilityNegDB,5,-0.0109006009647499,-0.000966514500284388,0.0102725592314045,0.625
DASCMOP3_BC,temperature,Full,UncertainOnly,rhoUtilityNegDB,5,-0.0109006009647499,0.106523436772039,-0.0686861218864882,0.0625
DASCMOP4_BC,auto,Full,HighProbBoundary,QPTau,5,0.0959023539668701,0.106073815751235,0.00362056480811007,0.625
DASCMOP4_BC,auto,Full,ParetoOnly,QPTau,5,0.0959023539668701,0.0959023539668701,0,1
DASCMOP4_BC,auto,Full,RandBoundary,QPTau,5,0.0959023539668701,0.104911362975879,-0.00466355762824783,0.0625
DASCMOP4_BC,auto,Full,UncertainOnly,QPTau,5,0.0959023539668701,0.105783202557396,0.00362056480811007,0.4375
DASCMOP4_BC,auto,Full,HighProbBoundary,meanDB,5,0.660766212371617,0.666851638475874,-0.00597766954276013,0.8125
DASCMOP4_BC,auto,Full,ParetoOnly,meanDB,5,0.660766212371617,0.660766212371617,0,1
DASCMOP4_BC,auto,Full,RandBoundary,meanDB,5,0.660766212371617,0.652712870062924,0.00459856627526301,0.0625
DASCMOP4_BC,auto,Full,UncertainOnly,meanDB,5,0.660766212371617,0.666851638475874,-0.00597766954276013,0.625
DASCMOP4_BC,auto,Full,HighProbBoundary,medianDB,5,0.682686753663938,0.698025324216996,-0.00619782963240323,0.8125
DASCMOP4_BC,auto,Full,ParetoOnly,medianDB,5,0.682686753663938,0.682686753663938,0,1
DASCMOP4_BC,auto,Full,RandBoundary,medianDB,5,0.682686753663938,0.661112901176381,0.0215738524875572,0.0625
DASCMOP4_BC,auto,Full,UncertainOnly,medianDB,5,0.682686753663938,0.698025324216996,-0.0122707249393783,0.625
DASCMOP4_BC,auto,Full,HighProbBoundary,rhoUtilityNegDB,5,0.00271152065141583,0.0779595226867239,-0.137965814600405,0.25
DASCMOP4_BC,auto,Full,ParetoOnly,rhoUtilityNegDB,5,0.00271152065141583,0.00271152065141583,0,1
DASCMOP4_BC,auto,Full,RandBoundary,rhoUtilityNegDB,5,0.00271152065141583,-0.00120255182687515,-0.0179594166697553,0.625
DASCMOP4_BC,auto,Full,UncertainOnly,rhoUtilityNegDB,5,0.00271152065141583,0.0443759654661297,-0.0699557118140754,0.25
DASCMOP4_BC,beta,Full,HighProbBoundary,QPTau,5,0.0959023539668701,0.106262491672219,0.00362056480811007,1
DASCMOP4_BC,beta,Full,ParetoOnly,QPTau,5,0.0959023539668701,0.0959023539668701,0,1
DASCMOP4_BC,beta,Full,RandBoundary,QPTau,5,0.0959023539668701,0.106073815751235,-0.00560224089635854,0.0625
DASCMOP4_BC,beta,Full,UncertainOnly,QPTau,5,0.0959023539668701,0.106262491672219,0.00362056480811007,1
DASCMOP4_BC,beta,Full,HighProbBoundary,meanDB,5,0.660766212371617,0.666851638475874,-0.00597766954276013,0.8125
DASCMOP4_BC,beta,Full,ParetoOnly,meanDB,5,0.660766212371617,0.660766212371617,0,1
DASCMOP4_BC,beta,Full,RandBoundary,meanDB,5,0.660766212371617,0.654903961160083,0.00934441138199038,0.0625
DASCMOP4_BC,beta,Full,UncertainOnly,meanDB,5,0.660766212371617,0.666851638475874,-0.00597766954276013,0.8125
DASCMOP4_BC,beta,Full,HighProbBoundary,medianDB,5,0.682686753663938,0.594094937035375,-0.00619782963240323,0.8125
DASCMOP4_BC,beta,Full,ParetoOnly,medianDB,5,0.682686753663938,0.682686753663938,0,1
DASCMOP4_BC,beta,Full,RandBoundary,medianDB,5,0.682686753663938,0.655109090077422,0.0358366079520099,0.0625
DASCMOP4_BC,beta,Full,UncertainOnly,medianDB,5,0.682686753663938,0.594094937035375,-0.00619782963240323,0.8125
DASCMOP4_BC,beta,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.0331125327356109,0.0831164203651064,-0.192824738628329,0.25
DASCMOP4_BC,beta,Full,ParetoOnly,rhoUtilityNegDB,5,-0.0331125327356109,-0.0331125327356109,0,1
DASCMOP4_BC,beta,Full,RandBoundary,rhoUtilityNegDB,5,-0.0331125327356109,-0.0127231746738481,-0.0195764675037833,0.1875
DASCMOP4_BC,beta,Full,UncertainOnly,rhoUtilityNegDB,5,-0.0331125327356109,0.0873449969752827,-0.197053315238505,0.25
DASCMOP4_BC,raw,Full,HighProbBoundary,QPTau,5,0.109926715522985,0.106262491672219,0.00362056480811007,0.875
DASCMOP4_BC,raw,Full,ParetoOnly,QPTau,5,0.109926715522985,0.109926715522985,0,1
DASCMOP4_BC,raw,Full,RandBoundary,QPTau,5,0.109926715522985,0.113924050632911,-0.00809212573918457,0.0625
DASCMOP4_BC,raw,Full,UncertainOnly,QPTau,5,0.109926715522985,0.106262491672219,0.00362056480811007,0.8125
DASCMOP4_BC,raw,Full,HighProbBoundary,meanDB,5,0.669102219075806,0.649315845228116,-0.00597766954276013,0.8125
DASCMOP4_BC,raw,Full,ParetoOnly,meanDB,5,0.669102219075806,0.669102219075806,0,1
DASCMOP4_BC,raw,Full,RandBoundary,meanDB,5,0.669102219075806,0.648780282412545,0.020321936663261,0.0625
DASCMOP4_BC,raw,Full,UncertainOnly,meanDB,5,0.669102219075806,0.651614980983572,-0.00597766954276013,0.8125
DASCMOP4_BC,raw,Full,HighProbBoundary,medianDB,5,0.670479804721027,0.59196757720858,-0.00619782963240323,0.8125
DASCMOP4_BC,raw,Full,ParetoOnly,medianDB,5,0.670479804721027,0.670479804721027,0,1
DASCMOP4_BC,raw,Full,RandBoundary,medianDB,5,0.670479804721027,0.593534539560115,0.0436297654625534,0.0625
