problem,calibratorVariant,baseVariant,compareVariant,metric,pairCount,baseMedian,compareMedian,medianDiff,signrankP
DASCMOP8_BC,auto,Full,RandBoundary,rhoUtilityNegDB,5,-0.0960809665971881,-0.0249230914322032,-0.0624937923509895,0.0625
DASCMOP8_BC,auto,Full,UncertainOnly,rhoUtilityNegDB,5,-0.0960809665971881,0.0109428134873812,-0.142745530649692,0.0625
DASCMOP8_BC,beta,Full,HighProbBoundary,QPTau,5,0.121917808219178,0.120731120731121,-0.00388127853881279,0.625
DASCMOP8_BC,beta,Full,ParetoOnly,QPTau,5,0.121917808219178,0.121917808219178,0,1
DASCMOP8_BC,beta,Full,RandBoundary,QPTau,5,0.121917808219178,0.123356704645048,-0.0187214611872146,0.125
DASCMOP8_BC,beta,Full,UncertainOnly,QPTau,5,0.121917808219178,0.120971620971621,-0.00388127853881279,0.625
DASCMOP8_BC,beta,Full,HighProbBoundary,meanDB,5,0.469586740092949,0.47338902560745,0.00933261914566386,0.4375
DASCMOP8_BC,beta,Full,ParetoOnly,meanDB,5,0.469586740092949,0.469586740092949,0,1
DASCMOP8_BC,beta,Full,RandBoundary,meanDB,5,0.469586740092949,0.477543607666717,0.00746865342598962,0.625
DASCMOP8_BC,beta,Full,UncertainOnly,meanDB,5,0.469586740092949,0.473459550312451,0.00933261914566375,0.4375
DASCMOP8_BC,beta,Full,HighProbBoundary,medianDB,5,0.397480340740156,0.386254359794341,0.00087598532934488,0.3125
DASCMOP8_BC,beta,Full,ParetoOnly,medianDB,5,0.397480340740156,0.397480340740156,0,1
DASCMOP8_BC,beta,Full,RandBoundary,medianDB,5,0.397480340740156,0.396743900890923,0.000774433304629091,0.4375
DASCMOP8_BC,beta,Full,UncertainOnly,medianDB,5,0.397480340740156,0.390576558803323,0.000905026332832265,0.4375
DASCMOP8_BC,beta,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.101379628872185,0.0649705320710268,-0.148434162969349,0.0625
DASCMOP8_BC,beta,Full,ParetoOnly,rhoUtilityNegDB,5,-0.101379628872185,-0.101379628872185,0,1
DASCMOP8_BC,beta,Full,RandBoundary,rhoUtilityNegDB,5,-0.101379628872185,-0.0393022506554519,-0.0924033904043369,0.125
DASCMOP8_BC,beta,Full,UncertainOnly,rhoUtilityNegDB,5,-0.101379628872185,0.0329416453437212,-0.131886860286504,0.0625
DASCMOP8_BC,raw,Full,HighProbBoundary,QPTau,5,0.109940119760479,0.124338624338624,-0.0172707370469472,0.1875
DASCMOP8_BC,raw,Full,ParetoOnly,QPTau,5,0.109940119760479,0.109940119760479,0,1
DASCMOP8_BC,raw,Full,RandBoundary,QPTau,5,0.109940119760479,0.118949160788129,-0.0114813147230977,0.0625
DASCMOP8_BC,raw,Full,UncertainOnly,QPTau,5,0.109940119760479,0.114237614237614,-0.00656774507419119,0.1875
DASCMOP8_BC,raw,Full,HighProbBoundary,meanDB,5,0.482071792346348,0.431440645282367,0.0259372440698707,0.1875
DASCMOP8_BC,raw,Full,ParetoOnly,meanDB,5,0.482071792346348,0.482071792346348,0,1
DASCMOP8_BC,raw,Full,RandBoundary,meanDB,5,0.482071792346348,0.488339451796006,-0.00248538562670753,0.8125
DASCMOP8_BC,raw,Full,UncertainOnly,meanDB,5,0.482071792346348,0.47794962810171,-0.000849479671862718,1
DASCMOP8_BC,raw,Full,HighProbBoundary,medianDB,5,0.39616839566043,0.385385484072393,0.000909964836850491,0.625
DASCMOP8_BC,raw,Full,ParetoOnly,medianDB,5,0.39616839566043,0.39616839566043,0,1
DASCMOP8_BC,raw,Full,RandBoundary,medianDB,5,0.39616839566043,0.403613631019322,-0.00119241741189163,0.8125
DASCMOP8_BC,raw,Full,UncertainOnly,medianDB,5,0.39616839566043,0.394751868715262,-1.66533453693773e-15,1
DASCMOP8_BC,raw,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.105959937759458,0.0475039851576413,-0.221396227968042,0.0625
DASCMOP8_BC,raw,Full,ParetoOnly,rhoUtilityNegDB,5,-0.105959937759458,-0.105959937759458,0,1
DASCMOP8_BC,raw,Full,RandBoundary,rhoUtilityNegDB,5,-0.105959937759458,-0.0530162018026738,-0.0361831719014497,0.0625
DASCMOP8_BC,raw,Full,UncertainOnly,rhoUtilityNegDB,5,-0.105959937759458,-0.0132779579179565,-0.0498331792856929,0.0625
DASCMOP8_BC,temperature,Full,HighProbBoundary,QPTau,5,0.112381415713938,0.124819624819625,-0.0172707370469472,0.3125
DASCMOP8_BC,temperature,Full,ParetoOnly,QPTau,5,0.112381415713938,0.112381415713938,0,1
DASCMOP8_BC,temperature,Full,RandBoundary,QPTau,5,0.112381415713938,0.118949160788129,-0.00656774507419119,0.0625
DASCMOP8_BC,temperature,Full,UncertainOnly,QPTau,5,0.112381415713938,0.117003162247628,-0.0046217465336901,0.3125
DASCMOP8_BC,temperature,Full,HighProbBoundary,meanDB,5,0.482071792346348,0.430228074532578,0.024540880588787,0.3125
DASCMOP8_BC,temperature,Full,ParetoOnly,meanDB,5,0.482071792346348,0.482071792346348,0,1
DASCMOP8_BC,temperature,Full,RandBoundary,meanDB,5,0.482071792346348,0.487272766384332,-0.00520097403798475,1
DASCMOP8_BC,temperature,Full,UncertainOnly,meanDB,5,0.482071792346348,0.478848364610543,-0.00209357364120538,1
DASCMOP8_BC,temperature,Full,HighProbBoundary,medianDB,5,0.39616839566043,0.388003269978977,0.000905026332832265,0.8125
DASCMOP8_BC,temperature,Full,ParetoOnly,medianDB,5,0.39616839566043,0.39616839566043,0,1
DASCMOP8_BC,temperature,Full,RandBoundary,medianDB,5,0.39616839566043,0.396807721836538,0.000182587336391149,1
DASCMOP8_BC,temperature,Full,UncertainOnly,medianDB,5,0.39616839566043,0.39476110201871,-1.66533453693773e-15,1
DASCMOP8_BC,temperature,Full,HighProbBoundary,rhoUtilityNegDB,5,-0.139901438064643,0.0415764833166405,-0.213757158346299,0.0625
DASCMOP8_BC,temperature,Full,ParetoOnly,rhoUtilityNegDB,5,-0.139901438064643,-0.139901438064643,0,1
DASCMOP8_BC,temperature,Full,RandBoundary,rhoUtilityNegDB,5,-0.139901438064643,-0.0562247174601841,-0.0639276832890014,0.0625
DASCMOP8_BC,temperature,Full,UncertainOnly,rhoUtilityNegDB,5,-0.139901438064643,-0.0636130821506345,-0.0891966281803851,0.0625
DASCMOP9_BC,auto,Full,HighProbBoundary,QPTau,5,1,1,0,1
DASCMOP9_BC,auto,Full,ParetoOnly,QPTau,5,1,1,0,1
DASCMOP9_BC,auto,Full,RandBoundary,QPTau,5,1,1,0,1
DASCMOP9_BC,auto,Full,UncertainOnly,QPTau,5,1,1,0,1
DASCMOP9_BC,auto,Full,HighProbBoundary,meanDB,5,0.00165144951977889,0.0020886925560857,-0.000440915032660222,0.0625
DASCMOP9_BC,auto,Full,ParetoOnly,meanDB,5,0.00165144951977889,0.00165144951977889,0,1
DASCMOP9_BC,auto,Full,RandBoundary,meanDB,5,0.00165144951977889,0.00207817752459864,-0.000427604240343316,0.0625
DASCMOP9_BC,auto,Full,UncertainOnly,meanDB,5,0.00165144951977889,0.00186867046294068,-0.000292256045942674,0.0625
DASCMOP9_BC,auto,Full,HighProbBoundary,medianDB,5,0.0015323421777408,0.00224938002964982,-0.000717037851909016,0.0625
DASCMOP9_BC,auto,Full,ParetoOnly,medianDB,5,0.0015323421777408,0.0015323421777408,0,1
DASCMOP9_BC,auto,Full,RandBoundary,medianDB,5,0.0015323421777408,0.00224058011492049,-0.000708237937179686,0.0625
DASCMOP9_BC,auto,Full,UncertainOnly,medianDB,5,0.0015323421777408,0.00200625531767805,-0.000484459369193584,0.0625
DASCMOP9_BC,auto,Full,HighProbBoundary,rhoUtilityNegDB,5,0.0506164727939916,-0.109390657867223,0.129679465755044,0.0625
DASCMOP9_BC,auto,Full,ParetoOnly,rhoUtilityNegDB,5,0.0506164727939916,0.0506164727939916,0,1
DASCMOP9_BC,auto,Full,RandBoundary,rhoUtilityNegDB,5,0.0506164727939916,0.0318897627720714,0.0187267100219202,0.4375
DASCMOP9_BC,auto,Full,UncertainOnly,rhoUtilityNegDB,5,0.0506164727939916,0.101611968157473,-0.015518608389619,0.125
DASCMOP9_BC,beta,Full,HighProbBoundary,QPTau,5,1,1,0,1
DASCMOP9_BC,beta,Full,ParetoOnly,QPTau,5,1,1,0,1
DASCMOP9_BC,beta,Full,RandBoundary,QPTau,5,1,1,0,1
DASCMOP9_BC,beta,Full,UncertainOnly,QPTau,5,1,1,0,1
DASCMOP9_BC,beta,Full,HighProbBoundary,meanDB,5,0.00164634294736944,0.00210366932085657,-0.000457326373487123,0.0625
DASCMOP9_BC,beta,Full,ParetoOnly,meanDB,5,0.00164634294736944,0.00164634294736944,0,1
DASCMOP9_BC,beta,Full,RandBoundary,meanDB,5,0.00164634294736944,0.00205886751798669,-0.000432270432625453,0.0625
DASCMOP9_BC,beta,Full,UncertainOnly,meanDB,5,0.00164634294736944,0.00206445433398207,-0.000426500094585164,0.0625
DASCMOP9_BC,beta,Full,HighProbBoundary,medianDB,5,0.00159591354995075,0.00223217832008517,-0.000675630097635152,0.0625
DASCMOP9_BC,beta,Full,ParetoOnly,medianDB,5,0.00159591354995075,0.00159591354995075,0,1
DASCMOP9_BC,beta,Full,RandBoundary,medianDB,5,0.00159591354995075,0.00222031005393379,-0.000649462376088839,0.0625
DASCMOP9_BC,beta,Full,UncertainOnly,medianDB,5,0.00159591354995075,0.00220390253763407,-0.000645440660499631,0.0625
DASCMOP9_BC,beta,Full,HighProbBoundary,rhoUtilityNegDB,5,0.0506164727939916,-0.0406436755405437,0.0780290973302111,0.0625
DASCMOP9_BC,beta,Full,ParetoOnly,rhoUtilityNegDB,5,0.0506164727939916,0.0506164727939916,0,1
DASCMOP9_BC,beta,Full,RandBoundary,rhoUtilityNegDB,5,0.0506164727939916,0.0403565527802757,0.00812608778708017,1
DASCMOP9_BC,beta,Full,UncertainOnly,rhoUtilityNegDB,5,0.0506164727939916,0.0405688680851419,0.022630847020458,0.3125
DASCMOP9_BC,raw,Full,HighProbBoundary,QPTau,5,1,1,0,1
DASCMOP9_BC,raw,Full,ParetoOnly,QPTau,5,1,1,0,1
DASCMOP9_BC,raw,Full,RandBoundary,QPTau,5,1,1,0,1
DASCMOP9_BC,raw,Full,UncertainOnly,QPTau,5,1,1,0,1
DASCMOP9_BC,raw,Full,HighProbBoundary,meanDB,5,0.00163795423939691,0.00208096293890769,-0.000443008699510788,0.0625
DASCMOP9_BC,raw,Full,ParetoOnly,meanDB,5,0.00163795423939691,0.00163795423939691,0,1
DASCMOP9_BC,raw,Full,RandBoundary,meanDB,5,0.00163795423939691,0.00207154042007731,-0.000433586180680408,0.0625
DASCMOP9_BC,raw,Full,UncertainOnly,meanDB,5,0.00163795423939691,0.001916872450705,-0.000290142191936071,0.0625
DASCMOP9_BC,raw,Full,HighProbBoundary,medianDB,5,0.0015089765329629,0.00221940167510181,-0.000675630097635152,0.0625
DASCMOP9_BC,raw,Full,ParetoOnly,medianDB,5,0.0015089765329629,0.0015089765329629,0,1
DASCMOP9_BC,raw,Full,RandBoundary,medianDB,5,0.0015089765329629,0.00224066142639008,-0.000693055456254721,0.0625
DASCMOP9_BC,raw,Full,UncertainOnly,medianDB,5,0.0015089765329629,0.00200982961928454,-0.000532879165394419,0.0625
DASCMOP9_BC,raw,Full,HighProbBoundary,rhoUtilityNegDB,5,0.0750461869509694,-0.102635374327385,0.176695239291917,0.0625
DASCMOP9_BC,raw,Full,ParetoOnly,rhoUtilityNegDB,5,0.0750461869509694,0.0750461869509694,0,1
DASCMOP9_BC,raw,Full,RandBoundary,rhoUtilityNegDB,5,0.0750461869509694,0.0311870079723148,0.0247555782410888,0.3125
DASCMOP9_BC,raw,Full,UncertainOnly,rhoUtilityNegDB,5,0.0750461869509694,0.0832517909445288,-0.0360473121471045,0.625
DASCMOP9_BC,temperature,Full,HighProbBoundary,QPTau,5,1,1,0,1
DASCMOP9_BC,temperature,Full,ParetoOnly,QPTau,5,1,1,0,1
DASCMOP9_BC,temperature,Full,RandBoundary,QPTau,5,1,1,0,1
DASCMOP9_BC,temperature,Full,UncertainOnly,QPTau,5,1,1,0,1
DASCMOP9_BC,temperature,Full,HighProbBoundary,meanDB,5,0.00163795423939691,0.0020801499670941,-0.000442195727697192,0.0625
DASCMOP9_BC,temperature,Full,ParetoOnly,meanDB,5,0.00163795423939691,0.00163795423939691,0,1
DASCMOP9_BC,temperature,Full,RandBoundary,meanDB,5,0.00163795423939691,0.00206286670161531,-0.00043316227461527,0.0625
DASCMOP9_BC,temperature,Full,UncertainOnly,meanDB,5,0.00163795423939691,0.0019174188605212,-0.000290688601752273,0.0625
DASCMOP9_BC,temperature,Full,HighProbBoundary,medianDB,5,0.0015089765329629,0.00221904097208056,-0.000676009451693479,0.0625
DASCMOP9_BC,temperature,Full,ParetoOnly,medianDB,5,0.0015089765329629,0.0015089765329629,0,1
DASCMOP9_BC,temperature,Full,RandBoundary,medianDB,5,0.0015089765329629,0.00223463450780513,-0.000697233657463782,0.0625
DASCMOP9_BC,temperature,Full,UncertainOnly,medianDB,5,0.0015089765329629,0.00201103473624186,-0.000531045066817669,0.0625
DASCMOP9_BC,temperature,Full,HighProbBoundary,rhoUtilityNegDB,5,0.0750461869509694,-0.104626313239584,0.180220108660445,0.0625
DASCMOP9_BC,temperature,Full,ParetoOnly,rhoUtilityNegDB,5,0.0750461869509694,0.0750461869509694,0,1
DASCMOP9_BC,temperature,Full,RandBoundary,rhoUtilityNegDB,5,0.0750461869509694,0.0397661036041844,0.0114426386153296,0.4375
DASCMOP9_BC,temperature,Full,UncertainOnly,rhoUtilityNegDB,5,0.0750461869509694,0.0829434618185427,-0.0346062720170218,0.625
LIRCMOP10_BC,auto,Full,HighProbBoundary,QPTau,5,1,1,0,1
LIRCMOP10_BC,auto,Full,ParetoOnly,QPTau,5,1,1,0,1
LIRCMOP10_BC,auto,Full,RandBoundary,QPTau,5,1,1,0,1
LIRCMOP10_BC,auto,Full,UncertainOnly,QPTau,5,1,1,0,1
LIRCMOP10_BC,auto,Full,HighProbBoundary,meanDB,5,0,0,0,1
LIRCMOP10_BC,auto,Full,ParetoOnly,meanDB,5,0,0,0,1
LIRCMOP10_BC,auto,Full,RandBoundary,meanDB,5,0,0,0,1
LIRCMOP10_BC,auto,Full,UncertainOnly,meanDB,5,0,0,0,1
LIRCMOP10_BC,auto,Full,HighProbBoundary,medianDB,5,0,0,0,1
LIRCMOP10_BC,auto,Full,ParetoOnly,medianDB,5,0,0,0,1
LIRCMOP10_BC,auto,Full,RandBoundary,medianDB,5,0,0,0,1
LIRCMOP10_BC,auto,Full,UncertainOnly,medianDB,5,0,0,0,1
LIRCMOP10_BC,auto,Full,HighProbBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,auto,Full,ParetoOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,auto,Full,RandBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,auto,Full,UncertainOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,beta,Full,HighProbBoundary,QPTau,5,1,1,0,1
LIRCMOP10_BC,beta,Full,ParetoOnly,QPTau,5,1,1,0,1
LIRCMOP10_BC,beta,Full,RandBoundary,QPTau,5,1,1,0,1
LIRCMOP10_BC,beta,Full,UncertainOnly,QPTau,5,1,1,0,1
LIRCMOP10_BC,beta,Full,HighProbBoundary,meanDB,5,0,0,0,1
LIRCMOP10_BC,beta,Full,ParetoOnly,meanDB,5,0,0,0,1
LIRCMOP10_BC,beta,Full,RandBoundary,meanDB,5,0,0,0,1
LIRCMOP10_BC,beta,Full,UncertainOnly,meanDB,5,0,0,0,1
LIRCMOP10_BC,beta,Full,HighProbBoundary,medianDB,5,0,0,0,1
LIRCMOP10_BC,beta,Full,ParetoOnly,medianDB,5,0,0,0,1
LIRCMOP10_BC,beta,Full,RandBoundary,medianDB,5,0,0,0,1
LIRCMOP10_BC,beta,Full,UncertainOnly,medianDB,5,0,0,0,1
LIRCMOP10_BC,beta,Full,HighProbBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,beta,Full,ParetoOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,beta,Full,RandBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,beta,Full,UncertainOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,raw,Full,HighProbBoundary,QPTau,5,1,1,0,1
LIRCMOP10_BC,raw,Full,ParetoOnly,QPTau,5,1,1,0,1
LIRCMOP10_BC,raw,Full,RandBoundary,QPTau,5,1,1,0,1
LIRCMOP10_BC,raw,Full,UncertainOnly,QPTau,5,1,1,0,1
LIRCMOP10_BC,raw,Full,HighProbBoundary,meanDB,5,0,0,0,1
LIRCMOP10_BC,raw,Full,ParetoOnly,meanDB,5,0,0,0,1
LIRCMOP10_BC,raw,Full,RandBoundary,meanDB,5,0,0,0,1
LIRCMOP10_BC,raw,Full,UncertainOnly,meanDB,5,0,0,0,1
LIRCMOP10_BC,raw,Full,HighProbBoundary,medianDB,5,0,0,0,1
LIRCMOP10_BC,raw,Full,ParetoOnly,medianDB,5,0,0,0,1
LIRCMOP10_BC,raw,Full,RandBoundary,medianDB,5,0,0,0,1
LIRCMOP10_BC,raw,Full,UncertainOnly,medianDB,5,0,0,0,1
LIRCMOP10_BC,raw,Full,HighProbBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,raw,Full,ParetoOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,raw,Full,RandBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,raw,Full,UncertainOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,temperature,Full,HighProbBoundary,QPTau,5,1,1,0,1
LIRCMOP10_BC,temperature,Full,ParetoOnly,QPTau,5,1,1,0,1
LIRCMOP10_BC,temperature,Full,RandBoundary,QPTau,5,1,1,0,1
LIRCMOP10_BC,temperature,Full,UncertainOnly,QPTau,5,1,1,0,1
LIRCMOP10_BC,temperature,Full,HighProbBoundary,meanDB,5,0,0,0,1
LIRCMOP10_BC,temperature,Full,ParetoOnly,meanDB,5,0,0,0,1
LIRCMOP10_BC,temperature,Full,RandBoundary,meanDB,5,0,0,0,1
LIRCMOP10_BC,temperature,Full,UncertainOnly,meanDB,5,0,0,0,1
LIRCMOP10_BC,temperature,Full,HighProbBoundary,medianDB,5,0,0,0,1
LIRCMOP10_BC,temperature,Full,ParetoOnly,medianDB,5,0,0,0,1
LIRCMOP10_BC,temperature,Full,RandBoundary,medianDB,5,0,0,0,1
LIRCMOP10_BC,temperature,Full,UncertainOnly,medianDB,5,0,0,0,1
LIRCMOP10_BC,temperature,Full,HighProbBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,temperature,Full,ParetoOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,temperature,Full,RandBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP10_BC,temperature,Full,UncertainOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,auto,Full,HighProbBoundary,QPTau,5,1,1,0,1
LIRCMOP11_BC,auto,Full,ParetoOnly,QPTau,5,1,1,0,1
LIRCMOP11_BC,auto,Full,RandBoundary,QPTau,5,1,1,0,1
LIRCMOP11_BC,auto,Full,UncertainOnly,QPTau,5,1,1,0,1
LIRCMOP11_BC,auto,Full,HighProbBoundary,meanDB,5,0,0,0,1
LIRCMOP11_BC,auto,Full,ParetoOnly,meanDB,5,0,0,0,1
LIRCMOP11_BC,auto,Full,RandBoundary,meanDB,5,0,0,0,1
LIRCMOP11_BC,auto,Full,UncertainOnly,meanDB,5,0,0,0,1
LIRCMOP11_BC,auto,Full,HighProbBoundary,medianDB,5,0,0,0,1
LIRCMOP11_BC,auto,Full,ParetoOnly,medianDB,5,0,0,0,1
LIRCMOP11_BC,auto,Full,RandBoundary,medianDB,5,0,0,0,1
LIRCMOP11_BC,auto,Full,UncertainOnly,medianDB,5,0,0,0,1
LIRCMOP11_BC,auto,Full,HighProbBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,auto,Full,ParetoOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,auto,Full,RandBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,auto,Full,UncertainOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,beta,Full,HighProbBoundary,QPTau,5,1,1,0,1
LIRCMOP11_BC,beta,Full,ParetoOnly,QPTau,5,1,1,0,1
LIRCMOP11_BC,beta,Full,RandBoundary,QPTau,5,1,1,0,1
LIRCMOP11_BC,beta,Full,UncertainOnly,QPTau,5,1,1,0,1
LIRCMOP11_BC,beta,Full,HighProbBoundary,meanDB,5,0,0,0,1
LIRCMOP11_BC,beta,Full,ParetoOnly,meanDB,5,0,0,0,1
LIRCMOP11_BC,beta,Full,RandBoundary,meanDB,5,0,0,0,1
LIRCMOP11_BC,beta,Full,UncertainOnly,meanDB,5,0,0,0,1
LIRCMOP11_BC,beta,Full,HighProbBoundary,medianDB,5,0,0,0,1
LIRCMOP11_BC,beta,Full,ParetoOnly,medianDB,5,0,0,0,1
LIRCMOP11_BC,beta,Full,RandBoundary,medianDB,5,0,0,0,1
LIRCMOP11_BC,beta,Full,UncertainOnly,medianDB,5,0,0,0,1
LIRCMOP11_BC,beta,Full,HighProbBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,beta,Full,ParetoOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,beta,Full,RandBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,beta,Full,UncertainOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,raw,Full,HighProbBoundary,QPTau,5,1,1,0,1
LIRCMOP11_BC,raw,Full,ParetoOnly,QPTau,5,1,1,0,1
LIRCMOP11_BC,raw,Full,RandBoundary,QPTau,5,1,1,0,1
LIRCMOP11_BC,raw,Full,UncertainOnly,QPTau,5,1,1,0,1
LIRCMOP11_BC,raw,Full,HighProbBoundary,meanDB,5,0,0,0,1
LIRCMOP11_BC,raw,Full,ParetoOnly,meanDB,5,0,0,0,1
LIRCMOP11_BC,raw,Full,RandBoundary,meanDB,5,0,0,0,1
LIRCMOP11_BC,raw,Full,UncertainOnly,meanDB,5,0,0,0,1
LIRCMOP11_BC,raw,Full,HighProbBoundary,medianDB,5,0,0,0,1
LIRCMOP11_BC,raw,Full,ParetoOnly,medianDB,5,0,0,0,1
LIRCMOP11_BC,raw,Full,RandBoundary,medianDB,5,0,0,0,1
LIRCMOP11_BC,raw,Full,UncertainOnly,medianDB,5,0,0,0,1
LIRCMOP11_BC,raw,Full,HighProbBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,raw,Full,ParetoOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,raw,Full,RandBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,raw,Full,UncertainOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,temperature,Full,HighProbBoundary,QPTau,5,1,1,0,1
LIRCMOP11_BC,temperature,Full,ParetoOnly,QPTau,5,1,1,0,1
LIRCMOP11_BC,temperature,Full,RandBoundary,QPTau,5,1,1,0,1
LIRCMOP11_BC,temperature,Full,UncertainOnly,QPTau,5,1,1,0,1
LIRCMOP11_BC,temperature,Full,HighProbBoundary,meanDB,5,0,0,0,1
LIRCMOP11_BC,temperature,Full,ParetoOnly,meanDB,5,0,0,0,1
LIRCMOP11_BC,temperature,Full,RandBoundary,meanDB,5,0,0,0,1
LIRCMOP11_BC,temperature,Full,UncertainOnly,meanDB,5,0,0,0,1
LIRCMOP11_BC,temperature,Full,HighProbBoundary,medianDB,5,0,0,0,1
LIRCMOP11_BC,temperature,Full,ParetoOnly,medianDB,5,0,0,0,1
LIRCMOP11_BC,temperature,Full,RandBoundary,medianDB,5,0,0,0,1
LIRCMOP11_BC,temperature,Full,UncertainOnly,medianDB,5,0,0,0,1
LIRCMOP11_BC,temperature,Full,HighProbBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,temperature,Full,ParetoOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,temperature,Full,RandBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP11_BC,temperature,Full,UncertainOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP12_BC,auto,Full,HighProbBoundary,QPTau,5,1,1,0,1
LIRCMOP12_BC,auto,Full,ParetoOnly,QPTau,5,1,1,0,1
LIRCMOP12_BC,auto,Full,RandBoundary,QPTau,5,1,1,0,1
LIRCMOP12_BC,auto,Full,UncertainOnly,QPTau,5,1,1,0,1
LIRCMOP12_BC,auto,Full,HighProbBoundary,meanDB,5,0,0,0,1
LIRCMOP12_BC,auto,Full,ParetoOnly,meanDB,5,0,0,0,1
LIRCMOP12_BC,auto,Full,RandBoundary,meanDB,5,0,0,0,1
LIRCMOP12_BC,auto,Full,UncertainOnly,meanDB,5,0,0,0,1
LIRCMOP12_BC,auto,Full,HighProbBoundary,medianDB,5,0,0,0,1
LIRCMOP12_BC,auto,Full,ParetoOnly,medianDB,5,0,0,0,1
LIRCMOP12_BC,auto,Full,RandBoundary,medianDB,5,0,0,0,1
LIRCMOP12_BC,auto,Full,UncertainOnly,medianDB,5,0,0,0,1
LIRCMOP12_BC,auto,Full,HighProbBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP12_BC,auto,Full,ParetoOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP12_BC,auto,Full,RandBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP12_BC,auto,Full,UncertainOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP12_BC,beta,Full,HighProbBoundary,QPTau,5,1,1,0,1
LIRCMOP12_BC,beta,Full,ParetoOnly,QPTau,5,1,1,0,1
LIRCMOP12_BC,beta,Full,RandBoundary,QPTau,5,1,1,0,1
LIRCMOP12_BC,beta,Full,UncertainOnly,QPTau,5,1,1,0,1
LIRCMOP12_BC,beta,Full,HighProbBoundary,meanDB,5,0,0,0,1
LIRCMOP12_BC,beta,Full,ParetoOnly,meanDB,5,0,0,0,1
LIRCMOP12_BC,beta,Full,RandBoundary,meanDB,5,0,0,0,1
LIRCMOP12_BC,beta,Full,UncertainOnly,meanDB,5,0,0,0,1
LIRCMOP12_BC,beta,Full,HighProbBoundary,medianDB,5,0,0,0,1
LIRCMOP12_BC,beta,Full,ParetoOnly,medianDB,5,0,0,0,1
LIRCMOP12_BC,beta,Full,RandBoundary,medianDB,5,0,0,0,1
LIRCMOP12_BC,beta,Full,UncertainOnly,medianDB,5,0,0,0,1
LIRCMOP12_BC,beta,Full,HighProbBoundary,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
LIRCMOP12_BC,beta,Full,ParetoOnly,rhoUtilityNegDB,5,NaN,NaN,NaN,NaN
