branch,problem,fe,source_path,package_path
mainline_prev_anchor_repair,LIRCMOP10_BC,050000,Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/domain_figures_all/LIRCMOP10_BC_run1_FE050000_domain_boundary.png,experiments/selected_images/mainline_prev_anchor_repair/mainline_prev_anchor_repair_LIRCMOP10_BC_FE050000.png
mainline_prev_anchor_repair,LIRCMOP10_BC,100000,Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/domain_figures_all/LIRCMOP10_BC_run1_FE100000_domain_boundary.png,experiments/selected_images/mainline_prev_anchor_repair/mainline_prev_anchor_repair_LIRCMOP10_BC_FE100000.png
query_boundary_iter75_fixed,LIRCMOP5_BC,070000,Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP5_BC_run1_FE070000_domain_boundary.png,experiments/selected_images/query_boundary_iter75_fixed/query_boundary_iter75_fixed_LIRCMOP5_BC_FE070000.png
query_boundary_iter75_fixed,LIRCMOP5_BC,100000,Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP5_BC_run1_FE100000_domain_boundary.png,experiments/selected_images/query_boundary_iter75_fixed/query_boundary_iter75_fixed_LIRCMOP5_BC_FE100000.png
query_boundary_iter75_fixed,LIRCMOP6_BC,070000,Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP6_BC_run1_FE070000_domain_boundary.png,experiments/selected_images/query_boundary_iter75_fixed/query_boundary_iter75_fixed_LIRCMOP6_BC_FE070000.png
query_boundary_iter75_fixed,LIRCMOP6_BC,100000,Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP6_BC_run1_FE100000_domain_boundary.png,experiments/selected_images/query_boundary_iter75_fixed/query_boundary_iter75_fixed_LIRCMOP6_BC_FE100000.png
query_boundary_iter75_fixed,LIRCMOP7_BC,070000,Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP7_BC_run1_FE070000_domain_boundary.png,experiments/selected_images/query_boundary_iter75_fixed/query_boundary_iter75_fixed_LIRCMOP7_BC_FE070000.png
query_boundary_iter75_fixed,LIRCMOP7_BC,100000,Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP7_BC_run1_FE100000_domain_boundary.png,experiments/selected_images/query_boundary_iter75_fixed/query_boundary_iter75_fixed_LIRCMOP7_BC_FE100000.png
query_boundary_iter75_fixed,LIRCMOP8_BC,070000,Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP8_BC_run1_FE070000_domain_boundary.png,experiments/selected_images/query_boundary_iter75_fixed/query_boundary_iter75_fixed_LIRCMOP8_BC_FE070000.png
query_boundary_iter75_fixed,LIRCMOP8_BC,100000,Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP8_BC_run1_FE100000_domain_boundary.png,experiments/selected_images/query_boundary_iter75_fixed/query_boundary_iter75_fixed_LIRCMOP8_BC_FE100000.png
query_boundary_iter75_fixed,LIRCMOP9_BC,070000,Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP9_BC_run1_FE070000_domain_boundary.png,experiments/selected_images/query_boundary_iter75_fixed/query_boundary_iter75_fixed_LIRCMOP9_BC_FE070000.png
query_boundary_iter75_fixed,LIRCMOP9_BC,100000,Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP9_BC_run1_FE100000_domain_boundary.png,experiments/selected_images/query_boundary_iter75_fixed/query_boundary_iter75_fixed_LIRCMOP9_BC_FE100000.png
query_boundary_iter75_fixed,LIRCMOP10_BC,070000,Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP10_BC_run1_FE070000_domain_boundary.png,experiments/selected_images/query_boundary_iter75_fixed/query_boundary_iter75_fixed_LIRCMOP10_BC_FE070000.png
query_boundary_iter75_fixed,LIRCMOP10_BC,100000,Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP10_BC_run1_FE100000_domain_boundary.png,experiments/selected_images/query_boundary_iter75_fixed/query_boundary_iter75_fixed_LIRCMOP10_BC_FE100000.png
query_boundary_populated,LIRCMOP5_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/query_boundary_populated/domain_figures_all/LIRCMOP5_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/query_boundary_populated/query_boundary_populated_LIRCMOP5_BC_FE100000.png
query_boundary_populated,LIRCMOP6_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/query_boundary_populated/domain_figures_all/LIRCMOP6_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/query_boundary_populated/query_boundary_populated_LIRCMOP6_BC_FE100000.png
query_boundary_populated,LIRCMOP7_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/query_boundary_populated/domain_figures_all/LIRCMOP7_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/query_boundary_populated/query_boundary_populated_LIRCMOP7_BC_FE100000.png
query_boundary_populated,LIRCMOP8_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/query_boundary_populated/domain_figures_all/LIRCMOP8_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/query_boundary_populated/query_boundary_populated_LIRCMOP8_BC_FE100000.png
query_boundary_populated,LIRCMOP9_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/query_boundary_populated/domain_figures_all/LIRCMOP9_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/query_boundary_populated/query_boundary_populated_LIRCMOP9_BC_FE100000.png
query_boundary_populated,LIRCMOP10_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/query_boundary_populated/domain_figures_all/LIRCMOP10_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/query_boundary_populated/query_boundary_populated_LIRCMOP10_BC_FE100000.png
wgan_iter100,LIRCMOP5_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP5_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/wgan_iter100/wgan_iter100_LIRCMOP5_BC_FE100000.png
wgan_iter100,LIRCMOP6_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP6_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/wgan_iter100/wgan_iter100_LIRCMOP6_BC_FE100000.png
wgan_iter100,LIRCMOP7_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP7_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/wgan_iter100/wgan_iter100_LIRCMOP7_BC_FE100000.png
wgan_iter100,LIRCMOP8_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP8_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/wgan_iter100/wgan_iter100_LIRCMOP8_BC_FE100000.png
wgan_iter100,LIRCMOP9_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP9_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/wgan_iter100/wgan_iter100_LIRCMOP9_BC_FE100000.png
wgan_iter100,LIRCMOP10_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/wgan_iter100/domain_figures_all/LIRCMOP10_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/wgan_iter100/wgan_iter100_LIRCMOP10_BC_FE100000.png
z_sigma_025,LIRCMOP5_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/z_sigma_025/domain_figures_all/LIRCMOP5_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/z_sigma_025/z_sigma_025_LIRCMOP5_BC_FE100000.png
z_sigma_025,LIRCMOP6_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/z_sigma_025/domain_figures_all/LIRCMOP6_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/z_sigma_025/z_sigma_025_LIRCMOP6_BC_FE100000.png
z_sigma_025,LIRCMOP7_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/z_sigma_025/domain_figures_all/LIRCMOP7_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/z_sigma_025/z_sigma_025_LIRCMOP7_BC_FE100000.png
z_sigma_025,LIRCMOP8_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/z_sigma_025/domain_figures_all/LIRCMOP8_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/z_sigma_025/z_sigma_025_LIRCMOP8_BC_FE100000.png
z_sigma_025,LIRCMOP9_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/z_sigma_025/domain_figures_all/LIRCMOP9_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/z_sigma_025/z_sigma_025_LIRCMOP9_BC_FE100000.png
z_sigma_025,LIRCMOP10_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/z_sigma_025/domain_figures_all/LIRCMOP10_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/z_sigma_025/z_sigma_025_LIRCMOP10_BC_FE100000.png
z_zero_sample,LIRCMOP5_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/z_zero_sample/domain_figures_all/LIRCMOP5_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/z_zero_sample/z_zero_sample_LIRCMOP5_BC_FE100000.png
z_zero_sample,LIRCMOP6_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/z_zero_sample/domain_figures_all/LIRCMOP6_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/z_zero_sample/z_zero_sample_LIRCMOP6_BC_FE100000.png
z_zero_sample,LIRCMOP7_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/z_zero_sample/domain_figures_all/LIRCMOP7_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/z_zero_sample/z_zero_sample_LIRCMOP7_BC_FE100000.png
z_zero_sample,LIRCMOP8_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/z_zero_sample/domain_figures_all/LIRCMOP8_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/z_zero_sample/z_zero_sample_LIRCMOP8_BC_FE100000.png
z_zero_sample,LIRCMOP9_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/z_zero_sample/domain_figures_all/LIRCMOP9_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/z_zero_sample/z_zero_sample_LIRCMOP9_BC_FE100000.png
z_zero_sample,LIRCMOP10_BC,100000,Data/CBS_RegionGAN_compare/ablation_z_condition_wgan_20260627_195918/z_zero_sample/domain_figures_all/LIRCMOP10_BC_run3_FE100000_domain_boundary.png,experiments/selected_images/z_zero_sample/z_zero_sample_LIRCMOP10_BC_FE100000.png
refcap5_min32_CGAN_vs_WGAN,LIRCMOP8_BC,100000,Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP8_BC_run1_FE100000_domain_boundary.png,experiments/selected_images/refcap5_min32_CGAN_vs_WGAN/refcap5_min32_CGAN_vs_WGAN_LIRCMOP8_BC_FE100000.png
refcap5_min32_CGAN_vs_WGAN,LIRCMOP8_BC,100000_WGAN,Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP8_BC_run1_FE100000_domain_boundary.png,experiments/selected_images/refcap5_min32_CGAN_vs_WGAN/refcap5_min32_CGAN_vs_WGAN_LIRCMOP8_BC_FE100000_WGAN.png
