problem,FE,DE20Mean,DE20Std,DE20Median,CGANMean,CGANStd,CGANMedian,meanDeltaDE20MinusCGAN,medianDeltaDE20MinusCGAN,CGANWins,DE20Wins,ties
LIRCMOP10_BC,10000,0.710316315746396,0.0303571947209632,0.716230543769894,0.730533679312968,0.0684344172486543,0.695067498805691,-0.0202173635665722,-0.0183141999482366,2,3,0
LIRCMOP10_BC,20000,0.569032717454274,0.116966088162081,0.640917098024787,0.52484404316198,0.112572255667597,0.4611187650038,0.0441886742922942,0.0171073786248396,4,1,0
LIRCMOP10_BC,30000,0.464140476710356,0.100477173824953,0.422029242466615,0.409252516925419,0.13166037601621,0.413105234834999,0.0548879597849368,0.0245808087728413,5,0,0
LIRCMOP10_BC,40000,0.306899049112528,0.100501326386388,0.273436054451903,0.282072553258131,0.0799341554893457,0.249639725095735,0.0248264958543967,0.0237963293561671,4,1,0
LIRCMOP10_BC,50000,0.263708506506277,0.0845593429728446,0.230469946201947,0.226834430210811,0.0144145724194711,0.221461841567623,0.0368740762954661,0.0117958907865534,3,2,0
LIRCMOP10_BC,60000,0.204235876638507,0.0372522607718294,0.218096866139501,0.204717427209611,0.0298293733316258,0.217019068026741,-0.000481550571104633,0.00107779811276015,4,1,0
LIRCMOP10_BC,70000,0.16761781227935,0.0523539610762992,0.179809371370489,0.118918847966721,0.00699738880098209,0.121408884588353,0.0486989643126287,0.0672375819112035,3,2,0
LIRCMOP10_BC,80000,0.0923884263059467,0.0374349782741845,0.103850370074725,0.0801702968685021,0.0388955844314768,0.105820399284672,0.0122181294374446,0.0147254012051537,3,2,0
LIRCMOP10_BC,90000,0.0626626174647322,0.0404206389155722,0.0421384036908186,0.0297526820814323,0.00726995294814539,0.0302450037606385,0.0329099353832999,0.0037976274843303,4,1,0
LIRCMOP10_BC,100000,0.0260921377649869,0.00308068854460859,0.0259102332644164,0.0224139534082584,0.0039513352573275,0.0200617315649322,0.00367818435672852,0.00428240491355726,3,2,0
LIRCMOP12_BC,10000,0.323695217398399,0.068536805300709,0.299486685831403,0.285273677757289,0.0402099335897362,0.296888041431094,0.038421539641109,0.00259864440030805,3,2,0
LIRCMOP12_BC,20000,0.28227931010937,0.0933345436220806,0.288303549765206,0.240674844694394,0.073102704077532,0.286575610757312,0.0416044654149762,0.0250019546815962,4,1,0
LIRCMOP12_BC,30000,0.251590874418356,0.0983148786053536,0.203549778523641,0.213232351175561,0.070063524728388,0.191666758670493,0.0383585232427947,0.0334163324978747,4,1,0
LIRCMOP12_BC,40000,0.204944948544693,0.0509463548636642,0.179888111256076,0.174122850182941,0.0577910212261596,0.163912135445582,0.0308220983617525,0.0193610302447677,5,0,0
LIRCMOP12_BC,50000,0.163891713884277,0.0302154549508325,0.162683711438715,0.14494348676217,0.0288233547580215,0.150041063301038,0.0189482271221075,0.0126426481376774,3,2,0
LIRCMOP12_BC,60000,0.140145884981645,0.0148668060917866,0.140309521742775,0.1231506836981,0.0481722353800775,0.141306695840354,0.0169952012835451,0.00432399322845173,3,2,0
LIRCMOP12_BC,70000,0.125878691243418,0.0142717152554108,0.132652768995044,0.109327014132663,0.0516614495114367,0.13432459203997,0.0165516771107556,0.000752626642370691,3,2,0
LIRCMOP12_BC,80000,0.0941555353554435,0.0153289753041013,0.0974139016986237,0.0958176039185606,0.0502085044413209,0.102710781204801,-0.00166206856311703,-0.0249616572375023,2,3,0
LIRCMOP12_BC,90000,0.0698842319136865,0.0197480649229226,0.0803443476594597,0.0742555385994935,0.0463864796685218,0.0852197076939434,-0.00437130668580705,-0.00892915756855556,2,3,0
LIRCMOP12_BC,100000,0.0334369008475643,0.00809385835821215,0.0341675994614109,0.0597264433369788,0.0381582617561342,0.0792323002899237,-0.0262895424894144,-0.034651428056463,1,4,0
LIRCMOP14_BC,10000,0.436458980440294,0.304012542756636,0.334121021717438,0.340833623281771,0.135709787127091,0.301591503763849,0.095625357158523,-0.0166288076087168,2,3,0
LIRCMOP14_BC,20000,0.149875355343072,0.0318703985878165,0.159236031372102,0.144865305969497,0.0331634642450188,0.141576519301079,0.0050100493735754,-0.00387909537311729,2,3,0
LIRCMOP14_BC,30000,0.101946818297539,0.00217160665500793,0.101635180236208,0.100958524784782,0.000874204684534724,0.100907911401766,0.000988293512756772,0.00178927932320778,4,1,0
LIRCMOP14_BC,40000,0.100664015267726,0.00110845979631715,0.100438690573393,0.0986438226100214,0.000219186451322396,0.0987020929297223,0.00202019265770445,0.00195361485198678,5,0,0
LIRCMOP14_BC,50000,0.100282344446024,0.000735594480630181,0.10056287442532,0.0993671132633848,0.00097905091084667,0.0989690854565621,0.000915231182639037,0.00159378896875802,4,1,0
LIRCMOP14_BC,60000,0.0994233424118297,0.000777777477654313,0.09930533850656,0.100619744370276,0.00124969534638983,0.100931719005358,-0.00119640195844645,-0.00164011928572479,1,4,0
LIRCMOP14_BC,70000,0.10010255466467,0.00128518455494521,0.0997487794880344,0.100081988574398,0.000735613562100349,0.0997046940144055,2.05660902718952e-05,-0.000567752197031174,2,3,0
LIRCMOP14_BC,80000,0.101046459143893,0.00129645659209927,0.100717360321307,0.0997604517321771,0.000784178026545984,0.0998623690525891,0.00128600741171633,0.0014534357075635,4,1,0
LIRCMOP14_BC,90000,0.10048098126448,0.000398919789669746,0.100599928185823,0.0992719726271005,0.000659086242211409,0.0990589539333912,0.00120900863737985,0.00158977714910079,4,1,0
LIRCMOP14_BC,100000,0.0994307219218071,0.00123797883933023,0.0991498177386022,0.0984056229448929,0.000721964377867343,0.0985922973429781,0.00102509897691421,0.000723125593233273,5,0,0
