problem,run,target_FE,actual_FE,generation,figure_file
LIRCMOP8_BC,1,10000,10050,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_FE010000_region_boundary.png
LIRCMOP8_BC,1,30000,30060,134,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_FE030000_region_boundary.png
LIRCMOP8_BC,1,50000,50070,221,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_FE050000_region_boundary.png
LIRCMOP8_BC,1,70000,70080,308,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_FE070000_region_boundary.png
LIRCMOP8_BC,1,100000,100210,439,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_FE100000_region_boundary.png
LIRCMOP9_BC,1,10000,10000,46,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_FE010000_region_boundary.png
LIRCMOP9_BC,1,30000,30160,136,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_FE030000_region_boundary.png
LIRCMOP9_BC,1,50000,50160,224,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_FE050000_region_boundary.png
LIRCMOP9_BC,1,70000,70190,312,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_FE070000_region_boundary.png
LIRCMOP9_BC,1,100000,100060,442,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_FE100000_region_boundary.png
LIRCMOP10_BC,1,10000,10060,49,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_FE010000_region_boundary.png
LIRCMOP10_BC,1,30000,30200,138,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_FE030000_region_boundary.png
LIRCMOP10_BC,1,50000,50210,225,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_FE050000_region_boundary.png
LIRCMOP10_BC,1,70000,70220,312,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_FE070000_region_boundary.png
LIRCMOP10_BC,1,100000,100120,442,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/mainline_prev_anchor_repair_figs_runs1_10w_20260627_102818/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_FE100000_region_boundary.png
