problem,run,target_FE,actual_FE,generation,figure_file
LIRCMOP8_BC,1,10000,10026,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP8_BC_run1_FE010000_domain_boundary.png
LIRCMOP8_BC,1,30000,30222,135,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP8_BC_run1_FE030000_domain_boundary.png
LIRCMOP8_BC,1,50000,50198,222,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP8_BC_run1_FE050000_domain_boundary.png
LIRCMOP8_BC,1,70000,70208,309,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP8_BC_run1_FE070000_domain_boundary.png
LIRCMOP8_BC,1,100000,100108,439,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP8_BC_run1_FE100000_domain_boundary.png
LIRCMOP9_BC,1,10000,10096,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP9_BC_run1_FE010000_domain_boundary.png
LIRCMOP9_BC,1,30000,30134,139,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP9_BC_run1_FE030000_domain_boundary.png
LIRCMOP9_BC,1,50000,50156,231,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP9_BC_run1_FE050000_domain_boundary.png
LIRCMOP9_BC,1,70000,70126,323,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP9_BC_run1_FE070000_domain_boundary.png
LIRCMOP9_BC,1,100000,100028,458,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/query_boundary_iter75_figs_runs1_20260628_101718/domain_figures_all_fixed/LIRCMOP9_BC_run1_FE100000_domain_boundary.png
