variant,archiveParetoFilterMode,archivePairDirectionMode,archiveSourceCapMode,archivePairRefMode,trainFilterMode,conditionKNNRetainRatio,conditionMode,targetRealLabelMode,generatorMode,ganCriticMode,generatorLossMode,problem,family,run,seed,N,D,maxFE,target_FE,actual_FE,gen,has_GAN,AF_size,AI_size,BoundaryHit_all,ObjInterfaceScore,RefCov,DuplicateRate,GAN_to_Segment_Dist50,GAN_to_Segment_Dist90,GAN_to_Decision_Segment_Dist50,GAN_to_Decision_Segment_Dist90,GAN_to_AF_Dist90,AF_Cover_epsilon,AF_CoverEpsilon,PairCover_epsilon,PairCoverEpsilon,LargestClusterRate_epsilon,EffectiveClusterCount_epsilon,ClusterEpsilon,RawGANOutsideStandardRangeCount,RawGANFeasibleRate,InjectedCount,GAN_to_AF_ObjNN_mean,GAN_to_AF_ObjNN_median,GAN_to_AF_ObjNN_p90,GAN_to_AF_DecNN_mean,GAN_to_AF_DecNN_median,GAN_to_AF_DecNN_p90,RawGANVarClipRate
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,3,3,100,30,100000,10000,10100,41,1,49,49,0.105,0.231764047938009,0.22,0,1.98347962034439,5.92265042893036,0.13399301667209,0.184122602945251,5.92265042893036,0.387755102040816,0.05,0.571428571428571,0.05,0.02,163.934426229508,0.05,32,0.315,NaN,2.84255810003259,2.03795092266307,5.92265042893036,0.144570858541908,0.145940795256452,0.190646206097851,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,3,3,100,30,100000,30000,30100,121,1,130,130,0.115,0.00333803565722509,0.81,0,0.157968567338737,0.332376806256252,0.058572159443622,0.104965456811987,0.342536599120223,0.653846153846154,0.05,0.692307692307692,0.05,0.26,9.92063492063492,0.05,42,0.265,NaN,0.193113286611871,0.166922556641008,0.342536599120223,0.0732614454142522,0.0646558525028617,0.108852248232708,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,3,3,100,30,100000,50000,50100,201,1,185,185,0.07,0.00188209932697867,0.69,0,0.107695223537944,0.214604703750861,0.0412229830667847,0.0586972307043355,0.218945564228082,0.691891891891892,0.05,0.718918918918919,0.05,0.625,2.46062992125984,0.05,12,0.275,NaN,0.116226651418117,0.109926079696877,0.218945564228082,0.0462974799724957,0.0449137766227526,0.061174760800806,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,3,3,100,30,100000,70000,70100,281,1,206,206,0.1,0.00159226501259777,0.74,0,0.0759344767835983,0.177275049006484,0.0413780635926157,0.0632214467090344,0.183906922533659,0.742718446601942,0.05,0.747572815533981,0.05,0.465,3.6556388228843,0.05,9,0.255,NaN,0.0987270679280779,0.0833315612456198,0.183906922533659,0.0487179802784851,0.0474924449973633,0.0698042347301805,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP1_BC,DASCMOP_BC,3,3,100,30,100000,100000,100100,401,1,232,232,0.08,0.000160755425373272,0.66,0,0.0872243845581789,0.222543047069896,0.0390913626989088,0.0531752727007143,0.222543047069896,0.758620689655172,0.05,0.78448275862069,0.05,0.685,2.11193241816262,0.05,19,0.375,NaN,0.115394061058719,0.0890260058842181,0.222543047069896,0.0430258195409492,0.0431020662348684,0.0572279413694917,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,1,1,100,30,100000,10000,10050,41,1,29,29,0.01,0.114042626763147,0.25,0,8.20828758820717,19.6354189401578,0.108610742667903,0.155496436938397,19.6354189401578,0.137931034482759,0.05,0.137931034482759,0.05,0.01,188.679245283019,0.05,78,0.155,NaN,9.96022897496624,8.2084808349493,19.6354189401578,0.124789993097043,0.119044486687569,0.158093319485106,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,1,1,100,30,100000,30000,30050,121,1,92,92,0.075,0.00294168054937145,0.65,0,0.316485880951345,0.951476361246295,0.0848020245560322,0.115954702899742,0.951476361246295,0.782608695652174,0.05,0.804347826086957,0.05,0.065,50,0.05,11,0.285,NaN,0.439597439836157,0.320515379007574,0.951476361246295,0.0962974464962371,0.0953587193893409,0.120504042695209,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,1,1,100,30,100000,50000,50050,201,1,138,138,0.045,4.66123186511148e-05,0.74,0,0.264729601842461,0.561496391808298,0.0676270264008104,0.0923154399629549,0.564657121646879,0.644927536231884,0.05,0.659420289855073,0.05,0.085,47.6190476190476,0.05,57,0.25,NaN,0.31243389223314,0.270607321002478,0.564657121646879,0.0784557082212494,0.0766164247954997,0.100204229851659,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,1,1,100,30,100000,70000,70050,281,1,181,181,0.065,1.55497303277636e-05,0.7,0,0.21071549460805,0.477266114112955,0.0629587519968369,0.0924299635783617,0.480149993108893,0.756906077348066,0.05,0.762430939226519,0.05,0.195,19.8609731876862,0.05,45,0.3,NaN,0.248745353890668,0.218910515678309,0.480149993108893,0.0757416158177493,0.0718349811574763,0.100447558520665,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,1,1,100,30,100000,100000,100050,401,1,218,218,0.07,0.000730088528363896,0.78,0,0.192696935179448,0.549084790472066,0.0742324718181843,0.105857581017176,0.549084790472066,0.669724770642202,0.05,0.678899082568807,0.05,0.14,24.2718446601942,0.05,42,0.43,NaN,0.260236798377026,0.19751483875845,0.549084790472066,0.0857971385009334,0.0845980469656838,0.116977121577423,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,2,2,100,30,100000,10000,10000,41,1,81,81,0.105,0.034195624278909,0.65,0,0.34499797369183,2.2664184349761,0.0936545302727087,0.142974767632217,2.2664184349761,0.567901234567901,0.05,0.62962962962963,0.05,0.03,102.040816326531,0.05,42,0.32,NaN,0.88526061322906,0.356774650254555,2.2664184349761,0.108088440465639,0.103057951707973,0.149761498251514,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,2,2,100,30,100000,30000,30000,121,1,118,118,0.075,0.000593911064520512,0.74,0,0.217847454283294,0.489087195125285,0.0658896737429693,0.0987567225640451,0.494614391780245,0.601694915254237,0.05,0.661016949152542,0.05,0.04,56.0224089635855,0.05,73,0.28,NaN,0.263007387594964,0.232971630870422,0.494614391780245,0.0782666406600603,0.0762086201647534,0.105453996754481,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,2,2,100,30,100000,50000,50000,201,1,148,148,0.045,0.000104683200618847,0.73,0,0.212134796000515,0.480202082607197,0.0621121965988174,0.0955849551017187,0.486343729833302,0.405405405405405,0.05,0.459459459459459,0.05,0.18,18.5873605947955,0.05,45,0.295,NaN,0.255708535646589,0.217418891517864,0.486343729833302,0.0725471760890131,0.0682356728567633,0.102765642609677,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,2,2,100,30,100000,70000,70000,281,1,169,169,0.07,0.000242349871535035,0.76,0,0.214933573359918,0.471106352413736,0.0614289383366488,0.0900581489995233,0.479808615659948,0.680473372781065,0.05,0.698224852071006,0.05,0.065,38.9105058365759,0.05,66,0.33,NaN,0.246036878554984,0.219290343221314,0.479808615659948,0.0732797285224138,0.069992784162906,0.098852617885724,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,2,2,100,30,100000,100000,100000,401,1,201,201,0.04,0.000202803963743382,0.71,0,0.169425823071567,0.372661271663378,0.0584031181187538,0.0876816872167516,0.375486152787721,0.791044776119403,0.05,0.81592039800995,0.05,0.075,35.650623885918,0.05,43,0.32,NaN,0.204726090030505,0.1723837670717,0.375486152787721,0.0690081302964671,0.0654473141403124,0.0947038052058516,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,3,3,100,30,100000,10000,10100,41,1,82,82,0.145,0.0877867343237916,0.56,0,0.341142620674524,1.80880896973376,0.0937519338073281,0.142818843268302,1.80880896973376,0.353658536585366,0.05,0.353658536585366,0.05,0.405,5.83430571761961,0.05,17,0.475,NaN,0.674721687527356,0.342358513587047,1.80880896973376,0.103212843667261,0.0983123016624044,0.143713663742779,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,3,3,100,30,100000,30000,30100,121,1,120,120,0.095,0.00444999634911552,0.68,0,0.230941167836493,0.549277736534818,0.0657783469538189,0.0955464618231764,0.553392507854016,0.758333333333333,0.05,0.8,0.05,0.16,23.4466588511137,0.05,39,0.385,NaN,0.278308200380682,0.236418628439823,0.553392507854016,0.0778419175362748,0.0773956956694934,0.110054762060958,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,3,3,100,30,100000,50000,50100,201,1,166,166,0.105,0.000745907792202026,0.73,0,0.137476104105515,0.461569077821976,0.0571982395226709,0.0942765263039894,0.461771969882652,0.692771084337349,0.05,0.704819277108434,0.05,0.375,6.21697233447311,0.05,45,0.435,NaN,0.205866903682875,0.141013876177249,0.461771969882652,0.0706755622822052,0.0690259787664548,0.105272721721135,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,3,3,100,30,100000,70000,70100,281,1,185,185,0.07,8.29251993509383e-05,0.73,0,0.158105766911632,0.297062148445407,0.0585410099501775,0.0822847104646092,0.301890528174508,0.767567567567568,0.05,0.789189189189189,0.05,0.245,11.5141047783535,0.05,55,0.335,NaN,0.167935048837724,0.161743718912694,0.301890528174508,0.0654549810014793,0.0667736659265995,0.0930208456577346,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP2_BC,DASCMOP_BC,3,3,100,30,100000,100000,100100,401,1,209,209,0.115,0.000461323300610224,0.73,0,0.0966238593348431,0.287841535746698,0.0653130749067852,0.0966917489378496,0.287841535746698,0.875598086124402,0.05,0.894736842105263,0.05,0.43,5.1413881748072,0.05,33,0.36,NaN,0.132867874149089,0.0990384952928383,0.287841535746698,0.0710722226824293,0.0716784100754221,0.105007850646667,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,1,1,100,30,100000,10000,10000,49,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05,NaN,0.05,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,1,1,100,30,100000,30000,30000,149,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05,NaN,0.05,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,1,1,100,30,100000,50000,50150,230,1,68,68,0,0,0.25,0,7.37496202055169,10.3714733411342,0.00981381168441021,0.0131906710903261,10.3734074699293,0,0.05,0,0.05,0.015,162.60162601626,0.05,200,0,NaN,7.55809488700638,7.3836233963979,10.3734074699293,0.012705295176597,0.0124081665248616,0.0168675794264884,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,1,1,100,30,100000,70000,70150,310,1,88,88,0,0,0.22,0,6.09621944314235,10.8366546692118,0.00977601469327862,0.0140080317152413,10.8664823127278,0,0.05,0,0.05,0.02,125,0.05,200,0,NaN,6.48375077980855,6.1653655693292,10.8664823127278,0.0111417695517018,0.0106727732542596,0.0159337620309751,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,1,1,100,30,100000,100000,100150,430,1,113,113,0,0,0.26,0,3.62540886660857,6.1128154645057,0.00814621937000085,0.0118415759273225,6.1128154645057,0,0.05,0,0.05,0.025,117.647058823529,0.05,195,0,NaN,3.76698565479373,3.65233544935166,6.1128154645057,0.00952198137494179,0.00930650013850477,0.012737703614338,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,2,2,100,30,100000,10000,10000,49,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05,NaN,0.05,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,2,2,100,30,100000,30000,30150,137,1,26,26,0,0,0.07,0,27.5863105798334,40.8114002507375,0.0220873664658645,0.0341152412215873,40.8725697089016,0,0.05,0,0.05,0.015,180.18018018018,0.05,200,0,NaN,27.5548457305801,27.7780273232162,40.8725697089016,0.0236374718475813,0.0223496932816488,0.0341159461454162,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,2,2,100,30,100000,50000,50150,217,1,56,56,0.035,0.000484492023100884,0.41,0,2.17811942000132,5.35459645401309,0.00729517479759632,0.0103553280236751,5.36761521075534,0.0357142857142857,0.05,0.0535714285714286,0.05,0.025,114.942528735632,0.05,161,0.015,NaN,2.67018044802465,2.19440828656185,5.36761521075534,0.00816349038637479,0.00777960472349496,0.011279348947037,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,2,2,100,30,100000,70000,70150,297,1,66,66,0,0,0.3,0,4.1707129578845,7.28437511144183,0.00911036620638818,0.0119906878583567,7.34761146062411,0,0.05,0,0.05,0.025,129.87012987013,0.05,198,0,NaN,4.69720206953336,4.23927212893265,7.34761146062411,0.010424850420406,0.0100593650568452,0.013421308273567,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,2,2,100,30,100000,100000,100150,417,1,99,99,0,0,0.29,0,4.9520680020143,9.41969849814473,0.00996385947751091,0.0152060990584878,9.44352790325051,0,0.05,0,0.05,0.02,142.857142857143,0.05,199,0,NaN,5.39241670071007,5.04938000000706,9.44352790325051,0.0120000771706079,0.0113443074284666,0.0174867666162718,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,3,3,100,30,100000,10000,10000,49,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05,NaN,0.05,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,3,3,100,30,100000,30000,30100,137,1,43,43,0,0,0.08,0,14.4115177096616,24.2072275850873,0.0178371361709352,0.0280011181548247,24.2072275850873,0,0.05,0,0.05,0.01,185.185185185185,0.05,200,0,NaN,14.9806520126112,14.4374381894865,24.2072275850873,0.0202902818573826,0.01867546415602,0.0298454013744031,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,3,3,100,30,100000,50000,50100,217,1,64,64,0,0,0.3,0,6.51005304275484,12.3606128906903,0.011009752381337,0.016153022958272,12.3703808151759,0,0.05,0,0.05,0.02,144.927536231884,0.05,200,0,NaN,7.47808337716384,6.59506700589753,12.3703808151759,0.0129536269853386,0.0120981022223076,0.0176953549418133,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,3,3,100,30,100000,70000,70100,297,1,73,73,0,0,0.28,0,5.84592544620697,9.94077908360136,0.0104177197849529,0.0161617471384173,9.94077908360136,0,0.05,0,0.05,0.015,158.730158730159,0.05,200,0,NaN,6.32464459053209,5.85241728314264,9.94077908360136,0.012738877014259,0.0120640013988792,0.0176961567688339,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP4_BC,DASCMOP_BC,3,3,100,30,100000,100000,100100,417,1,139,139,1,0,0.36,0,7.46697340124596,12.2503383508772,0.0113592922084676,0.0192615737037625,12.2503383508772,0,0.05,0,0.05,0.015,163.934426229508,0.05,198,0,NaN,7.44213292365494,7.47658496912096,12.2503383508772,0.0153270439453695,0.0148350113998971,0.0243474082860292,0
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,DASCMOP_BC,1,1,100,30,100000,10000,10000,49,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.05,NaN,0.05,NaN,NaN,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
C4_keep80,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.8,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,DASCMOP_BC,1,1,100,30,100000,30000,30100,136,1,73,73,0,0,0.29,0,4.93229382524412,10.5019080664013,0.00954846608732897,0.01931467335164,10.5019080664013,0,0.05,0,0.05,0.015,161.290322580645,0.05,196,0,NaN,5.94912308779688,4.94702397117339,10.5019080664013,0.0110672951684381,0.00969421113021183,0.0193631549949209,0
