problem,seed,arm,lateIGDAUCRatio,finalIGDRatio,lateHVAUCChange
LIRCMOP6_BC,15,fallback_only,0.4011013680210514,0.7987043557764688,0.012181236888532981
LIRCMOP6_BC,15,pair_only,1.4844300564781847,0.9105697352606387,-0.008578654426392024
LIRCMOP7_BC,11,original,1.0,1.0,0.0
LIRCMOP7_BC,11,fallback_only,4.748752913310741,1.552810814105483,-0.02222176267529896
LIRCMOP7_BC,11,pair_only,2.3871057870401176,1.624925169514829,-0.004671487929080009
LIRCMOP7_BC,12,original,1.0,1.0,0.0
LIRCMOP7_BC,12,fallback_only,1.2668652902477284,1.7502425984996735,-0.007669078818726027
LIRCMOP7_BC,12,pair_only,1.1371808097746303,0.8826516450045714,-0.0029172795336639967
LIRCMOP7_BC,13,original,1.0,1.0,0.0
LIRCMOP7_BC,13,fallback_only,1.047624786451565,0.9863989587649421,-0.00022544169140698012
LIRCMOP7_BC,13,pair_only,0.782572429337233,0.792397089377738,0.0015362421068920162
LIRCMOP7_BC,14,original,1.0,1.0,0.0
LIRCMOP7_BC,14,fallback_only,0.7487138515687333,1.030213396805228,0.001865912216030996
LIRCMOP7_BC,14,pair_only,0.5656088745652995,0.7882156420344701,0.003537610464602048
LIRCMOP7_BC,15,original,1.0,1.0,0.0
LIRCMOP7_BC,15,fallback_only,0.733650299056965,1.011056869229303,0.0010022449246310239
LIRCMOP7_BC,15,pair_only,0.44848560770391555,0.8033789232097606,0.004147739782038029
LIRCMOP8_BC,11,original,1.0,1.0,0.0
LIRCMOP8_BC,11,fallback_only,1.436012202856729,1.1361975983641321,-0.003544786844808967
LIRCMOP8_BC,11,pair_only,1.164935903168741,0.8507238130649774,0.0006742029274119932
LIRCMOP8_BC,12,original,1.0,1.0,0.0
LIRCMOP8_BC,12,fallback_only,0.45737456804667875,0.996042078566359,0.006901051848213047
LIRCMOP8_BC,12,pair_only,1.0274808383344067,0.8907832134122979,-0.000949388603879997
LIRCMOP8_BC,13,original,1.0,1.0,0.0
LIRCMOP8_BC,13,fallback_only,0.9527796111685441,0.9644451554304133,0.00027310547518599737
LIRCMOP8_BC,13,pair_only,0.7451107854248867,0.797472920997031,0.0018973131788990183
LIRCMOP8_BC,14,original,1.0,1.0,0.0
LIRCMOP8_BC,14,fallback_only,6.4787736395435305,2.1302292078003475,-0.025459523762126957
LIRCMOP8_BC,14,pair_only,1.1112242126381286,0.8927794052371217,-0.0003636139134529648
LIRCMOP8_BC,15,original,1.0,1.0,0.0
LIRCMOP8_BC,15,fallback_only,0.8182096665867845,0.9795183813892596,0.000958555564400998
LIRCMOP8_BC,15,pair_only,0.6352057355855426,0.7858391475751466,0.0022115636819060036
LIRCMOP5_BC,11,stable_no_side,0.9486637225538785,0.7413939834934569,-0.019800478636485985
LIRCMOP5_BC,12,stable_no_side,2.8996127740225592,0.8479795801118144,-0.067545398683304
LIRCMOP5_BC,13,stable_no_side,0.7457219209844974,0.9546822842654967,0.0030418106788119847
LIRCMOP5_BC,14,stable_no_side,0.2835623347706525,0.36920967040966,0.155439104516498
LIRCMOP5_BC,15,stable_no_side,1.049752605282404,1.1566807004452209,-0.0007852400188479991
LIRCMOP6_BC,11,stable_no_side,0.8211249759880643,0.6809110272624892,0.011062846654735004
LIRCMOP6_BC,12,stable_no_side,0.7621516449385969,1.1243594064566371,0.0007399472017599884
LIRCMOP6_BC,13,stable_no_side,0.69075122482482,0.8255586256655388,0.005111060118985988
LIRCMOP6_BC,14,stable_no_side,1.2159179010649757,0.8304388578058285,-0.001986318434629014
LIRCMOP6_BC,15,stable_no_side,1.2464642510351207,1.182592474151145,-0.007943375468553004
LIRCMOP7_BC,11,stable_no_side,2.3244660172389007,1.3104603069466714,-0.005872455709352964
LIRCMOP7_BC,12,stable_no_side,1.3633563576298295,1.165722669557203,-0.007070834654492986
LIRCMOP7_BC,13,stable_no_side,0.9927865309709006,0.9509563566619034,0.0003974628593100271
LIRCMOP7_BC,14,stable_no_side,2.836147478568783,0.9692256296490812,-0.009075947741982004
LIRCMOP7_BC,15,stable_no_side,1.0973121673537432,1.0624446628824715,-0.0006384484847209992
LIRCMOP8_BC,11,stable_no_side,1.6149037191241107,1.0609969399983796,-0.005064818780760982
LIRCMOP8_BC,12,stable_no_side,0.6584968392467612,1.008508269230731,0.004108053769621034
LIRCMOP8_BC,13,stable_no_side,0.9432410120950726,0.9637100974301761,0.00015496533393599687
LIRCMOP8_BC,14,stable_no_side,1.896895310318662,1.0953362098152768,-0.004589742927136986
LIRCMOP8_BC,15,stable_no_side,0.8315553165270325,0.9486344151937318,0.0011640888926959803
