problem,run,target_FE,actual_FE,generation,figure_file
LIRCMOP6_BC,1,10000,10030,49,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP6_BC_run1_FE010000_domain_boundary.png
LIRCMOP6_BC,1,30000,30000,140,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP6_BC_run1_FE030000_domain_boundary.png
LIRCMOP6_BC,1,50000,50010,227,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP6_BC_run1_FE050000_domain_boundary.png
LIRCMOP6_BC,1,70000,70040,318,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP6_BC_run1_FE070000_domain_boundary.png
LIRCMOP6_BC,1,100000,100090,466,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP6_BC_run1_FE100000_domain_boundary.png
LIRCMOP7_BC,1,10000,10060,46,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP7_BC_run1_FE010000_domain_boundary.png
LIRCMOP7_BC,1,30000,30180,134,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP7_BC_run1_FE030000_domain_boundary.png
LIRCMOP7_BC,1,50000,50090,222,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP7_BC_run1_FE050000_domain_boundary.png
LIRCMOP7_BC,1,70000,70100,309,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP7_BC_run1_FE070000_domain_boundary.png
LIRCMOP7_BC,1,100000,100000,439,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP7_BC_run1_FE100000_domain_boundary.png
LIRCMOP8_BC,1,10000,10050,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP8_BC_run1_FE010000_domain_boundary.png
LIRCMOP8_BC,1,30000,30050,138,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP8_BC_run1_FE030000_domain_boundary.png
LIRCMOP8_BC,1,50000,50060,225,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP8_BC_run1_FE050000_domain_boundary.png
LIRCMOP8_BC,1,70000,70070,312,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP8_BC_run1_FE070000_domain_boundary.png
LIRCMOP8_BC,1,100000,100200,443,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP8_BC_run1_FE100000_domain_boundary.png
LIRCMOP9_BC,1,10000,10190,48,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP9_BC_run1_FE010000_domain_boundary.png
LIRCMOP9_BC,1,30000,30150,143,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP9_BC_run1_FE030000_domain_boundary.png
LIRCMOP9_BC,1,50000,50070,233,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP9_BC_run1_FE050000_domain_boundary.png
LIRCMOP9_BC,1,70000,70090,322,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP9_BC_run1_FE070000_domain_boundary.png
LIRCMOP9_BC,1,100000,100190,456,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP9_BC_run1_FE100000_domain_boundary.png
