problem,seed,arm,jointRate,knownJointRate,unseenJointRate,knownLabelAccuracy,unseenLabelAccuracy
LIRCMOP6_BC,3,lrzero0200,0.046,0,0.0498915401301518,0.487179487179487,0.54880694143167
LIRCMOP6_BC,3,lrzero0500,0.06,0.128205128205128,0.0542299349240781,0.794871794871795,0.704989154013015
LIRCMOP6_BC,3,lrzero1000,0.042,0.153846153846154,0.0325379609544469,0.512820512820513,0.496746203904555
LIRCMOP6_BC,3,lrzero2000,0.334,0.666666666666667,0.3058568329718,0.794871794871795,0.6529284164859
LIRCMOP6_BC,3,lrzero4000,0.172,0.512820512820513,0.143167028199566,0.692307692307692,0.48590021691974
LIRCMOP7_BC,1,c1lr1000,0.004,0.0188679245283019,0.00223713646532438,0.528301886792453,0.501118568232662
LIRCMOP7_BC,1,lr0500,0.05,0.0754716981132075,0.0469798657718121,0.547169811320755,0.478747203579418
LIRCMOP7_BC,1,lr1000,0.06,0.0377358490566038,0.0626398210290828,0.566037735849057,0.494407158836689
LIRCMOP7_BC,1,lr2000,0.064,0.0754716981132075,0.0626398210290828,0.471698113207547,0.519015659955257
LIRCMOP7_BC,1,lr4000,0.06,0.0377358490566038,0.0626398210290828,0.433962264150943,0.58165548098434
LIRCMOP7_BC,1,lrzero0200,0.026,0.150943396226415,0.0111856823266219,0.660377358490566,0.530201342281879
LIRCMOP7_BC,1,lrzero0500,0.116,0.0943396226415094,0.118568232662192,0.509433962264151,0.389261744966443
LIRCMOP7_BC,1,lrzero1000,0.06,0.0943396226415094,0.0559284116331096,0.452830188679245,0.494407158836689
LIRCMOP7_BC,1,lrzero2000,0.166,0.188679245283019,0.16331096196868,0.584905660377358,0.559284116331096
LIRCMOP7_BC,1,lrzero4000,0.072,0,0.0805369127516778,0.339622641509434,0.577181208053691
LIRCMOP7_BC,1,m0_control,0,0,0,0.509433962264151,0.498881431767338
LIRCMOP7_BC,1,mis1000,0.076,0.0943396226415094,0.0738255033557047,0.584905660377358,0.597315436241611
LIRCMOP7_BC,1,mis2000,0.054,0.113207547169811,0.0469798657718121,0.735849056603774,0.599552572706935
LIRCMOP7_BC,1,miszero1000,0.076,0.0943396226415094,0.0738255033557047,0.584905660377358,0.65324384787472
LIRCMOP7_BC,1,miszero2000,0.04,0.0943396226415094,0.0335570469798658,0.528301886792453,0.592841163310962
LIRCMOP7_BC,1,miszero4000,0.05,0.0566037735849057,0.0492170022371365,0.60377358490566,0.503355704697987
LIRCMOP7_BC,1,u0200,0,0,0,0.509433962264151,0.498881431767338
LIRCMOP7_BC,1,u1000,0.034,0.0566037735849057,0.0313199105145414,0.547169811320755,0.472035794183445
LIRCMOP7_BC,1,u4000,0.054,0.0188679245283019,0.058165548098434,0.528301886792453,0.583892617449664
LIRCMOP7_BC,1,wide1000,0.038,0.0754716981132075,0.0335570469798658,0.528301886792453,0.501118568232662
LIRCMOP7_BC,1,zero1000,0.12,0.207547169811321,0.109619686800895,0.754716981132076,0.615212527964206
LIRCMOP7_BC,2,lrzero0200,0.096,0.239130434782609,0.0814977973568282,0.456521739130435,0.484581497797357
LIRCMOP7_BC,2,lrzero0500,0.062,0.173913043478261,0.0506607929515418,0.521739130434783,0.588105726872247
LIRCMOP7_BC,2,lrzero1000,0.106,0.195652173913043,0.0969162995594714,0.630434782608696,0.658590308370044
LIRCMOP7_BC,2,lrzero2000,0.04,0.0652173913043478,0.0374449339207048,0.434782608695652,0.416299559471366
LIRCMOP7_BC,2,lrzero4000,0.038,0,0.0418502202643172,0.41304347826087,0.559471365638767
LIRCMOP7_BC,3,lrzero0200,0.026,0.0588235294117647,0.022271714922049,0.352941176470588,0.416481069042316
LIRCMOP7_BC,3,lrzero0500,0.082,0.117647058823529,0.0779510022271715,0.372549019607843,0.452115812917595
LIRCMOP7_BC,3,lrzero1000,0.044,0.0588235294117647,0.0423162583518931,0.235294117647059,0.387527839643653
LIRCMOP7_BC,3,lrzero2000,0.108,0.235294117647059,0.0935412026726058,0.392156862745098,0.514476614699332
LIRCMOP7_BC,3,lrzero4000,0.136,0.176470588235294,0.131403118040089,0.431372549019608,0.536748329621381
LIRCMOP8_BC,1,c1lr1000,0.018,0.0238095238095238,0.0174672489082969,0.595238095238095,0.589519650655022
LIRCMOP8_BC,1,lr0500,0.088,0.19047619047619,0.0786026200873362,0.69047619047619,0.593886462882096
LIRCMOP8_BC,1,lr1000,0.148,0.261904761904762,0.137554585152838,0.785714285714286,0.655021834061135
LIRCMOP8_BC,1,lr2000,0.154,0.333333333333333,0.137554585152838,0.761904761904762,0.585152838427948
LIRCMOP8_BC,1,lr4000,0.244,0.5,0.220524017467249,0.761904761904762,0.589519650655022
LIRCMOP8_BC,1,lrzero0200,0.13,0.119047619047619,0.131004366812227,0.238095238095238,0.360262008733624
LIRCMOP8_BC,1,lrzero0500,0.246,0.523809523809524,0.220524017467249,0.642857142857143,0.521834061135371
LIRCMOP8_BC,1,lrzero1000,0.304,0.476190476190476,0.2882096069869,0.738095238095238,0.665938864628821
LIRCMOP8_BC,1,lrzero2000,0.156,0.357142857142857,0.137554585152838,0.523809523809524,0.543668122270742
LIRCMOP8_BC,1,lrzero4000,0.254,0.285714285714286,0.251091703056769,0.285714285714286,0.534934497816594
LIRCMOP8_BC,1,mis1000,0.124,0.261904761904762,0.111353711790393,0.642857142857143,0.681222707423581
LIRCMOP8_BC,1,mis2000,0.186,0.333333333333333,0.172489082969432,0.785714285714286,0.692139737991266
LIRCMOP8_BC,1,miszero1000,0.034,0.119047619047619,0.0262008733624454,0.714285714285714,0.556768558951965
LIRCMOP8_BC,1,miszero2000,0.104,0.238095238095238,0.091703056768559,0.642857142857143,0.622270742358079
LIRCMOP8_BC,1,miszero4000,0.07,0.0952380952380952,0.0676855895196507,0.785714285714286,0.74235807860262
LIRCMOP8_BC,1,u0200,0,0,0,0.69047619047619,0.482532751091703
LIRCMOP8_BC,1,u1000,0.038,0.0714285714285714,0.0349344978165939,0.30952380952381,0.406113537117904
LIRCMOP8_BC,1,u4000,0.112,0.214285714285714,0.102620087336245,0.642857142857143,0.497816593886463
LIRCMOP8_BC,1,wide1000,0.068,0.0476190476190476,0.0698689956331878,0.595238095238095,0.528384279475983
LIRCMOP8_BC,1,zero1000,0.03,0.0476190476190476,0.0283842794759825,0.238095238095238,0.447598253275109
LIRCMOP8_BC,2,lrzero0200,0.01,0,0.0108225108225108,0.631578947368421,0.670995670995671
LIRCMOP8_BC,2,lrzero0500,0.25,0.315789473684211,0.244588744588745,0.947368421052632,0.716450216450216
LIRCMOP8_BC,2,lrzero1000,0.044,0.0526315789473684,0.0432900432900433,0.526315789473684,0.614718614718615
LIRCMOP8_BC,2,lrzero2000,0.11,0.0789473684210526,0.112554112554113,0.342105263157895,0.411255411255411
LIRCMOP8_BC,2,lrzero4000,0.126,0.315789473684211,0.11038961038961,0.5,0.528138528138528
LIRCMOP8_BC,3,lrzero0200,0.05,0.0892857142857143,0.045045045045045,0.375,0.556306306306306
LIRCMOP8_BC,3,lrzero0500,0.272,0.428571428571429,0.252252252252252,0.571428571428571,0.673423423423423
LIRCMOP8_BC,3,lrzero1000,0.158,0.285714285714286,0.141891891891892,0.482142857142857,0.596846846846847
LIRCMOP8_BC,3,lrzero2000,0.076,0.160714285714286,0.0653153153153153,0.464285714285714,0.511261261261261
LIRCMOP8_BC,3,lrzero4000,0.05,0.0535714285714286,0.0495495495495495,0.375,0.488738738738739
