problem,stage,loss,stream,addedUpdates,reverseFeasibleCoverage,reverseInfeasibleCoverage,f1Offset,f2Offset,f1BaseOffset,f2BaseOffset,f1EnergyOffset,f2EnergyOffset,medianTrueFeasibleNeighborRMS,medianGeneratedFeasibleNeighborRMS
LIRCMOP7_BC,middle,adversarial,3,2000,0.345625351133834,0.176991361039841,-0.287945767151489,-0.196460569734309,-0.00416934392447944,0.00130122897123792,-0.28377642322701,-0.197761798705547,0.0608681760991048,0.00265394836519937
LIRCMOP7_BC,middle,distance,1,0,0.365061269173299,0.169925088681549,-0.154015580857254,-0.275240479854294,-0.00204869722871052,0.000187775567660475,-0.151966883628544,-0.275428255421954,0.0608681760991048,0.00346320049395001
LIRCMOP7_BC,middle,distance,1,20,0.369321287414441,0.184942012720815,-0.223047100150558,-0.259437955151002,3.7513189031976e-05,-0.00117502799866706,-0.22308461333959,-0.258262927152335,0.0608681760991048,0.00343153783239198
LIRCMOP7_BC,middle,distance,1,200,0.361762020876542,0.178909605863102,-0.270503927323639,-0.211877008688734,-0.00337949209057574,0.000844431201593593,-0.267124435233063,-0.212721439890327,0.0608681760991048,0.00348671244751873
LIRCMOP7_BC,middle,distance,1,2000,0.350592790888234,0.188205611750722,-0.286463728582903,-0.193342512637933,-0.00580065714606483,0.00235657656074765,-0.280663071436838,-0.19569908919868,0.0608681760991048,0.00225349717531989
LIRCMOP7_BC,middle,distance,2,0,0.365061269173299,0.169925088681549,-0.154015580857254,-0.275240479854294,-0.00204869722871052,0.000187775567660475,-0.151966883628544,-0.275428255421954,0.0608681760991048,0.00346320049395001
LIRCMOP7_BC,middle,distance,2,20,0.369213306752415,0.184219112074078,-0.220779378660778,-0.252407391437339,-0.00188346813425201,6.38957050719615e-05,-0.218895910526526,-0.252471287142411,0.0608681760991048,0.00344216786356198
LIRCMOP7_BC,middle,distance,2,200,0.359771865140799,0.175650522110501,-0.255515531833535,-0.210626243540748,-0.00454910300289354,0.00158261654915433,-0.250966428830641,-0.212208860089902,0.0608681760991048,0.00350188054401774
LIRCMOP7_BC,middle,distance,2,2000,0.342164363335753,0.181101925804723,-0.2790778216308,-0.195407466959115,-0.00171306202386729,-0.000167104672305595,-0.277364759606933,-0.195240362286809,0.0608681760991048,0.00230191398499231
LIRCMOP7_BC,middle,distance,3,0,0.365061269173299,0.169925088681549,-0.154015580857254,-0.275240479854294,-0.00204869722871052,0.000187775567660475,-0.151966883628544,-0.275428255421954,0.0608681760991048,0.00346320049395001
LIRCMOP7_BC,middle,distance,3,20,0.367131938502334,0.18522288585062,-0.22783785383565,-0.249887538882135,-0.000345637996685583,-0.000848465366659938,-0.227492215838964,-0.249039073515475,0.0608681760991048,0.00344946372353266
LIRCMOP7_BC,middle,distance,3,200,0.360484235199138,0.17722881990758,-0.266747404012481,-0.201411772838879,-0.00466278650715227,0.00162773407898829,-0.262084617505328,-0.203039506917867,0.0608681760991048,0.00348658708503495
LIRCMOP7_BC,middle,distance,3,2000,0.35370019141619,0.190173812035292,-0.292858640899719,-0.198939201947407,-0.00518637321775471,0.00194493573234379,-0.287672267681965,-0.200884137679751,0.0608681760991048,0.00244993423012961
LIRCMOP8_BC,early,adversarial,1,0,0.128493365952427,0.0634363313512011,-0.0274586552881215,0.0658177288568485,-0.0145081547595342,0.0201189104562833,-0.0129505005285873,0.0456988184005652,0.0496461736515652,0.00332411732110495
LIRCMOP8_BC,early,adversarial,1,20,0.129581330559585,0.0646648154563767,0.0219028248458879,0.0236386136100031,0.000733587336154963,-0.000442430016017256,0.0211692375097329,0.0240810436260204,0.0496461736515652,0.00334925937594483
LIRCMOP8_BC,early,adversarial,1,200,0.217942951107325,0.120754345375434,-0.126023330774993,-0.0608978139417168,-0.000245746856637202,0.00201925288480393,-0.125777583918355,-0.0629170668265207,0.0496461736515652,0.00295090960789181
LIRCMOP8_BC,early,adversarial,1,2000,0.307640684381273,0.185505993561464,-0.206692865324335,-0.124465796036388,-0.00341260361931187,0.0074467927458083,-0.203280261705023,-0.131912588782196,0.0496461736515652,0.00208374708098135
LIRCMOP8_BC,early,adversarial,2,0,0.128493365952427,0.0634363313512011,-0.0274586552881215,0.0658177288568485,-0.0145081547595342,0.0201189104562833,-0.0129505005285873,0.0456988184005652,0.0496461736515652,0.00332411732110495
LIRCMOP8_BC,early,adversarial,2,20,0.137515907547329,0.0663808392285012,0.00535333952619334,0.00293238362960453,0.00112670331872188,-0.00094694767052202,0.00422663620747145,0.00387933130012653,0.0496461736515652,0.00330794404845858
LIRCMOP8_BC,early,adversarial,2,200,0.20780471500352,0.113017794540731,-0.125408427340097,-0.0390904772063295,-0.003054521188433,0.00556656398171076,-0.122353906151664,-0.0446570411880403,0.0496461736515652,0.0029690054059622
LIRCMOP8_BC,early,adversarial,2,2000,0.307142464677133,0.187554124339674,-0.221562314254707,-0.105670062058969,-0.00595190688828031,0.0110234557814396,-0.215610407366427,-0.116693517840409,0.0496461736515652,0.00227332042615694
LIRCMOP8_BC,early,adversarial,3,0,0.128493365952427,0.0634363313512011,-0.0274586552881215,0.0658177288568485,-0.0145081547595342,0.0201189104562833,-0.0129505005285873,0.0456988184005652,0.0496461736515652,0.00332411732110495
