problem,stage,stream,addedUpdates,exactDistanceRatio,seenObjectiveGapRatio,singletonObjectiveGapRatio,conditionalSeenGapRatio,objectiveGapRatio,reverseCoverageGapRatio,directionErrorRatio,weightedDecisionMSERatio,supportCriterion
LIRCMOP5_BC,middle,3.0,200.0,0.8738206867102886,0.7985397061481068,0.8540539192334154,1.2718452902842472,0.8049806534034116,1.4361572963242872,0.7067574012726955,0.8828616009097644,0
LIRCMOP5_BC,middle,3.0,2000.0,0.8777472500127831,0.6006881179225663,0.5986583459931346,0.8366448880875512,0.7782957366859299,0.9402356402697357,0.8506943652643746,0.9215345075741879,1
LIRCMOP6_BC,early,1.0,20.0,0.9160222994954786,0.849671116557765,0.8138258571614133,1.1223560294288069,0.8399916689333713,1.0804208785037404,1.028659034159255,0.8739455631668522,0
LIRCMOP6_BC,early,1.0,200.0,0.929822132946826,1.1501047133049351,1.1340743487150626,1.0872208082587254,0.9481719329238099,1.365757697985792,1.0921418858593168,0.8658273951743098,0
LIRCMOP6_BC,early,1.0,2000.0,0.8865464006580814,1.1580841224898062,1.2058794454357769,1.2006876648003082,0.8255892394492249,0.9644380555471598,1.2756224855367628,0.8115585396794032,0
LIRCMOP6_BC,early,2.0,20.0,0.914098555777722,0.8323526607858651,0.7904127770673276,0.9738558552892961,0.7018541023275282,1.2894266136385295,0.6327255611841004,0.8652274658467007,0
LIRCMOP6_BC,early,2.0,200.0,0.8782235752301574,1.0414921099249177,1.0131371387497998,1.0893496077218339,0.5408735608149593,1.4688079308001827,0.524778221807568,0.7667957981961774,0
LIRCMOP6_BC,early,2.0,2000.0,0.8271153582299233,0.9543260978695859,0.9261219961628553,1.0155125296414031,0.9278898549347142,0.9238765327138709,0.771971371445588,0.7064216950403333,0
LIRCMOP6_BC,early,3.0,20.0,0.9362549346049053,1.1964531975366617,1.2010669209449958,1.4018315116527935,0.8499647844785376,1.3896432810247143,0.9464359750847693,0.8853565261595718,0
LIRCMOP6_BC,early,3.0,200.0,0.8903071586746253,1.2364220424724224,1.2315812195047922,1.040733607302527,0.7439477758202605,1.419179892078865,0.5509304743037857,0.8253168134980032,0
LIRCMOP6_BC,early,3.0,2000.0,0.8511164935182094,1.1254001823072513,1.1198643333061273,1.1554998244254442,0.9535303084966948,1.0340546885736848,0.8419043675701022,0.7368334921609989,0
LIRCMOP6_BC,late,1.0,20.0,0.44673405577200487,0.2924602753754261,0.2924602753754261,0.416123562390079,0.9202536475631715,0.4828107155255451,1.0163735863010668,0.21640086498157646,1
LIRCMOP6_BC,late,1.0,200.0,0.34199819485900923,0.059954059571802845,0.059954059571802845,0.08241581076690001,0.5422441212665026,0.057174033564735514,0.40751649403545653,0.1296325672162314,1
LIRCMOP6_BC,late,1.0,2000.0,0.2382516053393113,0.060298509493990904,0.060298509493990904,0.06351720154419861,1.0441340560826589,0.06436002266484077,0.8107913973252214,0.07424602058685548,1
LIRCMOP6_BC,late,2.0,20.0,0.35843300628816605,0.07031217044242297,0.07031217044242297,0.13511257224593148,0.7838381701148608,0.15405711463776597,0.8715953366197476,0.1554270508259039,1
LIRCMOP6_BC,late,2.0,200.0,0.4034603907808608,0.043481564423651274,0.043481564423651274,0.057069798475758174,0.8307360940090046,0.06499949158357374,0.44071156494188163,0.16394894515981523,1
LIRCMOP6_BC,late,2.0,2000.0,0.2764809234273387,0.1503711115142491,0.1503711115142491,0.11937148373315792,2.2067665365170486,0.18225246905752504,1.1531973183075528,0.10706263052077294,1
LIRCMOP6_BC,late,3.0,20.0,0.4955780742625276,0.07161271053634222,0.07161271053634222,0.2097051615811253,0.9126607694371716,0.25216917638713837,0.9928232717448544,0.27380614717860163,1
