problem,stage,addedUpdates,pairedStreams,supportCount,exactDistanceRatioGeoMean,seenObjectiveGapRatioGeoMean,singletonObjectiveGapRatioGeoMean,conditionalSeenGapRatioGeoMean,objectiveGapRatioGeoMean,reverseCoverageGapRatioGeoMean,directionErrorRatioGeoMean,weightedDecisionMSERatioGeoMean
LIRCMOP6_BC,early,2000.0,3,0,0.8545789430788778,1.0754278929054606,1.0774054503959147,1.1210588366816876,0.9005993946389383,0.9730696509316596,0.9394248435203304,0.7503278725139675
LIRCMOP6_BC,late,20.0,3,3,0.42972410254411525,0.11377036907529908,0.11377036907529908,0.22760181971138485,0.869923599945254,0.2656951049909055,0.9581056593393413,0.20960884151536674
LIRCMOP6_BC,late,200.0,3,3,0.32972447124987103,0.03630929499093857,0.03630929499093857,0.04869799740529743,0.6556776979269141,0.05285165094786604,0.48631555315606284,0.1168933929640324
LIRCMOP6_BC,late,2000.0,3,3,0.3205282264450198,0.11343763037877003,0.11343763037877003,0.10176349974659236,1.4474826774315885,0.12968855590744763,1.0639280659277448,0.12817277801312937
LIRCMOP6_BC,middle,20.0,3,3,0.5011583527475088,0.15306703499641802,0.15306703499641802,0.20093775856325582,0.5771055258720411,0.27289409718943725,0.4533783566636358,0.2631852678709258
LIRCMOP6_BC,middle,200.0,3,3,0.333298913597988,0.08117142638681003,0.08117142638681003,0.11984868168828179,0.3569164038399237,0.1202274261221363,0.5640832974611384,0.12984977881853735
LIRCMOP6_BC,middle,2000.0,3,3,0.39904761278077927,0.26150496200024503,0.26150496200024503,0.3943461142610222,0.6029697022679849,0.3891864745284231,0.41604849234478963,0.2013667699673298
LIRCMOP7_BC,early,20.0,3,0,0.935751048227066,0.448856750247657,0.43993090037582655,0.9666268975052079,0.6504823308675076,1.3407005131132503,0.9641609162649224,0.8847125059352222
LIRCMOP7_BC,early,200.0,3,0,0.8667659463998453,0.5321259231544186,0.5186126699521796,0.9913543999832635,0.6630808466290911,1.7509323334753932,0.6353404293541595,0.7739876277173495
LIRCMOP7_BC,early,2000.0,3,0,0.8331107045812539,0.5999146552535561,0.5853536043209256,0.8433111246818097,0.6369300370541061,1.5474961451876061,0.32564624241772916,0.7204299920733086
LIRCMOP7_BC,late,20.0,3,1,0.9525260306863124,0.888934193780439,0.8821515884818112,0.9542865881168688,0.9176639682936455,1.0791471420925742,0.8164505238973582,0.9045552858913473
LIRCMOP7_BC,late,200.0,3,0,0.8680292760986317,1.0252964535929798,0.9737242539860741,0.8947263258597823,1.073218717565482,1.5322266967661256,0.6630021264431895,0.7498760360388042
LIRCMOP7_BC,late,2000.0,3,0,0.8521370388335859,0.777664074523403,0.7940819030578808,0.8699321542247659,0.7824475195611977,1.493054043639286,0.6204142468316686,0.7483199631036481
LIRCMOP7_BC,middle,20.0,3,0,0.9495195864863283,0.8956292912873676,0.884553234825377,0.9289666632775656,0.9348874958123402,1.0024260992009402,0.7235824274225767,0.9150219737054248
LIRCMOP7_BC,middle,200.0,3,0,0.8699877612754399,0.6287505869734729,0.6001178159676928,0.9473106253469075,0.7411708757599629,1.347593708803583,0.8037623523313465,0.7815919461773341
LIRCMOP7_BC,middle,2000.0,3,0,0.8642970343042098,0.47838834728960306,0.4604588714339472,0.8746580414080575,0.5722077876700724,1.4121503373113462,0.44891899092914794,0.80089657047293
LIRCMOP8_BC,early,20.0,3,0,0.8254608374744591,0.8627758476403113,0.8411513345491424,0.8752078207505793,0.941297379439005,1.994529406897358,0.7414944168576784,0.7055835788608116
LIRCMOP8_BC,early,200.0,3,0,0.8368814663588601,0.9059207329257558,0.8950803573294321,0.9151504036183075,0.8595771624263606,1.6446236984919655,0.8535746913376332,0.7438633789394588
LIRCMOP8_BC,early,2000.0,3,0,0.8305721014755588,0.7492671968678809,0.7367580865338672,0.8184781457681722,0.8877133636027299,1.2596971632252587,0.7130199996017607,0.7331022774545236
LIRCMOP8_BC,late,20.0,3,1,0.8496719766989134,0.8995739257678049,0.8305014004449781,0.9764000159080805,0.98159379615505,1.6783244068076253,0.6531789791719735,0.7499738689281713
LIRCMOP8_BC,late,200.0,3,0,0.862731481118672,0.9844829669542075,0.9679701164752561,1.084238560721196,1.028412763988678,1.7883202345775822,0.9007669932456766,0.7433325573520081
LIRCMOP8_BC,late,2000.0,3,0,0.8556725559502416,1.0091070279818268,1.0076295306648246,1.0829921631436983,0.9970396457346022,1.7687666809002527,0.8110527482432599,0.7586408125274642
LIRCMOP8_BC,middle,20.0,3,0,0.9353784194875178,1.0632269251379076,1.0681601257138729,1.100921370800258,1.0184596032639495,1.216116942059303,1.2334203832156956,0.9061421066863553
LIRCMOP8_BC,middle,200.0,3,0,0.8614925113407795,0.9545269503457112,0.9862605454982818,1.0226172010619257,0.811349607366236,1.6880451115682729,0.795448023187242,0.8041859777611063
LIRCMOP8_BC,middle,2000.0,3,0,0.7869698148021689,0.9870025524939503,0.9933391363670001,1.0485431475962654,0.9834893672651372,1.8407082899019067,0.5298154524774215,0.6632144706269906
