FE,IGD,HV,guidedCount,problem,stage,mode
54200,0.0779446083891162,0.170698185759155,0,LIRCMOP6_BC,middle,raw
54400,0.0778990623845078,0.170728572708754,0,LIRCMOP6_BC,middle,raw
54600,0.0777709930419278,0.170791530307696,0,LIRCMOP6_BC,middle,raw
54800,0.075175944831078,0.172392742058515,0,LIRCMOP6_BC,middle,raw
55000,0.0750573105827413,0.172464741279171,0,LIRCMOP6_BC,middle,raw
50000,0.128832032757393,0.167843840582042,0,LIRCMOP6_BC,middle,adversarial20
50200,0.128824640634203,0.167857680395621,20,LIRCMOP6_BC,middle,adversarial20
50400,0.0832485251670754,0.168779677433303,0,LIRCMOP6_BC,middle,adversarial20
50600,0.083162242660633,0.168852739056963,0,LIRCMOP6_BC,middle,adversarial20
50800,0.083138028781042,0.168874351653853,0,LIRCMOP6_BC,middle,adversarial20
51000,0.0830303962902078,0.168971295722989,0,LIRCMOP6_BC,middle,adversarial20
51200,0.0828816196715704,0.16903660084339,0,LIRCMOP6_BC,middle,adversarial20
51400,0.0827533801634104,0.16909831619629,0,LIRCMOP6_BC,middle,adversarial20
51600,0.0826956795063509,0.169160408657774,0,LIRCMOP6_BC,middle,adversarial20
51800,0.0826540347481395,0.169221509960334,0,LIRCMOP6_BC,middle,adversarial20
52000,0.082624825712442,0.169262525578486,0,LIRCMOP6_BC,middle,adversarial20
52200,0.0822539039060768,0.169432939831094,0,LIRCMOP6_BC,middle,adversarial20
52400,0.0821178759865708,0.169513983268177,0,LIRCMOP6_BC,middle,adversarial20
52600,0.0820707481465333,0.169556038936947,0,LIRCMOP6_BC,middle,adversarial20
52800,0.0819622025176286,0.16961186331249,0,LIRCMOP6_BC,middle,adversarial20
53000,0.080561959314639,0.169698324120644,0,LIRCMOP6_BC,middle,adversarial20
53200,0.0804805347478449,0.169747881340085,0,LIRCMOP6_BC,middle,adversarial20
53400,0.0804776169369927,0.169752585651252,0,LIRCMOP6_BC,middle,adversarial20
53600,0.080283902413848,0.16986320157813,0,LIRCMOP6_BC,middle,adversarial20
53800,0.0802016851074864,0.169913722522354,0,LIRCMOP6_BC,middle,adversarial20
54000,0.0800739373872152,0.169982185361308,0,LIRCMOP6_BC,middle,adversarial20
54200,0.0779446083891162,0.170698185759155,0,LIRCMOP6_BC,middle,adversarial20
54400,0.0778990623845078,0.170728572708754,0,LIRCMOP6_BC,middle,adversarial20
54600,0.0777709930419278,0.170791530307696,0,LIRCMOP6_BC,middle,adversarial20
54800,0.075175944831078,0.172392742058515,0,LIRCMOP6_BC,middle,adversarial20
55000,0.0750573105827413,0.172464741279171,0,LIRCMOP6_BC,middle,adversarial20
50000,0.128832032757393,0.167843840582042,0,LIRCMOP6_BC,middle,distance20
50200,0.128824640634203,0.167857680395621,20,LIRCMOP6_BC,middle,distance20
50400,0.128800841438718,0.167873458633172,0,LIRCMOP6_BC,middle,distance20
50600,0.128544017062564,0.168069845307246,0,LIRCMOP6_BC,middle,distance20
50800,0.128300716149216,0.168186273907823,0,LIRCMOP6_BC,middle,distance20
51000,0.097154470683195,0.168490182196652,0,LIRCMOP6_BC,middle,distance20
51200,0.0969979863420099,0.168565925027576,0,LIRCMOP6_BC,middle,distance20
51400,0.0886857303045214,0.171156288291949,0,LIRCMOP6_BC,middle,distance20
51600,0.0886612101873266,0.171191002087324,0,LIRCMOP6_BC,middle,distance20
51800,0.0884230144933749,0.171296092645779,0,LIRCMOP6_BC,middle,distance20
52000,0.0882957705074086,0.171371973521328,0,LIRCMOP6_BC,middle,distance20
52200,0.0881060592539172,0.171472869985528,0,LIRCMOP6_BC,middle,distance20
52400,0.0615622471286773,0.172867235244603,0,LIRCMOP6_BC,middle,distance20
52600,0.0572267134287806,0.174812750130626,0,LIRCMOP6_BC,middle,distance20
52800,0.0570741872722601,0.174914507748901,0,LIRCMOP6_BC,middle,distance20
53000,0.0569851583642215,0.174945295874368,0,LIRCMOP6_BC,middle,distance20
53200,0.0545524331766216,0.175406262302562,0,LIRCMOP6_BC,middle,distance20
53400,0.0544848981924561,0.175437221047828,0,LIRCMOP6_BC,middle,distance20
53600,0.0536347683430449,0.175565652280036,0,LIRCMOP6_BC,middle,distance20
53800,0.0536127011493722,0.175596527880167,0,LIRCMOP6_BC,middle,distance20
54000,0.0401588329492768,0.181034516290832,0,LIRCMOP6_BC,middle,distance20
54200,0.0362497126234082,0.182530774357823,0,LIRCMOP6_BC,middle,distance20
54400,0.0360947247998258,0.182610985779876,0,LIRCMOP6_BC,middle,distance20
54600,0.0360224880375275,0.182650089073133,0,LIRCMOP6_BC,middle,distance20
54800,0.0359515217132886,0.182698762321916,0,LIRCMOP6_BC,middle,distance20
55000,0.0358222200403601,0.182782705817434,0,LIRCMOP6_BC,middle,distance20
50000,0.128832032757393,0.167843840582042,0,LIRCMOP6_BC,middle,adversarial2000
50200,0.128824640634203,0.167857680395621,20,LIRCMOP6_BC,middle,adversarial2000
50400,0.128800841438718,0.167872512905544,0,LIRCMOP6_BC,middle,adversarial2000
50600,0.128792778691374,0.167909453789471,0,LIRCMOP6_BC,middle,adversarial2000
50800,0.128610543754087,0.168007278533757,0,LIRCMOP6_BC,middle,adversarial2000
51000,0.0794005146824435,0.171401940594988,0,LIRCMOP6_BC,middle,adversarial2000
51200,0.0792887127746348,0.171440550648031,0,LIRCMOP6_BC,middle,adversarial2000
51400,0.0792276744505677,0.171493003751089,0,LIRCMOP6_BC,middle,adversarial2000
51600,0.0790424820317568,0.171623362512447,0,LIRCMOP6_BC,middle,adversarial2000
51800,0.078871147715926,0.171702487293957,0,LIRCMOP6_BC,middle,adversarial2000
52000,0.0787637217289149,0.171759028260137,0,LIRCMOP6_BC,middle,adversarial2000
52200,0.0787101794185741,0.171829735149154,0,LIRCMOP6_BC,middle,adversarial2000
52400,0.0784147429820861,0.171990907250722,0,LIRCMOP6_BC,middle,adversarial2000
52600,0.0783350117822239,0.17203552271871,0,LIRCMOP6_BC,middle,adversarial2000
52800,0.0782028105057267,0.172127337348143,0,LIRCMOP6_BC,middle,adversarial2000
53000,0.0780975476547704,0.172178469079178,0,LIRCMOP6_BC,middle,adversarial2000
53200,0.0780364786718617,0.172273727503633,0,LIRCMOP6_BC,middle,adversarial2000
53400,0.0779261028003955,0.172327472853372,0,LIRCMOP6_BC,middle,adversarial2000
53600,0.057827676882345,0.174552308755806,0,LIRCMOP6_BC,middle,adversarial2000
53800,0.057684679141013,0.174641491868585,0,LIRCMOP6_BC,middle,adversarial2000
54000,0.0575594422800702,0.174705706130783,0,LIRCMOP6_BC,middle,adversarial2000
54200,0.0575107885149763,0.174747451239452,0,LIRCMOP6_BC,middle,adversarial2000
54400,0.0496818789757822,0.178067548432239,0,LIRCMOP6_BC,middle,adversarial2000
54600,0.0496265003343604,0.178101093617601,0,LIRCMOP6_BC,middle,adversarial2000
54800,0.0494670890791413,0.178183513726995,0,LIRCMOP6_BC,middle,adversarial2000
55000,0.0494508169144212,0.178215237946641,0,LIRCMOP6_BC,middle,adversarial2000
50000,0.128832032757393,0.167843840582042,0,LIRCMOP6_BC,middle,distance2000
50200,0.128517696916548,0.167961251978876,20,LIRCMOP6_BC,middle,distance2000
50400,0.128503650482085,0.168003863185665,0,LIRCMOP6_BC,middle,distance2000
50600,0.128477987436875,0.168030845419477,0,LIRCMOP6_BC,middle,distance2000
50800,0.128202222612857,0.168160456402232,0,LIRCMOP6_BC,middle,distance2000
51000,0.0974748715494019,0.168249365998566,0,LIRCMOP6_BC,middle,distance2000
51200,0.0974748715494019,0.168257357533091,0,LIRCMOP6_BC,middle,distance2000
51400,0.0972357227668108,0.168449613008754,0,LIRCMOP6_BC,middle,distance2000
51600,0.0969022439286729,0.168644367856562,0,LIRCMOP6_BC,middle,distance2000
51800,0.0678557459533289,0.171193596504286,0,LIRCMOP6_BC,middle,distance2000
52000,0.0678946315052257,0.171203284048368,0,LIRCMOP6_BC,middle,distance2000
52200,0.0676079868242094,0.171352101772621,0,LIRCMOP6_BC,middle,distance2000
52400,0.0675425905724123,0.171404987304869,0,LIRCMOP6_BC,middle,distance2000
52600,0.066727615098816,0.171893671924633,0,LIRCMOP6_BC,middle,distance2000
52800,0.0614172295350363,0.173893625425288,0,LIRCMOP6_BC,middle,distance2000
53000,0.0611934803657092,0.1741500395638,0,LIRCMOP6_BC,middle,distance2000
53200,0.061164368654645,0.174177442847606,0,LIRCMOP6_BC,middle,distance2000
53400,0.0610390826445064,0.174256778913518,0,LIRCMOP6_BC,middle,distance2000
53600,0.0592367908606783,0.174426338680684,0,LIRCMOP6_BC,middle,distance2000
53800,0.0591616349305623,0.174464871331773,0,LIRCMOP6_BC,middle,distance2000
54000,0.0590950527339666,0.174522669446387,0,LIRCMOP6_BC,middle,distance2000
54200,0.0580992251394534,0.174638881141292,0,LIRCMOP6_BC,middle,distance2000
54400,0.0445325170827626,0.180538444867008,0,LIRCMOP6_BC,middle,distance2000
54600,0.0431759384539987,0.180733390392189,0,LIRCMOP6_BC,middle,distance2000
54800,0.0403118125671359,0.182099054575688,0,LIRCMOP6_BC,middle,distance2000
55000,0.0402511569096102,0.182152894617582,0,LIRCMOP6_BC,middle,distance2000
50000,0.128832032757393,0.167843840582042,0,LIRCMOP6_BC,middle,de
50200,0.128824640634203,0.167857680395621,0,LIRCMOP6_BC,middle,de
50400,0.128765705218461,0.167926645202343,0,LIRCMOP6_BC,middle,de
50600,0.128717198941655,0.167950066802368,0,LIRCMOP6_BC,middle,de
50800,0.128645208204449,0.167990898909839,0,LIRCMOP6_BC,middle,de
51000,0.0978623992905277,0.16807256084652,0,LIRCMOP6_BC,middle,de
51200,0.0977303549001977,0.168158199855248,0,LIRCMOP6_BC,middle,de
51400,0.0975522696741032,0.168239404748243,0,LIRCMOP6_BC,middle,de
51600,0.0789935582333611,0.169089139188282,0,LIRCMOP6_BC,middle,de
51800,0.0789094314399803,0.169150890482369,0,LIRCMOP6_BC,middle,de
52000,0.078906494727875,0.169173957608272,0,LIRCMOP6_BC,middle,de
52200,0.0787665114246916,0.169263478403948,0,LIRCMOP6_BC,middle,de
52400,0.0618187548216706,0.172436109484366,0,LIRCMOP6_BC,middle,de
52600,0.061325917152712,0.17262269020394,0,LIRCMOP6_BC,middle,de
52800,0.0612065059482367,0.172652035864887,0,LIRCMOP6_BC,middle,de
53000,0.0610111879554337,0.172767224910809,0,LIRCMOP6_BC,middle,de
53200,0.0610111795457121,0.172783640945028,0,LIRCMOP6_BC,middle,de
53400,0.0602440621297397,0.173074881150596,0,LIRCMOP6_BC,middle,de
53600,0.0462700202804235,0.178465494748866,0,LIRCMOP6_BC,middle,de
53800,0.0409073125113578,0.180902333296874,0,LIRCMOP6_BC,middle,de
54000,0.0408491129780456,0.180995907734289,0,LIRCMOP6_BC,middle,de
54200,0.0408213547982522,0.181027221888277,0,LIRCMOP6_BC,middle,de
54400,0.0407057675307449,0.181072837331359,0,LIRCMOP6_BC,middle,de
54600,0.0398327619215706,0.181603761785813,0,LIRCMOP6_BC,middle,de
54800,0.0398080029131604,0.181698823501626,0,LIRCMOP6_BC,middle,de
55000,0.0393892746616467,0.181847906394006,0,LIRCMOP6_BC,middle,de
50000,0.128832032757393,0.167843840582042,0,LIRCMOP6_BC,middle,pair_only
50200,0.124578054487575,0.169027838343358,8,LIRCMOP6_BC,middle,pair_only
50400,0.124491011927049,0.169081640006379,0,LIRCMOP6_BC,middle,pair_only
50600,0.124405407006375,0.169137857443494,0,LIRCMOP6_BC,middle,pair_only
50800,0.124321795396216,0.169183963643764,0,LIRCMOP6_BC,middle,pair_only
51000,0.124263316933328,0.169217462920016,0,LIRCMOP6_BC,middle,pair_only
51200,0.124191800007945,0.16928933121775,0,LIRCMOP6_BC,middle,pair_only
51400,0.123858447993529,0.169465936877829,0,LIRCMOP6_BC,middle,pair_only
51600,0.0879502716628139,0.169865360945405,0,LIRCMOP6_BC,middle,pair_only
51800,0.0878759722865831,0.169915791307496,0,LIRCMOP6_BC,middle,pair_only
52000,0.0876357984224998,0.170005988075926,0,LIRCMOP6_BC,middle,pair_only
52200,0.0875985512428658,0.170076891233699,0,LIRCMOP6_BC,middle,pair_only
52400,0.0875528688263033,0.170111814290015,0,LIRCMOP6_BC,middle,pair_only
52600,0.0831271043347132,0.170407559140339,0,LIRCMOP6_BC,middle,pair_only
52800,0.0576994531317657,0.174784590050986,0,LIRCMOP6_BC,middle,pair_only
53000,0.0576881863817981,0.17480560847563,0,LIRCMOP6_BC,middle,pair_only
53200,0.0576081358637578,0.174853219093362,0,LIRCMOP6_BC,middle,pair_only
53400,0.0573737950158058,0.174980673820699,0,LIRCMOP6_BC,middle,pair_only
53600,0.0573473635677242,0.175012055057522,0,LIRCMOP6_BC,middle,pair_only
53800,0.0573072397212526,0.175043323839383,0,LIRCMOP6_BC,middle,pair_only
54000,0.0572997340917529,0.175085355673393,0,LIRCMOP6_BC,middle,pair_only
54200,0.0572507062626287,0.175110260348783,0,LIRCMOP6_BC,middle,pair_only
54400,0.0572052433908481,0.175134397142373,0,LIRCMOP6_BC,middle,pair_only
54600,0.0571240434103682,0.175191559902786,0,LIRCMOP6_BC,middle,pair_only
54800,0.0548549361229374,0.176440912101774,0,LIRCMOP6_BC,middle,pair_only
55000,0.0514596151394114,0.177345840545539,0,LIRCMOP6_BC,middle,pair_only
80000,0.0198650529916481,0.19138170606229,0,LIRCMOP6_BC,late,raw
80200,0.0197278617167949,0.191427015198849,0,LIRCMOP6_BC,late,raw
80400,0.0196557025341319,0.191466679287658,0,LIRCMOP6_BC,late,raw
80600,0.0192685692547451,0.191608723757524,0,LIRCMOP6_BC,late,raw
80800,0.0192314892937502,0.191628297260174,0,LIRCMOP6_BC,late,raw
81000,0.0191731170070698,0.191649688790325,0,LIRCMOP6_BC,late,raw
81200,0.0191855384023956,0.191648156200914,0,LIRCMOP6_BC,late,raw
81400,0.0190180927546556,0.191730847999108,0,LIRCMOP6_BC,late,raw
81600,0.0190135815033455,0.191732505091861,0,LIRCMOP6_BC,late,raw
81800,0.0190205861976637,0.191731858299228,0,LIRCMOP6_BC,late,raw
82000,0.0190165074253132,0.191738906743031,0,LIRCMOP6_BC,late,raw
82200,0.0190281432473705,0.191724329401097,0,LIRCMOP6_BC,late,raw
82400,0.0189875379921459,0.191742518293987,0,LIRCMOP6_BC,late,raw
82600,0.0190378807885548,0.191718680101427,0,LIRCMOP6_BC,late,raw
82800,0.019042701029684,0.191726302007876,0,LIRCMOP6_BC,late,raw
83000,0.0189759727351756,0.191753092694432,0,LIRCMOP6_BC,late,raw
83200,0.018894629932626,0.191783984217125,0,LIRCMOP6_BC,late,raw
83400,0.0189054450541643,0.191769748060011,0,LIRCMOP6_BC,late,raw
83600,0.0177701819130123,0.19180835687424,0,LIRCMOP6_BC,late,raw
83800,0.0177443806506223,0.191813924997358,0,LIRCMOP6_BC,late,raw
84000,0.0175769390376578,0.191879588235804,0,LIRCMOP6_BC,late,raw
84200,0.0175769390376578,0.191879588235804,0,LIRCMOP6_BC,late,raw
84400,0.0175186883690101,0.191923339478931,0,LIRCMOP6_BC,late,raw
84600,0.0175232141370946,0.19190960611407,0,LIRCMOP6_BC,late,raw
84800,0.0174642079810756,0.191926463289178,0,LIRCMOP6_BC,late,raw
85000,0.0174310306874584,0.191950167007709,0,LIRCMOP6_BC,late,raw
80000,0.0198650529916481,0.19138170606229,0,LIRCMOP6_BC,late,adversarial20
80200,0.0197278617167949,0.191427015198849,0,LIRCMOP6_BC,late,adversarial20
80400,0.0196557025341319,0.191466679287658,0,LIRCMOP6_BC,late,adversarial20
80600,0.0192685692547451,0.191608723757524,0,LIRCMOP6_BC,late,adversarial20
80800,0.0192314892937502,0.191628297260174,0,LIRCMOP6_BC,late,adversarial20
81000,0.0191731170070698,0.191649688790325,0,LIRCMOP6_BC,late,adversarial20
81200,0.0191855384023956,0.191648156200914,0,LIRCMOP6_BC,late,adversarial20
81400,0.0190180927546556,0.191730847999108,0,LIRCMOP6_BC,late,adversarial20
81600,0.0190135815033455,0.191732505091861,0,LIRCMOP6_BC,late,adversarial20
81800,0.0190205861976637,0.191731858299228,0,LIRCMOP6_BC,late,adversarial20
82000,0.0190165074253132,0.191738906743031,0,LIRCMOP6_BC,late,adversarial20
82200,0.0190281432473705,0.191724329401097,0,LIRCMOP6_BC,late,adversarial20
82400,0.0189875379921459,0.191742518293987,0,LIRCMOP6_BC,late,adversarial20
82600,0.0190378807885548,0.191718680101427,0,LIRCMOP6_BC,late,adversarial20
82800,0.019042701029684,0.191726302007876,0,LIRCMOP6_BC,late,adversarial20
83000,0.0189759727351756,0.191753092694432,0,LIRCMOP6_BC,late,adversarial20
83200,0.018894629932626,0.191783984217125,0,LIRCMOP6_BC,late,adversarial20
83400,0.0189054450541643,0.191769748060011,0,LIRCMOP6_BC,late,adversarial20
83600,0.0177701819130123,0.19180835687424,0,LIRCMOP6_BC,late,adversarial20
83800,0.0177443806506223,0.191813924997358,0,LIRCMOP6_BC,late,adversarial20
84000,0.0175769390376578,0.191879588235804,0,LIRCMOP6_BC,late,adversarial20
84200,0.0175769390376578,0.191879588235804,0,LIRCMOP6_BC,late,adversarial20
84400,0.0175186883690101,0.191923339478931,0,LIRCMOP6_BC,late,adversarial20
84600,0.0175232141370946,0.19190960611407,0,LIRCMOP6_BC,late,adversarial20
84800,0.0174642079810756,0.191926463289178,0,LIRCMOP6_BC,late,adversarial20
85000,0.0174310306874584,0.191950167007709,0,LIRCMOP6_BC,late,adversarial20
80000,0.0198650529916481,0.19138170606229,0,LIRCMOP6_BC,late,distance20
80200,0.0197278617167949,0.191427015198849,0,LIRCMOP6_BC,late,distance20
80400,0.0196557025341319,0.191466679287658,0,LIRCMOP6_BC,late,distance20
80600,0.0192685692547451,0.191608723757524,0,LIRCMOP6_BC,late,distance20
80800,0.0192314892937502,0.191628297260174,0,LIRCMOP6_BC,late,distance20
81000,0.0191731170070698,0.191649688790325,0,LIRCMOP6_BC,late,distance20
81200,0.0191855384023956,0.191648156200914,0,LIRCMOP6_BC,late,distance20
81400,0.0190180927546556,0.191730847999108,0,LIRCMOP6_BC,late,distance20
81600,0.0190135815033455,0.191732505091861,0,LIRCMOP6_BC,late,distance20
81800,0.0190205861976637,0.191731858299228,0,LIRCMOP6_BC,late,distance20
82000,0.0190165074253132,0.191738906743031,0,LIRCMOP6_BC,late,distance20
82200,0.0190281432473705,0.191724329401097,0,LIRCMOP6_BC,late,distance20
82400,0.0189875379921459,0.191742518293987,0,LIRCMOP6_BC,late,distance20
82600,0.0190378807885548,0.191718680101427,0,LIRCMOP6_BC,late,distance20
82800,0.019042701029684,0.191726302007876,0,LIRCMOP6_BC,late,distance20
83000,0.0189759727351756,0.191753092694432,0,LIRCMOP6_BC,late,distance20
83200,0.018894629932626,0.191783984217125,0,LIRCMOP6_BC,late,distance20
83400,0.0189054450541643,0.191769748060011,0,LIRCMOP6_BC,late,distance20
83600,0.0177701819130123,0.19180835687424,0,LIRCMOP6_BC,late,distance20
83800,0.0177443806506223,0.191813924997358,0,LIRCMOP6_BC,late,distance20
84000,0.0175769390376578,0.191879588235804,0,LIRCMOP6_BC,late,distance20
84200,0.0175769390376578,0.191879588235804,0,LIRCMOP6_BC,late,distance20
84400,0.0175186883690101,0.191923339478931,0,LIRCMOP6_BC,late,distance20
84600,0.0175232141370946,0.19190960611407,0,LIRCMOP6_BC,late,distance20
84800,0.0174642079810756,0.191926463289178,0,LIRCMOP6_BC,late,distance20
85000,0.0174310306874584,0.191950167007709,0,LIRCMOP6_BC,late,distance20
80000,0.0198650529916481,0.19138170606229,0,LIRCMOP6_BC,late,adversarial2000
80200,0.0197278617167949,0.191427015198849,0,LIRCMOP6_BC,late,adversarial2000
80400,0.0196557025341319,0.191466679287658,0,LIRCMOP6_BC,late,adversarial2000
80600,0.0192685692547451,0.191608723757524,0,LIRCMOP6_BC,late,adversarial2000
80800,0.0192314892937502,0.191628297260174,0,LIRCMOP6_BC,late,adversarial2000
81000,0.0191731170070698,0.191649688790325,0,LIRCMOP6_BC,late,adversarial2000
81200,0.0191855384023956,0.191648156200914,0,LIRCMOP6_BC,late,adversarial2000
81400,0.0190180927546556,0.191730847999108,0,LIRCMOP6_BC,late,adversarial2000
81600,0.0190135815033455,0.191732505091861,0,LIRCMOP6_BC,late,adversarial2000
81800,0.0190205861976637,0.191731858299228,0,LIRCMOP6_BC,late,adversarial2000
82000,0.0190165074253132,0.191738906743031,0,LIRCMOP6_BC,late,adversarial2000
82200,0.0190281432473705,0.191724329401097,0,LIRCMOP6_BC,late,adversarial2000
82400,0.0189875379921459,0.191742518293987,0,LIRCMOP6_BC,late,adversarial2000
82600,0.0190378807885548,0.191718680101427,0,LIRCMOP6_BC,late,adversarial2000
82800,0.019042701029684,0.191726302007876,0,LIRCMOP6_BC,late,adversarial2000
83000,0.0189759727351756,0.191753092694432,0,LIRCMOP6_BC,late,adversarial2000
83200,0.018894629932626,0.191783984217125,0,LIRCMOP6_BC,late,adversarial2000
83400,0.0189054450541643,0.191769748060011,0,LIRCMOP6_BC,late,adversarial2000
83600,0.0177701819130123,0.19180835687424,0,LIRCMOP6_BC,late,adversarial2000
83800,0.0177443806506223,0.191813924997358,0,LIRCMOP6_BC,late,adversarial2000
84000,0.0175769390376578,0.191879588235804,0,LIRCMOP6_BC,late,adversarial2000
84200,0.0175769390376578,0.191879588235804,0,LIRCMOP6_BC,late,adversarial2000
84400,0.0175186883690101,0.191923339478931,0,LIRCMOP6_BC,late,adversarial2000
84600,0.0175232141370946,0.19190960611407,0,LIRCMOP6_BC,late,adversarial2000
84800,0.0174642079810756,0.191926463289178,0,LIRCMOP6_BC,late,adversarial2000
85000,0.0174310306874584,0.191950167007709,0,LIRCMOP6_BC,late,adversarial2000
80000,0.0198650529916481,0.19138170606229,0,LIRCMOP6_BC,late,distance2000
80200,0.0197278617167949,0.191427015198849,0,LIRCMOP6_BC,late,distance2000
80400,0.0196557025341319,0.191466679287658,0,LIRCMOP6_BC,late,distance2000
80600,0.0192685692547451,0.191608723757524,0,LIRCMOP6_BC,late,distance2000
80800,0.0192314892937502,0.191628297260174,0,LIRCMOP6_BC,late,distance2000
81000,0.0191731170070698,0.191649688790325,0,LIRCMOP6_BC,late,distance2000
81200,0.0191855384023956,0.191648156200914,0,LIRCMOP6_BC,late,distance2000
81400,0.0190180927546556,0.191730847999108,0,LIRCMOP6_BC,late,distance2000
81600,0.0190135815033455,0.191732505091861,0,LIRCMOP6_BC,late,distance2000
81800,0.0190205861976637,0.191731858299228,0,LIRCMOP6_BC,late,distance2000
82000,0.0190165074253132,0.191738906743031,0,LIRCMOP6_BC,late,distance2000
82200,0.0190281432473705,0.191724329401097,0,LIRCMOP6_BC,late,distance2000
82400,0.0189875379921459,0.191742518293987,0,LIRCMOP6_BC,late,distance2000
82600,0.0190378807885548,0.191718680101427,0,LIRCMOP6_BC,late,distance2000
82800,0.019042701029684,0.191726302007876,0,LIRCMOP6_BC,late,distance2000
83000,0.0189759727351756,0.191753092694432,0,LIRCMOP6_BC,late,distance2000
83200,0.018894629932626,0.191783984217125,0,LIRCMOP6_BC,late,distance2000
83400,0.0189054450541643,0.191769748060011,0,LIRCMOP6_BC,late,distance2000
83600,0.0177701819130123,0.19180835687424,0,LIRCMOP6_BC,late,distance2000
83800,0.0177443806506223,0.191813924997358,0,LIRCMOP6_BC,late,distance2000
84000,0.0175769390376578,0.191879588235804,0,LIRCMOP6_BC,late,distance2000
84200,0.0175769390376578,0.191879588235804,0,LIRCMOP6_BC,late,distance2000
84400,0.0175186883690101,0.191923339478931,0,LIRCMOP6_BC,late,distance2000
84600,0.0175232141370946,0.19190960611407,0,LIRCMOP6_BC,late,distance2000
84800,0.0174642079810756,0.191926463289178,0,LIRCMOP6_BC,late,distance2000
85000,0.0174310306874584,0.191950167007709,0,LIRCMOP6_BC,late,distance2000
80000,0.0198650529916481,0.19138170606229,0,LIRCMOP6_BC,late,de
80200,0.0197278617167949,0.191427015198849,0,LIRCMOP6_BC,late,de
80400,0.0196557025341319,0.191466679287658,0,LIRCMOP6_BC,late,de
80600,0.0192685692547451,0.191608723757524,0,LIRCMOP6_BC,late,de
80800,0.0192314892937502,0.191628297260174,0,LIRCMOP6_BC,late,de
81000,0.0191731170070698,0.191649688790325,0,LIRCMOP6_BC,late,de
81200,0.0191855384023956,0.191648156200914,0,LIRCMOP6_BC,late,de
81400,0.0190180927546556,0.191730847999108,0,LIRCMOP6_BC,late,de
81600,0.0190135815033455,0.191732505091861,0,LIRCMOP6_BC,late,de
81800,0.0190205861976637,0.191731858299228,0,LIRCMOP6_BC,late,de
82000,0.0190165074253132,0.191738906743031,0,LIRCMOP6_BC,late,de
82200,0.0190281432473705,0.191724329401097,0,LIRCMOP6_BC,late,de
82400,0.0189875379921459,0.191742518293987,0,LIRCMOP6_BC,late,de
82600,0.0190378807885548,0.191718680101427,0,LIRCMOP6_BC,late,de
82800,0.019042701029684,0.191726302007876,0,LIRCMOP6_BC,late,de
83000,0.0189759727351756,0.191753092694432,0,LIRCMOP6_BC,late,de
83200,0.018894629932626,0.191783984217125,0,LIRCMOP6_BC,late,de
83400,0.0189054450541643,0.191769748060011,0,LIRCMOP6_BC,late,de
83600,0.0177701819130123,0.19180835687424,0,LIRCMOP6_BC,late,de
83800,0.0177443806506223,0.191813924997358,0,LIRCMOP6_BC,late,de
84000,0.0175769390376578,0.191879588235804,0,LIRCMOP6_BC,late,de
84200,0.0175769390376578,0.191879588235804,0,LIRCMOP6_BC,late,de
84400,0.0175186883690101,0.191923339478931,0,LIRCMOP6_BC,late,de
84600,0.0175232141370946,0.19190960611407,0,LIRCMOP6_BC,late,de
84800,0.0174642079810756,0.191926463289178,0,LIRCMOP6_BC,late,de
85000,0.0174310306874584,0.191950167007709,0,LIRCMOP6_BC,late,de
80000,0.0198650529916481,0.19138170606229,0,LIRCMOP6_BC,late,pair_only
80200,0.0197278617167949,0.191427015198849,0,LIRCMOP6_BC,late,pair_only
80400,0.0196557025341319,0.191466679287658,0,LIRCMOP6_BC,late,pair_only
80600,0.0192685692547451,0.191608723757524,0,LIRCMOP6_BC,late,pair_only
80800,0.0192314892937502,0.191628297260174,0,LIRCMOP6_BC,late,pair_only
81000,0.0191731170070698,0.191649688790325,0,LIRCMOP6_BC,late,pair_only
81200,0.0191855384023956,0.191648156200914,0,LIRCMOP6_BC,late,pair_only
81400,0.0190180927546556,0.191730847999108,0,LIRCMOP6_BC,late,pair_only
81600,0.0190135815033455,0.191732505091861,0,LIRCMOP6_BC,late,pair_only
81800,0.0190205861976637,0.191731858299228,0,LIRCMOP6_BC,late,pair_only
82000,0.0190165074253132,0.191738906743031,0,LIRCMOP6_BC,late,pair_only
82200,0.0190281432473705,0.191724329401097,0,LIRCMOP6_BC,late,pair_only
82400,0.0189875379921459,0.191742518293987,0,LIRCMOP6_BC,late,pair_only
82600,0.0190378807885548,0.191718680101427,0,LIRCMOP6_BC,late,pair_only
82800,0.019042701029684,0.191726302007876,0,LIRCMOP6_BC,late,pair_only
83000,0.0189759727351756,0.191753092694432,0,LIRCMOP6_BC,late,pair_only
83200,0.018894629932626,0.191783984217125,0,LIRCMOP6_BC,late,pair_only
83400,0.0189054450541643,0.191769748060011,0,LIRCMOP6_BC,late,pair_only
83600,0.0177701819130123,0.19180835687424,0,LIRCMOP6_BC,late,pair_only
83800,0.0177443806506223,0.191813924997358,0,LIRCMOP6_BC,late,pair_only
84000,0.0175769390376578,0.191879588235804,0,LIRCMOP6_BC,late,pair_only
84200,0.0175769390376578,0.191879588235804,0,LIRCMOP6_BC,late,pair_only
84400,0.0175186883690101,0.191923339478931,0,LIRCMOP6_BC,late,pair_only
84600,0.0175232141370946,0.19190960611407,0,LIRCMOP6_BC,late,pair_only
