problem,FE,pairedRuns,quota20Mean,quota20Std,quota20Median,quota30Mean,quota30Std,quota30Median,quota40Mean,quota40Std,quota40Median,quota50Mean,quota50Std,quota50Median,bestMeanQuota,meanDelta30Minus20,quota30Wins,quota20WinsVs30,ties30,signTestP30Vs20,meanDelta40Minus20,quota40Wins,quota20WinsVs40,ties40,signTestP40Vs20,meanDelta50Minus20,quota50Wins,quota20WinsVs50,ties50,signTestP50Vs20
LIRCMOP7_BC,10000,10,0.526500406342818,0.628835266642979,0.201454567486822,0.39692859531346,0.459769197483739,0.259792888136358,0.253586810029603,0.1485658271386,0.22158191520538,0.421779005560413,0.45389216549557,0.287493402373213,40,-0.129571811029358,6,4,0,0.75390625,-0.272913596313216,5,5,0,1,-0.104721400782405,4,6,0,0.75390625
LIRCMOP7_BC,20000,10,0.132913729526314,0.0234920587925332,0.130955077946946,0.139945388742589,0.0390904342789298,0.128972861043044,0.119648024635445,0.0225005664626728,0.121188218979753,0.138134371919627,0.0236029117588852,0.140011630122931,40,0.00703165921627527,5,5,0,1,-0.0132657048908689,5,5,0,1,0.00522064239331312,2,8,0,0.109375
LIRCMOP7_BC,30000,10,0.0927891891496893,0.042357630371299,0.105540019866466,0.0984817715423669,0.0323528005441171,0.0979696728933102,0.0998709599979952,0.0299481147346718,0.10867097720037,0.116649590896871,0.0254154069413259,0.121609263839618,20,0.0056925823926776,6,4,0,0.75390625,0.00708177084830589,4,6,0,0.75390625,0.0238604017471816,3,7,0,0.34375
LIRCMOP7_BC,40000,10,0.0666143761652651,0.0445398418008416,0.0635487956261132,0.0583289015872655,0.0396089373378507,0.0517450023772718,0.0743821918219588,0.0352701987170814,0.0866851684299424,0.0789737767963852,0.0357403294239053,0.0837467018822541,30,-0.0082854745779996,5,5,0,1,0.0077678156566937,4,6,0,0.75390625,0.0123594006311201,4,6,0,0.75390625
LIRCMOP7_BC,50000,10,0.0533511093521468,0.0443228461783446,0.0423896878658353,0.0434081354152612,0.0376450436391245,0.0220298041758258,0.0442070965141182,0.0346371898278719,0.0253150346865513,0.05361534524467,0.0454395682193224,0.0491040384887428,30,-0.00994297393688556,5,5,0,1,-0.00914401283802855,5,5,0,1,0.000264235892523204,4,6,0,0.75390625
LIRCMOP7_BC,60000,10,0.0337583374784931,0.0346181815745942,0.0153695498348847,0.0216624053529482,0.0191275135080897,0.0147131460932455,0.0208626256191195,0.0190897424531955,0.0114905064911872,0.0350077946600603,0.0399111081031516,0.0139626921324424,40,-0.0120959321255448,7,3,0,0.34375,-0.0128957118593735,6,4,0,0.75390625,0.0012494571815672,4,6,0,0.75390625
LIRCMOP7_BC,70000,10,0.0196610904927603,0.0249712590657426,0.00972640158441223,0.0153279643599025,0.0113867745923919,0.0105495061337403,0.0175081011626022,0.0175248754843064,0.00936146831304159,0.0248458899223777,0.0355071222128814,0.0104987223891734,30,-0.00433312613285772,6,4,0,0.75390625,-0.00215298933015809,5,5,0,1,0.00518479942961741,4,6,0,0.75390625
LIRCMOP7_BC,80000,10,0.0173223384803159,0.0254017627862846,0.00916542432770347,0.00971597760673065,0.00145752009675169,0.00958700227362322,0.0134571431128604,0.0119209963177586,0.00882045357869414,0.0211758816094713,0.0354785620286552,0.00964114933952816,30,-0.0076063608735853,4,6,0,0.75390625,-0.00386519536745555,7,3,0,0.34375,0.00385354312915534,4,6,0,0.75390625
LIRCMOP7_BC,90000,10,0.0168130854248582,0.0255956861909306,0.00880436265523129,0.00896553540048789,0.000638990710332695,0.00891111075326714,0.0123268905175958,0.0106291133914153,0.00866652934475032,0.0171856615065854,0.0249611249640934,0.00907430365977534,30,-0.0078475500243703,4,6,0,0.75390625,-0.00448619490726243,6,4,0,0.75390625,0.000372576081727257,4,6,0,0.75390625
LIRCMOP7_BC,100000,10,0.0166473803713534,0.0256284329247799,0.00854171863014912,0.00853488306246739,0.000501768069520979,0.00850483574798112,0.0118668104701712,0.0105825951645624,0.00841652540058183,0.0168598906087286,0.0249525766910102,0.00860569141665197,30,-0.00811249730888598,6,4,0,0.75390625,-0.00478056990118213,6,4,0,0.75390625,0.000212510237375186,5,5,0,1
LIRCMOP8_BC,10000,10,1.04263056123378,0.681924256402075,1.12010985142198,1.09255991441032,0.634843276220101,1.1900279134751,1.0977859711674,0.6276921589373,1.18127178742679,0.919984578556099,0.667717187230261,0.559949499015617,50,0.0499293531765316,3,7,0,0.34375,0.055155409933616,3,7,0,0.34375,-0.122645982677686,4,6,0,0.75390625
LIRCMOP8_BC,20000,10,0.222076361382426,0.0521535678893703,0.215170731724227,0.259011183391568,0.102361010487753,0.209798501753481,0.229243475576584,0.0716942372162702,0.212590616594881,0.280200728663923,0.0791916308742007,0.276815294252824,20,0.0369348220091416,3,7,0,0.34375,0.00716711419415766,7,3,0,0.34375,0.0581243672814967,2,8,0,0.109375
LIRCMOP8_BC,30000,10,0.152387335202936,0.0537803316254614,0.13260821491667,0.194258748932946,0.079512084655999,0.161924423525997,0.184678003605785,0.0741853148647802,0.169367746691786,0.225507101495109,0.092882990973098,0.204098306335731,20,0.0418714137300104,2,8,0,0.109375,0.0322906684028491,3,7,0,0.34375,0.0731197662921736,2,8,0,0.109375
LIRCMOP8_BC,40000,10,0.107448402947213,0.0464785480766087,0.108212888893895,0.0671315594392055,0.0462018697201491,0.0638697075457673,0.115331512731248,0.0698130068258688,0.124263595935617,0.0949122169286699,0.04906411417874,0.0906435667116515,30,-0.0403168435080075,7,3,0,0.34375,0.00788310978403477,3,7,0,0.34375,-0.0125361860185431,6,4,0,0.75390625
LIRCMOP8_BC,50000,10,0.0453399750507385,0.0372293991021587,0.0270420565572176,0.0344220681484741,0.0381939022030176,0.0128568368277674,0.0580863055531428,0.0578475023357332,0.0313226156326453,0.0359742807100034,0.0306952627538585,0.0165584642030388,30,-0.0109179069022644,7,3,0,0.34375,0.0127463305024044,3,7,0,0.34375,-0.00936569434073511,7,3,0,0.34375
LIRCMOP8_BC,60000,10,0.0182508355151059,0.0228784723360291,0.0110509327633078,0.0238346381802429,0.0275671281790653,0.0108307413969754,0.0268192099101383,0.0337038186663852,0.0114434794093028,0.0246415107017064,0.024820562799829,0.010836564574673,20,0.00558380266513707,5,5,0,1,0.00856837439503246,4,6,0,0.75390625,0.00639067518660055,5,5,0,1
LIRCMOP8_BC,70000,10,0.011358714354332,0.00608417580357281,0.00945868176554705,0.0216507362867866,0.0260909433227746,0.00962839577806564,0.0112769476219799,0.00382726147567952,0.00963512686841633,0.0217916765635505,0.0257772627357284,0.010010373392627,40,0.0102920219324546,5,5,0,1,-8.17667323521133e-05,4,6,0,0.75390625,0.0104329622092185,4,6,0,0.75390625
LIRCMOP8_BC,80000,10,0.00878239424589857,0.00049456001419937,0.00859460740834899,0.017947423348683,0.0201761068647329,0.00900963003612638,0.00937256389206962,0.000821162610259406,0.00907232759807553,0.0200762344994803,0.0236429813656456,0.00965672767165159,20,0.00916502910278445,2,8,0,0.109375,0.000590169646171052,3,7,0,0.34375,0.0112938402535817,3,7,0,0.34375
LIRCMOP8_BC,90000,10,0.00831734450469002,0.000292423745811592,0.00845291762978972,0.0128152708566769,0.0132129580647005,0.00861179748814562,0.00887740318768831,0.000504905516347463,0.00882338911991312,0.0170457104260739,0.0182446355205678,0.00890507874036818,20,0.00449792635198689,3,7,0,0.34375,0.000560058682998287,1,9,0,0.021484375,0.00872836592138384,2,8,0,0.109375
LIRCMOP8_BC,100000,10,0.008067112144634,0.000295228772131675,0.00805455140572598,0.0124580145425911,0.0132564287248278,0.00830465528282606,0.00848519381426572,0.000333814015343551,0.00849782678359553,0.0115081370415836,0.00800782084197858,0.00848365987009906,20,0.00439090239795714,3,7,0,0.34375,0.000418081669631725,1,9,0,0.021484375,0.00344102489694963,2,8,0,0.109375
LIRCMOP10_BC,10000,10,0.754364406427559,0.0841598671286716,0.734575220731127,0.715391021826174,0.104599218147836,0.692536372630886,0.730784727900266,0.0912469999006091,0.698758379804483,0.722219074355341,0.077435397939401,0.724825994236478,30,-0.038973384601385,8,2,0,0.109375,-0.0235796785272925,6,4,0,0.75390625,-0.0321453320722178,5,5,0,1
LIRCMOP10_BC,20000,10,0.514227241410296,0.105255532176877,0.445740710613495,0.470915094856453,0.124624798130697,0.443341919723713,0.495693565909805,0.111567906848694,0.424732345831388,0.508262125199796,0.103194404650366,0.447172972004361,30,-0.043312146553843,7,3,0,0.34375,-0.0185336755004904,7,3,0,0.34375,-0.00596511621049952,4,6,0,0.75390625
LIRCMOP10_BC,30000,10,0.342944311900604,0.13509679072833,0.283666706182651,0.35351817242702,0.133189242936312,0.292808939898562,0.336939664271524,0.123270059737606,0.277793707599457,0.346038714481796,0.114821620756832,0.298349596209962,40,0.0105738605264156,4,6,0,0.75390625,-0.0060046476290808,7,3,0,0.34375,0.00309440258119174,5,5,0,1
LIRCMOP10_BC,40000,10,0.262361370228315,0.072977000684055,0.236111412295347,0.249289827210443,0.0679937461829858,0.235112751382878,0.2609111635844,0.0607335975878588,0.237471313536163,0.24147161211052,0.0199854862201231,0.235967666395187,50,-0.0130715430178725,6,4,0,0.75390625,-0.00145020664391497,8,2,0,0.109375,-0.020889758117795,5,5,0,1
LIRCMOP10_BC,50000,10,0.229377101475515,0.0242257736950502,0.222144092044478,0.192791380142738,0.0569734649988048,0.219678345837112,0.213875928759983,0.0220499780703369,0.219998802514118,0.20923442233447,0.0405473502414457,0.221458460796839,30,-0.0365857213327766,6,4,0,0.75390625,-0.0155011727155317,8,2,0,0.109375,-0.0201426791410447,5,5,0,1
LIRCMOP10_BC,60000,10,0.1714794157404,0.0457755720167452,0.169122273950427,0.165899888647298,0.0637470427102862,0.184761810674965,0.178441941534571,0.0598623976138682,0.216487233638816,0.180767487556063,0.0578134537408515,0.217609881814747,30,-0.00557952709310205,6,4,0,0.75390625,0.00696252579417125,4,6,0,0.75390625,0.00928807181566341,2,8,0,0.109375
LIRCMOP10_BC,70000,10,0.120993351968567,0.0452184168252218,0.117617710097123,0.108322585415159,0.0683430837990928,0.112177468091299,0.136560449000536,0.0627079733605795,0.126762828892966,0.140638738863031,0.0518592945446906,0.132463153461576,30,-0.0126707665534079,5,5,0,1,0.01556709703197,5,5,0,1,0.0196453868944644,3,7,0,0.34375
LIRCMOP10_BC,80000,10,0.0748107247073709,0.0451143981951136,0.0765073634279247,0.0736800496754011,0.0504710230746457,0.0689879625548672,0.0958737053460627,0.0596456333703692,0.10367247052727,0.10355262511994,0.0348935069201298,0.114590579633116,30,-0.00113067503196986,4,6,0,0.75390625,0.0210629806386917,4,6,0,0.75390625,0.0287419004125691,3,7,0,0.34375
LIRCMOP10_BC,90000,10,0.0500656526781748,0.0391040589274218,0.0288549041458976,0.0427502502007181,0.0327936128825018,0.0253689331326372,0.0661266519493379,0.0431962142578834,0.0529122295309825,0.0588626871518631,0.0369310049874897,0.0417899140467118,30,-0.00731540247745664,5,5,0,1,0.0160609992711631,4,6,0,0.75390625,0.00879703447368829,3,7,0,0.34375
LIRCMOP10_BC,100000,10,0.0246387384329416,0.00588607088469595,0.0231174178265069,0.0315493241736421,0.0274023672749523,0.0197562419065372,0.0429938217335841,0.0365248175643494,0.0262724956937769,0.027855687159518,0.00592561476668921,0.0263888443020647,20,0.0069105857407005,4,6,0,0.75390625,0.0183550833006425,3,7,0,0.34375,0.00321694872657637,3,7,0,0.34375
LIRCMOP12_BC,10000,10,0.31914726852701,0.0684239133418103,0.303639176589321,0.358458295488673,0.15632524659652,0.373004882732274,0.323950654226487,0.123977751088131,0.326308730779966,0.371901774139432,0.0798657513927529,0.404876186043874,20,0.0393110269616623,5,5,0,1,0.00480338569947694,6,4,0,0.75390625,0.0527545056124219,4,6,0,0.75390625
LIRCMOP12_BC,20000,10,0.256737693012787,0.0583349655438651,0.291852014645278,0.298295228529331,0.114182391228667,0.282316531342254,0.222696822993685,0.0600998801646775,0.197309723292276,0.329099807451156,0.0874928717822297,0.334306278013422,40,0.0415575355165437,5,5,0,1,-0.0340408700191016,7,3,0,0.34375,0.0723621144383687,3,7,0,0.34375
LIRCMOP12_BC,30000,10,0.232246159122102,0.0604807280872337,0.239325208577459,0.242756414316795,0.112198960770479,0.174972340058673,0.190305612173554,0.0494955880713732,0.165497207089373,0.261714774089055,0.0728601828699076,0.271573307042814,40,0.0105102551946928,6,4,0,0.75390625,-0.0419405469485485,8,2,0,0.109375,0.0294686149669529,4,6,0,0.75390625
LIRCMOP12_BC,40000,10,0.17484814431925,0.0403665952757435,0.160327893164124,0.185020364902685,0.0775310639048019,0.157878820325968,0.16563536069211,0.0441285683243827,0.158573248553283,0.202004229122046,0.0775791647095457,0.178732095842247,40,0.0101722205834355,6,4,0,0.75390625,-0.00921278362714018,5,5,0,1,0.0271560848027962,3,7,0,0.34375
LIRCMOP12_BC,50000,10,0.160530850350182,0.0393572798040946,0.151668471538158,0.158430002310283,0.0373311300887235,0.148938680929394,0.145955214209937,0.0230326354248487,0.149167770223641,0.180058847115102,0.078088807510392,0.161854750382517,40,-0.00210084803989909,4,6,0,0.75390625,-0.0145756361402447,5,5,0,1,0.0195279967649196,4,6,0,0.75390625
LIRCMOP12_BC,60000,10,0.146797303739036,0.0411474134426127,0.140563447030651,0.138254601131748,0.0487185862839853,0.137943442604679,0.128560131775564,0.019603720758983,0.134933398695641,0.138236759982544,0.0524937315403107,0.145919396775863,40,-0.00854270260728806,5,5,0,1,-0.018237171963472,7,3,0,0.34375,-0.00856054375649233,5,5,0,1
LIRCMOP12_BC,70000,10,0.122088364174708,0.0215949361522789,0.132185266329947,0.114670548678302,0.041769261770552,0.131618767524231,0.105853204916398,0.0366356843250859,0.101217819825247,0.106450577606369,0.0483564058244288,0.110025125496978,40,-0.00741781549640584,6,4,0,0.75390625,-0.0162351592583102,7,3,0,0.34375,-0.0156377865683386,5,5,0,1
LIRCMOP12_BC,80000,10,0.097031806242783,0.0276866063248395,0.097081282907157,0.0972716717205995,0.0398454517634968,0.0901725971951748,0.0772561630850543,0.0488511570076701,0.0763406220257729,0.081465236923216,0.0474125431923169,0.0938656276534034,40,0.000239865477816523,6,4,0,0.75390625,-0.0197756431577287,6,4,0,0.75390625,-0.0155665693195669,6,4,0,0.75390625
LIRCMOP12_BC,90000,10,0.0712222321746623,0.0289372061074131,0.0847910607953321,0.0632712260273001,0.0339491493689562,0.0631301437782494,0.052951069276852,0.0455374227791416,0.0314538787505806,0.0581396333233752,0.0483236978049445,0.0476005232578802,40,-0.00795100614736211,7,3,0,0.34375,-0.0182711628978102,7,3,0,0.34375,-0.0130825988512871,6,4,0,0.75390625
LIRCMOP12_BC,100000,10,0.0426884391158131,0.0273817116313664,0.0349050554773384,0.0372874050166482,0.025706633742039,0.032208209587356,0.0331756107313893,0.0375316207515602,0.0174183958529694,0.0303454850204047,0.0260269549863417,0.0245710636832541,50,-0.00540103409916484,7,3,0,0.34375,-0.00951282838442375,7,3,0,0.34375,-0.0123429540954084,7,3,0,0.34375
LIRCMOP14_BC,10000,10,0.321316362302385,0.115512059314316,0.249761143733747,0.318259317875519,0.0802238350308626,0.317788693898902,0.337210794847818,0.155270648380691,0.287124178352958,0.29399368322421,0.125560435982996,0.246745919322339,50,-0.00305704442686626,4,6,0,0.75390625,0.0158944325454334,3,7,0,0.34375,-0.0273226790781748,4,6,0,0.75390625
LIRCMOP14_BC,20000,10,0.151343269016448,0.0330220540766569,0.153460838551127,0.147447850014563,0.0261651203670795,0.14337766264187,0.146966639086065,0.0211782408638965,0.155503832418298,0.137081854954827,0.0263368097277371,0.134214444012828,50,-0.00389541900188521,5,5,0,1,-0.00437662993038318,5,5,0,1,-0.0142614140616212,7,3,0,0.34375
LIRCMOP14_BC,30000,10,0.100679679662965,0.00133145780427994,0.100426880483367,0.100630801263376,0.00122434637238845,0.100649609638654,0.100747045791472,0.00125553244286765,0.100751810755722,0.100628631042095,0.0027669456466008,0.100376554470611,50,-4.88783995892e-05,5,5,0,1,6.73661285067587e-05,3,7,0,0.34375,-5.10486208705557e-05,6,4,0,0.75390625
LIRCMOP14_BC,40000,10,0.100363045797236,0.000770292521763418,0.10043517350043,0.099855400398119,0.00111242562787742,0.0997150854375562,0.0997030345970302,0.00148611640679272,0.0995926616057003,0.0988521576960064,0.000835001486762127,0.0986957151591536,50,-0.00050764539911657,8,2,0,0.109375,-0.0006600112002054,7,3,0,0.34375,-0.00151088810122917,9,1,0,0.021484375
LIRCMOP14_BC,50000,10,0.100867362502564,0.00122256336987494,0.100981657559886,0.0996908835782718,0.000930260852456778,0.0992921951669156,0.0991988009603331,0.00110142471429377,0.099386809299289,0.0994074151452057,0.00151895000589211,0.0993508266759935,40,-0.00117647892429238,8,2,0,0.109375,-0.00166856154223106,8,2,0,0.109375,-0.00145994735735842,8,2,0,0.109375
LIRCMOP14_BC,60000,10,0.0993200116385957,0.00117652372139226,0.0989453878389589,0.100189528468947,0.000778560893500762,0.100304627238565,0.099014427659646,0.00135017815896483,0.0985990426108862,0.0989528807021598,0.00118488669426971,0.0987448409634672,50,0.000869516830351566,3,7,0,0.34375,-0.000305583978949707,6,4,0,0.75390625,-0.000367130936435903,7,3,0,0.34375
LIRCMOP14_BC,70000,10,0.0995473089707941,0.00164928521424393,0.0992842156986078,0.0997145740371223,0.00124115555164839,0.0994854929300104,0.0994570911765885,0.0015337461573183,0.09897606988489,0.098866735951402,0.00149276199717952,0.0986566525415477,50,0.000167265066328169,3,7,0,0.34375,-9.02177942055993e-05,6,4,0,0.75390625,-0.000680573019392143,5,5,0,1
LIRCMOP14_BC,80000,10,0.0988272107664992,0.00084823425426384,0.0987717517824996,0.0992062614408195,0.00166770263004521,0.0986278778945818,0.0989479712303667,0.00149299467009634,0.0990420947103199,0.0989560069361943,0.00115531036762602,0.0986682084355253,20,0.000379050674320325,5,5,0,1,0.000120760463867524,5,5,0,1,0.000128796169695107,7,3,0,0.34375
LIRCMOP14_BC,90000,10,0.0994597613425454,0.00111314332690159,0.0996300611453194,0.0996665768366547,0.00156599971674691,0.0995095055546878,0.0993630991814484,0.00161003869696971,0.0996153604298294,0.0985722614133119,0.0013392824654879,0.0983518361281991,50,0.000206815494109318,5,5,0,1,-9.66621610970303e-05,4,6,0,0.75390625,-0.000887499929233492,7,3,0,0.34375
LIRCMOP14_BC,100000,10,0.0995612105099394,0.00145016687795467,0.0992109841139839,0.0989032770259673,0.0010111152924981,0.0988151238945188,0.0986688796222274,0.000857478449826864,0.0987176697100402,0.0988184651019622,0.00123346888889375,0.0984046626548268,40,-0.000657933483972129,6,4,0,0.75390625,-0.000892330887712008,7,3,0,0.34375,-0.000742745407977161,7,3,0,0.34375
